model_number	fixed_points	cycles
40	["0","164657","2048","166705","65536","67584","1152","3200","68748","270336","183089","335884","271500","355468","337036","354316","262144","264192","329740","265356","330892","393728","395776","461324","51249","52401","182833","337932","273548","289932","339084","393984","396032","461580","270592","336140","271756","337292","402176","467724","338188","273804","339340","469772","524290","688947","811010","707379","589826","876558","525442","812174","879758","877710","707123","878606","705331","575539","786434","573491","814222","574643","576691","918018","705075","794626","581683","860174","795790","582835","861326","581939","583091","713523","918274","794882","860430","796046","861582","926466","992014","975667","1114176","1213297","1116224","1215345","1117388","1278833","1280881","1384524","1231729","1385676","1404108","1402956","1378380","1379532","1509964","1099889","1101041","1231473","1386572","1387724","1297265","1165425","1166577","1297009","1510220","1384780","1385932","1516364","1386828","1387980","1518412","1638466","1737587","1925198","1756019","1928398","1926350","1803123","1821555","1821299","1927246","1753971","1689715","1622131","1624179","1623283","1625331","1753715","1755763","1908814","1630323","1909966","1631475","1630579","1631731","1762163","1819507","1687667","1690867","1688819","1819251","1695859","1697011","1696115","1697267","1827699","1909070","1910222","2040654","2024307","2089843","2101248","2265905","2103296","2267953","2168844","2104460","2169996","2371596","2284337","2455564","2437132","2391180","2372748","2456716","2390028","2365452","2430988","2366604","2432140","2497036","2562572","2152497","2153649","2438284","2284081","2373644","2439180","2374796","2440332","2497292","2562828","2371852","2437388","2373004","2438540","2503436","2568972","2373900","2439436","2375052","2440588","2505484","2571020","2625538","2790195","2912270","2808627","2979854","2977806","2915470","2913422","2981006","2808371","2914318","2806579","2978958","2676787","2674739","2677939","2675891","2806323","2895886","2682931","2961422","2897038","2684083","2962574","2683187","2684339","2814771","2896142","2961678","2897294","2962830","3027726","3093262","3076915","3217484","3314545","3316593","3218636","3382129","3485772","3332977","3504204","3505356","3486924","3479628","3480780","3611212","3201137","3202289","3332721","3487820","3488972","3380081","3398513","3266673","3267837","3398257","3276029","3276285","3611468","3486028","3487180","3617612","3488076","3489228","3619660","3668861","4028494","3838835","3857267","4026446","4029646","3922803","3922547","4027598","3855219","3790963","3723379","3725427","3726579","3724531","3854963","3857011","4010062","3731571","4011214","3732723","3731827","3732979","3863411","3904371","3920755","3788915","3792127","3920499","3797107","3798271","3797363","3798527","3928947","3800319","3800575","4010318","4011470","4141902","4125555","4191103","4193151","4195456","4360113","4197504","4362161","4263052","4465804","4378545","4531340","4549772","4459660","4525196","4591244","4656780","4246705","4378289","4533388","4467852","4484236","4358961","4361009","4377137","4377393","4591500","4657036","4466060","4531596","4597644","4663180","4533644","4468108","4665228","4599692","4588032","4590080","4655628","4588288","4590336","4655884","4596480","4662028","4664076","4719746","4884403","5006478","4902835","5074062","5072014","4902579","4900787","4770995","5008526","4768947","4900531","4990094","4777139","5055630","4777395","4908979","4883251","4901683","4901427","4899635","4899379","4907827","4990350","5055886","5121934","5187470","5112322","5112578","5120770","5186318","5169971","5171123","5311692","5408753","5410801","5476337","5579980","5427185","5598412","5573836","5705420","5295345","5426929","5582028","5474289","5492721","5360881","5492465","5407601","5409649","5473137","5475185","5425777","5426033","5491313","5491569","5705676","5580236","5711820","5582284","5713868","5704268","5704524","5710668","5712716","5763069","6122702","5933043","5951475","6120654","6017011","6016755","5949427","5885171","5817587","5819635","5949171","5951219","6104270","5825779","5826035","5957619","5998579","6014963","5883123","6014707","5891315","5891571","6023155","5931891","5950323","5997427","6015859","5950067","6015603","5948275","6013811","5948019","5956467","6013555","6022003","6104526","6236110","6234958","6218611","6219763","6284147","6285311","6287359","6298764","6463409","6461361","6364300","6567052","6479793","6651020","6632588","6585484","6560908","6626444","6692492","6758028","6347953","6479537","6569100","6634636","6460209","6462257","6478385","6478641","6692748","6758284","6567308","6632844","6698892","6764428","6569356","6634892","6700940","6766476","6691340","6756876","6691596","6757132","6697740","6763276","6699788","6765324","6750141","7109774","7004083","6985651","7107726","7175310","7003827","7173262","7002035","6872243","6870195","7001779","7091342","6878387","7156878","6878643","7010227","6984499","7002931","7002675","7000883","7000627","7009075","7091598","7157134","7223182","7288718","7222030","7287566","7271219","7272383","7274431","7412940","7512049","7510001","7577597","7681228","7528433","7699660","7675084","7806668","7396593","7528177","7683276","7593981","7462141","7593725","7470333","7470589","7602173","7508849","7510897","7576433","7527025","7527281","7592561","7592817","7574385","7806924","7681484","7813068","7683532","7815116","7805516","7805772","7811916","7813964","7798781","7863165","7864317","8223950","8052723","8034291","8118271","8118015","8221902","8050675","7986431","7920883","7918835","8052467","8050419","8205518","7927027","7927283","8058867","7992575","7992831","8124415","7994623","7994879","8126463","8033139","8051571","8117107","8051315","8116851","8049523","8049267","8057715","8098675","8115059","8114803","8123251","8205774","8337358","8336206","8319859","8321023","8323071","8385407","8387455","8386559","8388607"]	[]
