Network_no	Model_no	func_type	derrida_coeff	net_sen	final_hamming	fragility
0	0	BMR	0.9375	0.9375	0.35302734375	0.35302734375
1	0	BMR	0.9583333333333334	0.9583333333333334	0.4960123697916667	0.4960123697916667
2	0	BMR	1.1818181818181819	1.125	1.2065873579545454	1.2065873579545454
3	0	BMR	1.0454545454545454	0.9375	1.0681818181818181	1.0681818181818181
4	0	BMR	0.9166666666666666	0.9166666666666666	0.357666015625	0.357666015625
5	0	BMR	1.1666666666666667	1.1666666666666667	0.96923828125	0.96923828125
6	0	BMR	0.8958333333333334	0.8958333333333334	0.18204752604166666	0.18204752604166666
7	0	BMR	1.1875	0.75	0.8046875	0.8046875
8	0	BMR	1.0454545454545454	1.0	0.6598899147727273	0.6598899147727273
9	0	BMR	1.0625	1.0625	0.7732747395833334	0.7732747395833334
10	0	BMR	0.9375	0.9375	0.3902180989583333	0.3902180989583333
11	0	BMR	1.0208333333333333	1.0208333333333333	0.7799479166666666	0.7799479166666666
12	0	BMR	1.1458333333333333	1.1458333333333333	1.1587727864583333	1.1587727864583333
13	0	BMR	0.95	0.75	0.47890625	0.47890625
14	0	BMR	1.1363636363636365	1.0208333333333333	1.1139914772727273	1.1139914772727273
15	0	BMR	1.1590909090909092	1.1458333333333333	1.1479936079545454	1.1479936079545454
16	0	BMR	1.0454545454545454	0.9375	0.6318359375	0.6318359375
17	0	BMR	0.9791666666666666	0.9791666666666666	0.6746419270833334	0.6746419270833334
18	0	BMR	0.95	0.8125	0.895703125	0.895703125
19	0	BMR	0.9772727272727273	0.9375	0.7386363636363636	0.7386363636363636
20	0	BMR	1.0277777777777777	0.8958333333333334	0.9448784722222222	0.9448784722222222
21	0	BMR	1.1458333333333333	1.1458333333333333	0.9793294270833334	0.9793294270833334
22	0	BMR	1.1136363636363635	1.0	0.8586647727272727	0.8586647727272727
23	0	BMR	1.0625	1.0625	0.446044921875	0.446044921875
24	0	BMR	1.0208333333333333	1.0208333333333333	0.8916829427083334	0.8916829427083334
25	0	BMR	0.7708333333333334	0.7708333333333334	0.005859375	0.005859375
26	0	BMR	1.1875	1.1875	1.1200358072916667	1.1200358072916667
27	0	BMR	1.1041666666666667	1.1041666666666667	0.7391764322916666	0.7391764322916666
28	0	BMR	1.1458333333333333	1.1458333333333333	1.0730794270833333	1.0730794270833333
29	0	BMR	1.1458333333333333	1.1458333333333333	1.1324869791666667	1.1324869791666667
30	0	BMR	0.8333333333333334	0.8333333333333334	0.136474609375	0.136474609375
31	0	BMR	0.8958333333333334	0.8958333333333334	0.009440104166666666	0.009440104166666666
