Network_no	Model_no	func_type	derrida_coeff	net_sen	final_hamming	fragility
0	0	IMR	1.875	1.875	4.447759602864584	1.7820052083333335
1	0	IMR	1.875	1.875	2.7715006510416664	2.7715006510416664
2	0	IMR	1.875	1.875	5.084547526041667	2.88853271484375
3	0	IMR	1.875	1.875	4.9152099609375	1.10635986328125
4	0	IMR	1.875	1.875	4.70529052734375	0.7708097330729166
5	0	IMR	1.875	1.875	3.1622721354166665	0.008173828125000006
6	0	IMR	1.875	1.875	4.609514160156249	1.6306412760416664
7	0	IMR	1.875	1.875	4.561319986979167	2.91998046875
8	0	IMR	1.875	1.875	2.693359375	2.693359375
9	0	IMR	1.875	1.875	2.7828776041666665	2.76171875
10	0	IMR	1.875	1.875	2.646484375	2.646484375
11	0	IMR	1.875	1.875	2.59228515625	0.18684895833333334
12	0	IMR	1.875	1.875	3.2539876302083335	0.112548828125
13	0	IMR	1.875	1.875	4.052271321614583	1.3605794270833333
14	0	IMR	1.875	1.875	4.61962890625	2.373046875
15	0	IMR	1.875	1.875	4.49120849609375	1.7714192708333332
16	0	IMR	1.875	1.875	4.0132177734375	2.85296630859375
17	0	IMR	1.875	1.875	3.474281412760417	2.9024894205729166
18	0	IMR	1.875	1.875	4.763199055989584	1.5360416666666665
19	0	IMR	1.875	1.875	3.0970052083333335	0.0
20	0	IMR	1.875	1.875	4.277963053385417	0.7348885091145835
21	0	IMR	1.875	1.875	5.043927408854167	0.35833821614583333
22	0	IMR	1.875	1.875	2.6480305989583335	0.11800130208333333
23	0	IMR	1.875	1.875	2.697265625	0.005859375
24	0	IMR	1.875	1.875	4.402994791666667	4.212890625
25	0	IMR	1.875	1.875	5.145426432291667	1.719482421875
26	0	IMR	1.875	1.875	2.7799479166666665	0.324951171875
27	0	IMR	1.875	1.875	2.830078125	2.830078125
28	0	IMR	1.875	1.875	3.09326171875	2.8284098307291665
29	0	IMR	1.875	1.875	4.377111002604166	0.03134847005208336
30	0	IMR	1.875	1.875	2.67578125	0.0
31	0	IMR	1.875	1.875	4.890199381510417	0.09708902994791674
32	0	IMR	1.875	1.875	2.685546875	2.685546875
33	0	IMR	1.875	1.875	4.674248046874999	2.702788899739583
34	0	IMR	1.875	1.875	2.68896484375	2.68896484375
35	0	IMR	1.875	1.875	4.482378743489583	2.5362532552083334
36	0	IMR	1.875	1.875	2.71484375	0.0
37	0	IMR	1.875	1.875	5.015164388020833	0.6257023111979166
38	0	IMR	1.875	1.875	2.666015625	2.666015625
39	0	IMR	1.875	1.875	4.763839518229167	3.0316748046875
40	0	IMR	1.875	1.875	4.151936848958333	1.12255859375
41	0	IMR	1.875	1.875	2.6710611979166665	2.6710611979166665
42	0	IMR	1.875	1.875	2.6640625	2.6640625
43	0	IMR	1.875	1.875	4.0728759765625	0.06875895182291673
44	0	IMR	1.875	1.875	4.725714518229167	0.7268408203125
45	0	IMR	1.875	1.875	4.146631673177084	0.03480143229166669
46	0	IMR	1.875	1.875	4.567067057291667	0.5582657877604167
47	0	IMR	1.875	1.875	4.761474609375	1.7748046875000003
48	0	IMR	1.875	1.875	2.6927083333333335	2.6927083333333335
49	0	IMR	1.875	1.875	2.95654296875	0.597900390625
50	0	IMR	1.875	1.875	3.1267903645833335	3.1267903645833335
51	0	IMR	1.875	1.875	2.74609375	0.2699381510416667
52	0	IMR	1.875	1.875	4.859486490885417	3.9990974934895838
53	0	IMR	1.875	1.875	2.6702473958333335	0.0
54	0	IMR	1.875	1.875	4.672045898437499	1.6120198567708333
55	0	IMR	1.875	1.875	2.913069661458333	0.660791015625
56	0	IMR	1.875	1.875	3.5825602213541665	0.5400390625
57	0	IMR	1.875	1.875	3.83162841796875	3.3434309895833336
58	0	IMR	1.875	1.875	2.689453125	0.0
59	0	IMR	1.875	1.875	2.66015625	0.0
60	0	IMR	1.875	1.875	4.346421712239583	1.70530029296875
61	0	IMR	1.875	1.875	3.696318359375	3.696318359375
62	0	IMR	1.875	1.875	2.669921875	2.669921875
63	0	IMR	1.875	1.875	2.6728515625	2.6728515625
64	0	IMR	1.875	1.875	2.8644205729166665	0.0
65	0	IMR	1.875	1.875	4.9393994140625	3.1671533203125004
66	0	IMR	1.875	1.875	2.8020833333333335	2.8020833333333335
67	0	IMR	1.875	1.875	4.9837402343749995	0.038330078125
68	0	IMR	1.875	1.875	2.68359375	0.0
69	0	IMR	1.875	1.875	3.8152726236979166	2.988275553385417
70	0	IMR	1.875	1.875	5.011051432291667	0.75577392578125
71	0	IMR	1.875	1.875	3.8635351562499998	2.8189070638020834
72	0	IMR	1.875	1.875	4.539436848958333	1.4388509114583332
73	0	IMR	1.875	1.875	4.813382161458333	1.57716064453125
74	0	IMR	1.875	1.875	3.68359375	0.8411458333333334
75	0	IMR	1.875	1.875	3.6455891927083335	1.95751953125
76	0	IMR	1.875	1.875	3.1985677083333335	3.1981608072916665
77	0	IMR	1.875	1.875	2.693359375	0.01171875
78	0	IMR	1.875	1.875	2.6875	0.0
79	0	IMR	1.875	1.875	4.689809570312501	1.9450227864583332
80	0	IMR	1.875	1.875	5.021482747395834	0.8161002604166668
81	0	IMR	1.875	1.875	2.66796875	0.0
82	0	IMR	1.875	1.875	3.389892578125	0.6687825520833334
83	0	IMR	1.875	1.875	3.9750488281249994	0.28437255859375005
84	0	IMR	1.875	1.875	4.619181315104167	0.0
85	0	IMR	1.875	1.875	4.9796354166666665	0.6881054687500002
86	0	IMR	1.875	1.875	3.190430501302083	3.1890543619791667
87	0	IMR	1.875	1.875	4.912291666666667	1.5697656249999998
88	0	IMR	1.875	1.875	2.6640625	0.0
89	0	IMR	1.875	1.875	2.6796875	0.0
90	0	IMR	1.875	1.875	5.159111328124999	0.38161865234375
91	0	IMR	1.875	1.875	4.841796875	3.5052083333333335
92	0	IMR	1.875	1.875	3.2890625	0.4396158854166667
93	0	IMR	1.875	1.875	4.8535522460937495	1.895740559895833
94	0	IMR	1.875	1.875	4.3466796875	4.33935546875
95	0	IMR	1.875	1.875	3.6205240885416665	3.220947265625
96	0	IMR	1.875	1.875	5.365234375	5.365234375
97	0	IMR	1.875	1.875	3.3655598958333335	0.0
98	0	IMR	1.875	1.875	4.475924479166667	0.031436360677083365
99	0	IMR	1.875	1.875	2.7096354166666665	0.3374837239583333
100	0	IMR	1.875	1.875	4.771327311197916	0.8970524088541666
101	0	IMR	1.875	1.875	4.944081217447917	1.5271451822916668
102	0	IMR	1.875	1.875	2.79150390625	0.005859375
103	0	IMR	1.875	1.875	4.912250162760417	1.5860319010416666
104	0	IMR	1.875	1.875	2.685546875	0.0
105	0	IMR	1.875	1.875	4.7520320638020825	1.3102058919270834
106	0	IMR	1.875	1.875	3.1749999999999994	1.0371093749999998
107	0	IMR	1.875	1.875	2.6748046875	0.01953125
108	0	IMR	1.875	1.875	2.8766276041666665	2.8766276041666665
109	0	IMR	1.875	1.875	3.955406901041666	1.8949300130208335
110	0	IMR	1.875	1.875	3.0159505208333335	3.0159505208333335
111	0	IMR	1.875	1.875	5.008333333333333	0.4765950520833336
112	0	IMR	1.875	1.875	4.642320149739583	0.42919108072916673
113	0	IMR	1.875	1.875	2.992578125	2.991569010416667
114	0	IMR	1.875	1.875	3.90632568359375	1.8954125976562501
115	0	IMR	1.875	1.875	2.64453125	2.64453125
116	0	IMR	1.875	1.875	2.6936848958333335	0.0
117	0	IMR	1.875	1.875	3.9794799804687493	3.1456795247395832
118	0	IMR	1.875	1.875	3.0878092447916665	0.427734375
119	0	IMR	1.875	1.875	3.4965006510416665	2.6601969401041665
120	0	IMR	1.875	1.875	2.82763671875	2.82763671875
121	0	IMR	1.875	1.875	2.6640625	0.01171875
122	0	IMR	1.875	1.875	2.7975260416666665	2.7975260416666665
123	0	IMR	1.875	1.875	2.9095052083333335	0.2547200520833333
124	0	IMR	1.875	1.875	3.95528564453125	3.35150146484375
125	0	IMR	1.875	1.875	3.5042317708333335	3.3649088541666665
126	0	IMR	1.875	1.875	4.17693359375	2.3830639648437497
127	0	IMR	1.875	1.875	4.349186197916667	1.6321940104166668
128	0	IMR	1.875	1.875	5.158111979166667	0.0
129	0	IMR	1.875	1.875	2.70703125	2.70703125
130	0	IMR	1.875	1.875	4.59680419921875	0.415439453125
131	0	IMR	1.875	1.875	4.515115559895833	3.527164713541667
132	0	IMR	1.875	1.875	4.399755045572916	3.5207625325520833
133	0	IMR	1.875	1.875	2.66015625	2.66015625
134	0	IMR	1.875	1.875	4.3104239908854165	3.17792724609375
135	0	IMR	1.875	1.875	3.458984375	3.458984375
136	0	IMR	1.875	1.875	2.7823453776041664	0.00390787760416667
137	0	IMR	1.875	1.875	4.463541666666667	4.463541666666667
138	0	IMR	1.875	1.875	4.795055338541666	4.588190104166667
139	0	IMR	1.875	1.875	3.790787760416667	1.7140999348958335
140	0	IMR	1.875	1.875	4.148526204427083	0.199306640625
141	0	IMR	1.875	1.875	3.1695963541666665	3.1695963541666665
142	0	IMR	1.875	1.875	3.664127604166667	2.1694824218749997
143	0	IMR	1.875	1.875	2.6920572916666665	0.0
144	0	IMR	1.875	1.875	5.044124348958333	0.1174479166666667
145	0	IMR	1.875	1.875	4.403963216145834	0.8338826497395834
146	0	IMR	1.875	1.875	5.070387369791667	0.06865804036458335
147	0	IMR	1.875	1.875	5.06504150390625	0.9889208984375001
148	0	IMR	1.875	1.875	4.525128580729167	0.6385579427083332
149	0	IMR	1.875	1.875	3.21630859375	0.0
150	0	IMR	1.875	1.875	2.67724609375	2.67724609375
151	0	IMR	1.875	1.875	2.654296875	0.0
152	0	IMR	1.875	1.875	4.200602213541667	3.768798828125
153	0	IMR	1.875	1.875	5.048828125	1.6778157552083333
154	0	IMR	1.875	1.875	5.085774739583333	0.41064453125
155	0	IMR	1.875	1.875	4.172467447916667	2.375771484375
156	0	IMR	1.875	1.875	4.91111572265625	0.6974381510416667
157	0	IMR	1.875	1.875	4.463628743489584	1.38629150390625
158	0	IMR	1.875	1.875	4.959390462239583	0.0015022786458333346
159	0	IMR	1.875	1.875	4.9297070312499995	0.059814453125000056
160	0	IMR	1.875	1.875	4.317464192708333	3.3359781901041665
161	0	IMR	1.875	1.875	5.014724934895834	3.1300203450520834
162	0	IMR	1.875	1.875	5.0254728190104165	1.6881494140625
163	0	IMR	1.875	1.875	3.7947607421875005	1.40614990234375
164	0	IMR	1.875	1.875	2.6809871419270834	0.0014160156250000013
165	0	IMR	1.875	1.875	3.2350260416666665	2.7412109375
166	0	IMR	1.875	1.875	3.615320638020833	1.943494466145833
167	0	IMR	1.875	1.875	3.556640625	3.556640625
168	0	IMR	1.875	1.875	3.07824462890625	3.0665315755208327
169	0	IMR	1.875	1.875	2.7567545572916665	0.6393229166666666
170	0	IMR	1.875	1.875	5.043623046875	2.7381070963541667
171	0	IMR	1.875	1.875	4.912635091145834	1.9171402994791666
172	0	IMR	1.875	1.875	4.248427734375	3.991477864583333
173	0	IMR	1.875	1.875	3.9317081705729167	3.3338061523437497
174	0	IMR	1.875	1.875	2.63720703125	2.63720703125
175	0	IMR	1.875	1.875	3.3792317708333335	3.0203450520833335
176	0	IMR	1.875	1.875	2.69140625	0.0
177	0	IMR	1.875	1.875	2.6875	0.0
178	0	IMR	1.875	1.875	2.7091471354166665	2.7091471354166665
179	0	IMR	1.875	1.875	3.0048828125	0.00537109375
180	0	IMR	1.875	1.875	2.658203125	0.0
181	0	IMR	1.875	1.875	5.220831705729167	0.04363118489583337
182	0	IMR	1.875	1.875	4.671484375	1.2941894531250002
183	0	IMR	1.875	1.875	3.4885709635416666	0.4003792317708334
184	0	IMR	1.875	1.875	2.6622721354166665	2.6622721354166665
185	0	IMR	1.875	1.875	2.5	0.0
186	0	IMR	1.875	1.875	2.629752604166667	2.62890625
187	0	IMR	1.875	1.875	2.8723958333333335	0.06282552083333333
188	0	IMR	1.875	1.875	4.3056640625	0.073486328125
189	0	IMR	1.875	1.875	2.6787109375	2.6787109375
190	0	IMR	1.875	1.875	3.9579638671875004	0.42144856770833333
191	0	IMR	1.875	1.875	4.671805013020833	1.6657177734375004
192	0	IMR	1.875	1.875	3.2337646484375	1.1021728515625
193	0	IMR	1.875	1.875	4.757373046875	1.4898917643229168
194	0	IMR	1.875	1.875	4.689702962239584	0.3508504231770833
195	0	IMR	1.875	1.875	4.8359375	0.21928710937500007
196	0	IMR	1.875	1.875	5.0803450520833335	1.3669425455729165
197	0	IMR	1.875	1.875	2.94140625	0.0
198	0	IMR	1.875	1.875	2.67578125	0.017578125
199	0	IMR	1.875	1.875	4.1015625	0.0
200	0	IMR	1.875	1.875	4.8860400390625	3.7396020507812495
201	0	IMR	1.875	1.875	3.17578125	0.0
202	0	IMR	1.875	1.875	3.551802571614583	2.9635009765625
203	0	IMR	1.875	1.875	2.68359375	2.68359375
204	0	IMR	1.875	1.875	4.393107096354167	0.08797200520833333
205	0	IMR	1.875	1.875	3.67637451171875	0.27094889322916665
206	0	IMR	1.875	1.875	2.6822916666666665	2.6822916666666665
207	0	IMR	1.875	1.875	2.6490885416666665	2.6490885416666665
208	0	IMR	1.875	1.875	3.5209261067708333	0.9767000325520834
209	0	IMR	1.875	1.875	4.478159993489583	0.19941324869791668
210	0	IMR	1.875	1.875	2.6963704427083335	0.08504231770833333
211	0	IMR	1.875	1.875	2.911067708333333	2.700260416666667
212	0	IMR	1.875	1.875	4.686222330729167	1.4419474283854168
213	0	IMR	1.875	1.875	3.9931762695312503	3.4540608723958335
214	0	IMR	1.875	1.875	2.80078125	2.80078125
215	0	IMR	1.875	1.875	2.603515625	2.603515625
216	0	IMR	1.875	1.875	3.0292138671874995	2.221126302083333
217	0	IMR	1.875	1.875	2.7021484375	2.701171875
218	0	IMR	1.875	1.875	2.9058333333333337	0.49649169921874997
219	0	IMR	1.875	1.875	4.517985026041667	2.549560546875
220	0	IMR	1.875	1.875	2.8372395833333335	0.057291666666666664
221	0	IMR	1.875	1.875	4.395833333333333	2.8675130208333335
222	0	IMR	1.875	1.875	2.6785481770833335	0.045572916666666664
223	0	IMR	1.875	1.875	5.310087076822917	0.6022135416666667
224	0	IMR	1.875	1.875	2.8948567708333335	0.0
225	0	IMR	1.875	1.875	2.7890625	0.0006087239583333338
226	0	IMR	1.875	1.875	2.662109375	0.005859375
227	0	IMR	1.875	1.875	3.24609375	0.0
228	0	IMR	1.875	1.875	2.7373860677083335	0.004475911458333333
229	0	IMR	1.875	1.875	3.290657552083333	0.0
230	0	IMR	1.875	1.875	2.6297200520833335	0.0
231	0	IMR	1.875	1.875	4.601138509114583	0.47527587890625006
232	0	IMR	1.875	1.875	4.725925292968749	0.7061083984375
233	0	IMR	1.875	1.875	3.5016365559895832	0.19652262369791665
234	0	IMR	1.875	1.875	4.868465169270833	2.03055908203125
235	0	IMR	1.875	1.875	2.6359049479166665	0.0
236	0	IMR	1.875	1.875	4.7759627278645835	0.8265958658854168
237	0	IMR	1.875	1.875	4.859944661458334	0.4619140625
238	0	IMR	1.875	1.875	2.705078125	0.0
239	0	IMR	1.875	1.875	2.681640625	2.681640625
240	0	IMR	1.875	1.875	2.6640625	0.0
241	0	IMR	1.875	1.875	2.64453125	2.64453125
242	0	IMR	1.875	1.875	3.2880045572916665	2.8899739583333335
243	0	IMR	1.875	1.875	3.8138834635416665	3.8138834635416665
244	0	IMR	1.875	1.875	2.7213541666666665	1.220947265625
245	0	IMR	1.875	1.875	5.0973828125	0.06674397786458336
246	0	IMR	1.875	1.875	4.63668701171875	0.8047224934895834
247	0	IMR	1.875	1.875	4.9253751627604165	3.18645263671875
248	0	IMR	1.875	1.875	4.9645003255208335	3.1994620768229165
249	0	IMR	1.875	1.875	2.673828125	0.0
250	0	IMR	1.875	1.875	3.7384033203125	2.0837809244791665
251	0	IMR	1.875	1.875	4.200530598958333	2.2929174804687498
252	0	IMR	1.875	1.875	3.3815511067708335	0.003666992187500003
253	0	IMR	1.875	1.875	5.037007649739583	1.07958984375
254	0	IMR	1.875	1.875	4.889732259114583	0.10248697916666667
255	0	IMR	1.875	1.875	3.46044921875	0.15283203125
256	0	IMR	1.875	1.875	4.934804687500001	2.730035807291667
257	0	IMR	1.875	1.875	4.99600341796875	0.08596028645833335
258	0	IMR	1.875	1.875	4.740236002604166	1.5615608723958332
259	0	IMR	1.875	1.875	2.67578125	2.67578125
260	0	IMR	1.875	1.875	3.43115234375	3.400390625
