	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	5	00000000000000000000000000000000	iiiii	0	Y	0	0	constant	0	0	0.0	0
1	1	5	00000000000000000000000000000000	iiiii	0	Y	1	0	constant	0	0	0.0	0
2	2	5	00000000000000000000000000000000	iiiii	0	Y	2	0	constant	0	0	0.0	0
3	3	5	00000000000000000000000000000000	iiiii	0	Y	3	0	constant	0	0	0.0	0
4	4	5	00000000000000000000000000000000	iiiii	0	Y	4	0	constant	0	0	0.0	0
5	5	5	01000000000000000100000000000000	iiiia	2	Y	0	4	iiia	1	0100000000000000	0.5	4
6	6	5	01000000010000000000000000000000	iiiia	2	Y	1	4	iiia	1	0100000000000000	0.5	4
7	7	5	01000100000000000000000000000000	iiiia	2	Y	2	4	iiia	1	0100000000000000	0.5	4
8	8	5	01010000000000000000000000000000	iiiia	2	Y	3	4	iiia	1	0100000000000000	0.5	4
9	9	5	01010100010000000100000000000000	iiiia	5	Y	4	5	iiiia	5	01010100010000000100000000000000	1.0625	10
10	10	5	00100000000000000010000000000000	iiiai	2	Y	0	4	iiai	1	0010000000000000	0.5	4
11	11	5	00100000001000000000000000000000	iiiai	2	Y	1	4	iiai	1	0010000000000000	0.5	4
12	12	5	00100010000000000000000000000000	iiiai	2	Y	2	4	iiai	1	0010000000000000	0.5	4
13	13	5	00110010001000000010000000000000	iiiai	5	Y	3	5	iiiai	5	00110010001000000010000000000000	1.0625	10
14	14	5	00110000000000000000000000000000	iiiai	2	Y	4	4	iiia	1	0100000000000000	0.5	4
15	15	5	01110001000100000111000100010000	iiiaa	10	Y	0	4	iiaa	5	0111000100010000	1.5	9
16	16	5	01110001011100010001000000010000	iiiaa	10	Y	1	4	iiaa	5	0111000100010000	1.5	9
17	17	5	01110111000100010001000100000000	iiiaa	10	Y	2	4	iiaa	5	0111000100010000	1.5	9
18	18	5	01110011001100010011000100010000	iiiaa	12	Y	3	5	iiiaa	12	01110011001100010011000100010000	1.625	14
19	19	5	01110101010100010101000100010000	iiiaa	12	Y	4	5	iiiaa	12	01110101010100010101000100010000	1.625	14
20	20	5	00001000000000000000100000000000	iiaii	2	Y	0	4	iaii	1	0000100000000000	0.5	4
21	21	5	00001000000010000000000000000000	iiaii	2	Y	1	4	iaii	1	0000100000000000	0.5	4
22	22	5	00001110000010000000100000000000	iiaii	5	Y	2	5	iiaii	5	00001110000010000000100000000000	1.0625	10
23	23	5	00001010000000000000000000000000	iiaii	2	Y	3	4	iiai	1	0010000000000000	0.5	4
24	24	5	00001100000000000000000000000000	iiaii	2	Y	4	4	iiai	1	0010000000000000	0.5	4
25	25	5	01001101000001000100110100000100	iiaia	10	Y	0	4	iaia	5	0100110100000100	1.5	9
26	26	5	01001101010011010000010000000100	iiaia	10	Y	1	4	iaia	5	0100110100000100	1.5	9
27	27	5	01001111000011010000110100000100	iiaia	12	Y	2	5	iiaia	12	01001111000011010000110100000100	1.625	14
28	28	5	01011111000001010000010100000000	iiaia	10	Y	3	4	iiaa	5	0111000100010000	1.5	9
29	29	5	01011101010001010100010100000100	iiaia	12	Y	4	5	iiaia	12	01011101010001010100010100000100	1.625	14
30	30	5	00101011000000100010101100000010	iiaai	10	Y	0	4	iaai	5	0010101100000010	1.5	9
31	31	5	00101011001010110000001000000010	iiaai	10	Y	1	4	iaai	5	0010101100000010	1.5	9
32	32	5	00101111000010110000101100000010	iiaai	12	Y	2	5	iiaai	12	00101111000010110000101100000010	1.625	14
33	33	5	00111011001000110010001100000010	iiaai	12	Y	3	5	iiaai	12	00111011001000110010001100000010	1.625	14
34	34	5	00111111000000110000001100000000	iiaai	10	Y	4	4	iiaa	5	0111000100010000	1.5	9
35	35	5	01111111000101110111111100010111	iiaaa	22	Y	0	4	iaaa	11	0111111100010111	1.5	9
36	36	5	01111111011111110001011100010111	iiaaa	22	Y	1	4	iaaa	11	0111111100010111	1.5	9
37	37	5	01111111000111110001111100000111	iiaaa	20	Y	2	5	iiaaa	20	01111111000111110001111100000111	1.625	14
38	38	5	01111111001101110011011100010011	iiaaa	20	Y	3	5	iiaaa	20	01111111001101110011011100010011	1.625	14
39	39	5	01111111010101110101011100010101	iiaaa	20	Y	4	5	iiaaa	20	01111111010101110101011100010101	1.625	14
40	40	5	00000000100000000000000010000000	iaiii	2	Y	0	4	aiii	1	0000000010000000	0.5	4
41	41	5	00000000111010000000000010000000	iaiii	5	Y	1	5	iaiii	5	00000000111010000000000010000000	1.0625	10
42	42	5	00000000100010000000000000000000	iaiii	2	Y	2	4	iaii	1	0000100000000000	0.5	4
43	43	5	00000000101000000000000000000000	iaiii	2	Y	3	4	iaii	1	0000100000000000	0.5	4
44	44	5	00000000110000000000000000000000	iaiii	2	Y	4	4	iaii	1	0000100000000000	0.5	4
45	45	5	01000000110101000100000011010100	iaiia	10	Y	0	4	aiia	5	0100000011010100	1.5	9
46	46	5	01000000111111010000000011010100	iaiia	12	Y	1	5	iaiia	12	01000000111111010000000011010100	1.625	14
47	47	5	01000100110111010000000001000100	iaiia	10	Y	2	4	iaia	5	0100110100000100	1.5	9
48	48	5	01010000111101010000000001010000	iaiia	10	Y	3	4	iaia	5	0100110100000100	1.5	9
49	49	5	01010100110101010100000001010100	iaiia	12	Y	4	5	iaiia	12	01010100110101010100000001010100	1.625	14
50	50	5	00100000101100100010000010110010	iaiai	10	Y	0	4	aiai	5	0010000010110010	1.5	9
51	51	5	00100000111110110000000010110010	iaiai	12	Y	1	5	iaiai	12	00100000111110110000000010110010	1.625	14
52	52	5	00100010101110110000000000100010	iaiai	10	Y	2	4	iaai	5	0010101100000010	1.5	9
53	53	5	00110010101100110010000000110010	iaiai	12	Y	3	5	iaiai	12	00110010101100110010000000110010	1.625	14
54	54	5	00110000111100110000000000110000	iaiai	10	Y	4	4	iaia	5	0100110100000100	1.5	9
55	55	5	01110001111101110111000111110111	iaiaa	22	Y	0	4	aiaa	11	0111000111110111	1.5	9
56	56	5	01110001111111110001000011110111	iaiaa	20	Y	1	5	iaiaa	20	01110001111111110001000011110111	1.625	14
57	57	5	01110111111111110001000101110111	iaiaa	22	Y	2	4	iaaa	11	0111111100010111	1.5	9
58	58	5	01110011111101110011000101110011	iaiaa	20	Y	3	5	iaiaa	20	01110011111101110011000101110011	1.625	14
59	59	5	01110101111101110101000101110101	iaiaa	20	Y	4	5	iaiaa	20	01110101111101110101000101110101	1.625	14
60	60	5	00001000100011100000100010001110	iaaii	10	Y	0	4	aaii	5	0000100010001110	1.5	9
61	61	5	00001000111011110000000010001110	iaaii	12	Y	1	5	iaaii	12	00001000111011110000000010001110	1.625	14
62	62	5	00001110100011110000100000001110	iaaii	12	Y	2	5	iaaii	12	00001110100011110000100000001110	1.625	14
63	63	5	00001010101011110000000000001010	iaaii	10	Y	3	4	iaai	5	0010101100000010	1.5	9
64	64	5	00001100110011110000000000001100	iaaii	10	Y	4	4	iaai	5	0010101100000010	1.5	9
65	65	5	01001101110111110100110111011111	iaaia	22	Y	0	4	aaia	11	0100110111011111	1.5	9
66	66	5	01001101111111110000010011011111	iaaia	20	Y	1	5	iaaia	20	01001101111111110000010011011111	1.625	14
67	67	5	01001111110111110000110101001111	iaaia	20	Y	2	5	iaaia	20	01001111110111110000110101001111	1.625	14
68	68	5	01011111111111110000010101011111	iaaia	22	Y	3	4	iaaa	11	0111111100010111	1.5	9
69	69	5	01011101110111110100010101011101	iaaia	20	Y	4	5	iaaia	20	01011101110111110100010101011101	1.625	14
70	70	5	00101011101111110010101110111111	iaaai	22	Y	0	4	aaai	11	0010101110111111	1.5	9
71	71	5	00101011111111110000001010111111	iaaai	20	Y	1	5	iaaai	20	00101011111111110000001010111111	1.625	14
72	72	5	00101111101111110000101100101111	iaaai	20	Y	2	5	iaaai	20	00101111101111110000101100101111	1.625	14
73	73	5	00111011101111110010001100111011	iaaai	20	Y	3	5	iaaai	20	00111011101111110010001100111011	1.625	14
74	74	5	00111111111111110000001100111111	iaaai	22	Y	4	4	iaaa	11	0111111100010111	1.5	9
75	75	5	01111111111111110111111111111111	iaaaa	30	Y	0	4	aaaa	15	0111111111111111	0.5	4
76	76	5	01111111111111110001011111111111	iaaaa	27	Y	1	5	iaaaa	27	01111111111111110001011111111111	1.0625	10
77	77	5	01111111111111110001111101111111	iaaaa	27	Y	2	5	iaaaa	27	01111111111111110001111101111111	1.0625	10
78	78	5	01111111111111110011011101111111	iaaaa	27	Y	3	5	iaaaa	27	01111111111111110011011101111111	1.0625	10
79	79	5	01111111111111110101011101111111	iaaaa	27	Y	4	5	iaaaa	27	01111111111111110101011101111111	1.0625	10
80	80	5	00000000000000001110100010000000	aiiii	5	Y	0	5	aiiii	5	00000000000000001110100010000000	1.0625	10
81	81	5	00000000000000001000000010000000	aiiii	2	Y	1	4	aiii	1	0000000010000000	0.5	4
82	82	5	00000000000000001000100000000000	aiiii	2	Y	2	4	aiii	1	0000000010000000	0.5	4
83	83	5	00000000000000001010000000000000	aiiii	2	Y	3	4	aiii	1	0000000010000000	0.5	4
84	84	5	00000000000000001100000000000000	aiiii	2	Y	4	4	aiii	1	0000000010000000	0.5	4
85	85	5	01000000000000001111110111010100	aiiia	12	Y	0	5	aiiia	12	01000000000000001111110111010100	1.625	14
86	86	5	01000000010000001101010011010100	aiiia	10	Y	1	4	aiia	5	0100000011010100	1.5	9
87	87	5	01000100000000001101110101000100	aiiia	10	Y	2	4	aiia	5	0100000011010100	1.5	9
88	88	5	01010000000000001111010101010000	aiiia	10	Y	3	4	aiia	5	0100000011010100	1.5	9
