	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	2	0	ii	0	Y	0	0	constant	0	0	0.0	0
1	1	2	0	ii	0	Y	1	0	constant	0	0	0.0	0
2	2	2	101	ia	2	Y	0	1	a	1	01	1.0	1
3	3	2	101	ia	2	Y	1	1	a	1	01	1.0	1
4	4	2	11	ai	2	Y	0	1	a	1	01	1.0	1
5	5	2	11	ai	2	Y	1	1	a	1	01	1.0	1
6	6	2	111	aa	3	Y	0	2	aa	3	0111	1.0	2
7	7	2	111	aa	3	Y	1	2	aa	3	0111	1.0	2
8	8	2	1000	ii	1	N	0	3	aii	1	00001000	0.75	3
9	9	2	1001101	ia	4	N	0	3	aia	4	01001101	1.5	5
10	10	2	101011	ai	4	N	0	3	aai	4	00101011	1.5	5
11	11	2	1111111	aa	7	N	0	3	aaa	7	01111111	0.75	3
12	12	2	100000	ii	1	N	1	3	iai	1	00100000	0.75	3
13	13	2	1110001	ia	4	N	1	3	iaa	4	01110001	1.5	5
14	14	2	101011	ai	4	N	1	3	aai	4	00101011	1.5	5
15	15	2	1111111	aa	7	N	1	3	aaa	7	01111111	0.75	3
16	16	2	1000000	ii	1	N	2	3	iia	1	01000000	0.75	3
17	17	2	1110001	ia	4	N	2	3	iaa	4	01110001	1.5	5
18	18	2	1001101	ai	4	N	2	3	aia	4	01001101	1.5	5
19	19	2	1111111	aa	7	N	2	3	aaa	7	01111111	0.75	3
