	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	3	0	iii	0	Y	0	0	constant	0	0	0.0	0
1	1	3	0	iii	0	Y	1	0	constant	0	0	0.0	0
2	2	3	0	iii	0	Y	2	0	constant	0	0	0.0	0
3	3	3	1000100	iia	2	Y	0	2	ia	1	0100	1.0	2
4	4	3	1010000	iia	2	Y	1	2	ia	1	0100	1.0	2
5	5	3	1010100	iia	3	Y	2	3	iia	3	01010100	1.25	3
6	6	3	100010	iai	2	Y	0	2	ai	1	0010	1.0	2
7	7	3	110010	iai	3	Y	1	3	iai	3	00110010	1.25	3
8	8	3	110000	iai	2	Y	2	2	ia	1	0100	1.0	2
9	9	3	1110111	iaa	6	Y	0	2	aa	3	0111	1.0	2
10	10	3	1110011	iaa	5	Y	1	3	iaa	5	01110011	1.25	3
11	11	3	1110101	iaa	5	Y	2	3	iaa	5	01110101	1.25	3
12	12	3	1110	aii	3	Y	0	3	aii	3	00001110	1.25	3
13	13	3	1010	aii	2	Y	1	2	ai	1	0010	1.0	2
14	14	3	1100	aii	2	Y	2	2	ai	1	0010	1.0	2
15	15	3	1001111	aia	5	Y	0	3	aia	5	01001111	1.25	3
16	16	3	1011111	aia	6	Y	1	2	aa	3	0111	1.0	2
17	17	3	1011101	aia	5	Y	2	3	aia	5	01011101	1.25	3
18	18	3	101111	aai	5	Y	0	3	aai	5	00101111	1.25	3
19	19	3	111011	aai	5	Y	1	3	aai	5	00111011	1.25	3
20	20	3	111111	aai	6	Y	2	2	aa	3	0111	1.0	2
21	21	3	1111111	aaa	7	Y	0	3	aaa	7	01111111	0.75	3
22	22	3	1111111	aaa	7	Y	1	3	aaa	7	01111111	0.75	3
23	23	3	1111111	aaa	7	Y	2	3	aaa	7	01111111	0.75	3
24	24	3	10000000	iii	1	N	0	4	aiii	1	0000000010000000	0.5	4
25	25	3	100000011010100	iia	5	N	0	4	aiia	5	0100000011010100	1.5	9
26	26	3	10000010110010	iai	5	N	0	4	aiai	5	0010000010110010	1.5	9
27	27	3	111000111110111	iaa	11	N	0	4	aiaa	11	0111000111110111	1.5	9
28	28	3	100010001110	aii	5	N	0	4	aaii	5	0000100010001110	1.5	9
29	29	3	100110111011111	aia	11	N	0	4	aaia	11	0100110111011111	1.5	9
30	30	3	10101110111111	aai	11	N	0	4	aaai	11	0010101110111111	1.5	9
31	31	3	111111111111111	aaa	15	N	0	4	aaaa	15	0111111111111111	0.5	4
32	32	3	100000000000	iii	1	N	1	4	iaii	1	0000100000000000	0.5	4
33	33	3	100110100000100	iia	5	N	1	4	iaia	5	0100110100000100	1.5	9
34	34	3	10101100000010	iai	5	N	1	4	iaai	5	0010101100000010	1.5	9
35	35	3	111111100010111	iaa	11	N	1	4	iaaa	11	0111111100010111	1.5	9
36	36	3	100010001110	aii	5	N	1	4	aaii	5	0000100010001110	1.5	9
37	37	3	100110111011111	aia	11	N	1	4	aaia	11	0100110111011111	1.5	9
38	38	3	10101110111111	aai	11	N	1	4	aaai	11	0010101110111111	1.5	9
39	39	3	111111111111111	aaa	15	N	1	4	aaaa	15	0111111111111111	0.5	4
40	40	3	10000000000000	iii	1	N	2	4	iiai	1	0010000000000000	0.5	4
41	41	3	111000100010000	iia	5	N	2	4	iiaa	5	0111000100010000	1.5	9
42	42	3	10101100000010	iai	5	N	2	4	iaai	5	0010101100000010	1.5	9
43	43	3	111111100010111	iaa	11	N	2	4	iaaa	11	0111111100010111	1.5	9
44	44	3	10000010110010	aii	5	N	2	4	aiai	5	0010000010110010	1.5	9
45	45	3	111000111110111	aia	11	N	2	4	aiaa	11	0111000111110111	1.5	9
46	46	3	10101110111111	aai	11	N	2	4	aaai	11	0010101110111111	1.5	9
47	47	3	111111111111111	aaa	15	N	2	4	aaaa	15	0111111111111111	0.5	4
48	48	3	100000000000000	iii	1	N	3	4	iiia	1	0100000000000000	0.5	4
49	49	3	111000100010000	iia	5	N	3	4	iiaa	5	0111000100010000	1.5	9
50	50	3	100110100000100	iai	5	N	3	4	iaia	5	0100110100000100	1.5	9
51	51	3	111111100010111	iaa	11	N	3	4	iaaa	11	0111111100010111	1.5	9
52	52	3	100000011010100	aii	5	N	3	4	aiia	5	0100000011010100	1.5	9
53	53	3	111000111110111	aia	11	N	3	4	aiaa	11	0111000111110111	1.5	9
54	54	3	100110111011111	aai	11	N	3	4	aaia	11	0100110111011111	1.5	9
55	55	3	111111111111111	aaa	15	N	3	4	aaaa	15	0111111111111111	0.5	4
