	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	6	0000000000000000000000000000000000000000000000000000000000000000	iiiiii	0	Y	0	0	constant	0	0	0.0	0
1	1	6	0000000000000000000000000000000000000000000000000000000000000000	iiiiii	0	Y	1	0	constant	0	0	0.0	0
2	2	6	0000000000000000000000000000000000000000000000000000000000000000	iiiiii	0	Y	2	0	constant	0	0	0.0	0
3	3	6	0000000000000000000000000000000000000000000000000000000000000000	iiiiii	0	Y	3	0	constant	0	0	0.0	0
4	4	6	0000000000000000000000000000000000000000000000000000000000000000	iiiiii	0	Y	4	0	constant	0	0	0.0	0
5	5	6	0000000000000000000000000000000000000000000000000000000000000000	iiiiii	0	Y	5	0	constant	0	0	0.0	0
6	6	6	0100000000000000000000000000000001000000000000000000000000000000	iiiiia	2	Y	0	5	iiiia	1	01000000000000000000000000000000	0.3125	5
7	7	6	0100000000000000010000000000000000000000000000000000000000000000	iiiiia	2	Y	1	5	iiiia	1	01000000000000000000000000000000	0.3125	5
8	8	6	0100000001000000000000000000000000000000000000000000000000000000	iiiiia	2	Y	2	5	iiiia	1	01000000000000000000000000000000	0.3125	5
9	9	6	0100010000000000000000000000000000000000000000000000000000000000	iiiiia	2	Y	3	5	iiiia	1	01000000000000000000000000000000	0.3125	5
10	10	6	0101000000000000000000000000000000000000000000000000000000000000	iiiiia	2	Y	4	5	iiiia	1	01000000000000000000000000000000	0.3125	5
11	11	6	0101010001000000010000000000000001000000000000000000000000000000	iiiiia	6	Y	5	6	iiiiia	6	0101010001000000010000000000000001000000000000000000000000000000	0.8125	15
12	12	6	0010000000000000000000000000000000100000000000000000000000000000	iiiiai	2	Y	0	5	iiiai	1	00100000000000000000000000000000	0.3125	5
13	13	6	0010000000000000001000000000000000000000000000000000000000000000	iiiiai	2	Y	1	5	iiiai	1	00100000000000000000000000000000	0.3125	5
14	14	6	0010000000100000000000000000000000000000000000000000000000000000	iiiiai	2	Y	2	5	iiiai	1	00100000000000000000000000000000	0.3125	5
15	15	6	0010001000000000000000000000000000000000000000000000000000000000	iiiiai	2	Y	3	5	iiiai	1	00100000000000000000000000000000	0.3125	5
16	16	6	0011001000100000001000000000000000100000000000000000000000000000	iiiiai	6	Y	4	6	iiiiai	6	0011001000100000001000000000000000100000000000000000000000000000	0.8125	15
17	17	6	0011000000000000000000000000000000000000000000000000000000000000	iiiiai	2	Y	5	5	iiiia	1	01000000000000000000000000000000	0.3125	5
18	18	6	0111000100010000000100000000000001110001000100000001000000000000	iiiiaa	12	Y	0	5	iiiaa	6	01110001000100000001000000000000	1.25	14
19	19	6	0111000100010000011100010001000000010000000000000001000000000000	iiiiaa	12	Y	1	5	iiiaa	6	01110001000100000001000000000000	1.25	14
20	20	6	0111000101110001000100000001000000010000000100000000000000000000	iiiiaa	12	Y	2	5	iiiaa	6	01110001000100000001000000000000	1.25	14
21	21	6	0111011100010001000100010000000000010001000000000000000000000000	iiiiaa	12	Y	3	5	iiiaa	6	01110001000100000001000000000000	1.25	14
22	22	6	0111001100110001001100010001000000110001000100000001000000000000	iiiiaa	17	Y	4	6	iiiiaa	17	0111001100110001001100010001000000110001000100000001000000000000	1.5625	25
23	23	6	0111010101010001010100010001000001010001000100000001000000000000	iiiiaa	17	Y	5	6	iiiiaa	17	0111010101010001010100010001000001010001000100000001000000000000	1.5625	25
24	24	6	0000100000000000000000000000000000001000000000000000000000000000	iiiaii	2	Y	0	5	iiaii	1	00001000000000000000000000000000	0.3125	5
25	25	6	0000100000000000000010000000000000000000000000000000000000000000	iiiaii	2	Y	1	5	iiaii	1	00001000000000000000000000000000	0.3125	5
26	26	6	0000100000001000000000000000000000000000000000000000000000000000	iiiaii	2	Y	2	5	iiaii	1	00001000000000000000000000000000	0.3125	5
27	27	6	0000111000001000000010000000000000001000000000000000000000000000	iiiaii	6	Y	3	6	iiiaii	6	0000111000001000000010000000000000001000000000000000000000000000	0.8125	15
28	28	6	0000101000000000000000000000000000000000000000000000000000000000	iiiaii	2	Y	4	5	iiiai	1	00100000000000000000000000000000	0.3125	5
29	29	6	0000110000000000000000000000000000000000000000000000000000000000	iiiaii	2	Y	5	5	iiiai	1	00100000000000000000000000000000	0.3125	5
30	30	6	0100110100000100000001000000000001001101000001000000010000000000	iiiaia	12	Y	0	5	iiaia	6	01001101000001000000010000000000	1.25	14
31	31	6	0100110100000100010011010000010000000100000000000000010000000000	iiiaia	12	Y	1	5	iiaia	6	01001101000001000000010000000000	1.25	14
32	32	6	0100110101001101000001000000010000000100000001000000000000000000	iiiaia	12	Y	2	5	iiaia	6	01001101000001000000010000000000	1.25	14
33	33	6	0100111100001101000011010000010000001101000001000000010000000000	iiiaia	17	Y	3	6	iiiaia	17	0100111100001101000011010000010000001101000001000000010000000000	1.5625	25
34	34	6	0101111100000101000001010000000000000101000000000000000000000000	iiiaia	12	Y	4	5	iiiaa	6	01110001000100000001000000000000	1.25	14
35	35	6	0101110101000101010001010000010001000101000001000000010000000000	iiiaia	17	Y	5	6	iiiaia	17	0101110101000101010001010000010001000101000001000000010000000000	1.5625	25
36	36	6	0010101100000010000000100000000000101011000000100000001000000000	iiiaai	12	Y	0	5	iiaai	6	00101011000000100000001000000000	1.25	14
37	37	6	0010101100000010001010110000001000000010000000000000001000000000	iiiaai	12	Y	1	5	iiaai	6	00101011000000100000001000000000	1.25	14
38	38	6	0010101100101011000000100000001000000010000000100000000000000000	iiiaai	12	Y	2	5	iiaai	6	00101011000000100000001000000000	1.25	14
39	39	6	0010111100001011000010110000001000001011000000100000001000000000	iiiaai	17	Y	3	6	iiiaai	17	0010111100001011000010110000001000001011000000100000001000000000	1.5625	25
40	40	6	0011101100100011001000110000001000100011000000100000001000000000	iiiaai	17	Y	4	6	iiiaai	17	0011101100100011001000110000001000100011000000100000001000000000	1.5625	25
41	41	6	0011111100000011000000110000000000000011000000000000000000000000	iiiaai	12	Y	5	5	iiiaa	6	01110001000100000001000000000000	1.25	14
42	42	6	0111111100010111000101110000000101111111000101110001011100000001	iiiaaa	32	Y	0	5	iiaaa	16	01111111000101110001011100000001	1.875	19
43	43	6	0111111100010111011111110001011100010111000000010001011100000001	iiiaaa	32	Y	1	5	iiaaa	16	01111111000101110001011100000001	1.875	19
44	44	6	0111111101111111000101110001011100010111000101110000000100000001	iiiaaa	32	Y	2	5	iiaaa	16	01111111000101110001011100000001	1.875	19
45	45	6	0111111100011111000111110000011100011111000001110000011100000001	iiiaaa	32	Y	3	6	iiiaaa	32	0111111100011111000111110000011100011111000001110000011100000001	1.875	20
46	46	6	0111111100110111001101110001001100110111000100110001001100000001	iiiaaa	32	Y	4	6	iiiaaa	32	0111111100110111001101110001001100110111000100110001001100000001	1.875	20
47	47	6	0111111101010111010101110001010101010111000101010001010100000001	iiiaaa	32	Y	5	6	iiiaaa	32	0111111101010111010101110001010101010111000101010001010100000001	1.875	20
48	48	6	0000000010000000000000000000000000000000100000000000000000000000	iiaiii	2	Y	0	5	iaiii	1	00000000100000000000000000000000	0.3125	5
49	49	6	0000000010000000000000001000000000000000000000000000000000000000	iiaiii	2	Y	1	5	iaiii	1	00000000100000000000000000000000	0.3125	5
50	50	6	0000000011101000000000001000000000000000100000000000000000000000	iiaiii	6	Y	2	6	iiaiii	6	0000000011101000000000001000000000000000100000000000000000000000	0.8125	15
51	51	6	0000000010001000000000000000000000000000000000000000000000000000	iiaiii	2	Y	3	5	iiaii	1	00001000000000000000000000000000	0.3125	5
52	52	6	0000000010100000000000000000000000000000000000000000000000000000	iiaiii	2	Y	4	5	iiaii	1	00001000000000000000000000000000	0.3125	5
53	53	6	0000000011000000000000000000000000000000000000000000000000000000	iiaiii	2	Y	5	5	iiaii	1	00001000000000000000000000000000	0.3125	5
54	54	6	0100000011010100000000000100000001000000110101000000000001000000	iiaiia	12	Y	0	5	iaiia	6	01000000110101000000000001000000	1.25	14
55	55	6	0100000011010100010000001101010000000000010000000000000001000000	iiaiia	12	Y	1	5	iaiia	6	01000000110101000000000001000000	1.25	14
56	56	6	0100000011111101000000001101010000000000110101000000000001000000	iiaiia	17	Y	2	6	iiaiia	17	0100000011111101000000001101010000000000110101000000000001000000	1.5625	25
57	57	6	0100010011011101000000000100010000000000010001000000000000000000	iiaiia	12	Y	3	5	iiaia	6	01001101000001000000010000000000	1.25	14
58	58	6	0101000011110101000000000101000000000000010100000000000000000000	iiaiia	12	Y	4	5	iiaia	6	01001101000001000000010000000000	1.25	14
59	59	6	0101010011010101010000000101010001000000010101000000000001000000	iiaiia	17	Y	5	6	iiaiia	17	0101010011010101010000000101010001000000010101000000000001000000	1.5625	25
60	60	6	0010000010110010000000000010000000100000101100100000000000100000	iiaiai	12	Y	0	5	iaiai	6	00100000101100100000000000100000	1.25	14
61	61	6	0010000010110010001000001011001000000000001000000000000000100000	iiaiai	12	Y	1	5	iaiai	6	00100000101100100000000000100000	1.25	14
62	62	6	0010000011111011000000001011001000000000101100100000000000100000	iiaiai	17	Y	2	6	iiaiai	17	0010000011111011000000001011001000000000101100100000000000100000	1.5625	25
