"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	1	1
0	0	2	1	420
0	0	3	1	6
0	0	4	1	1805
0	0	5	1	868
0	0	6	1	8
0	0	7	1	24
0	0	8	1	7
0	0	9	1	18
0	0	10	1	14
0	0	11	1	87
0	0	12	1	8
0	0	13	1	24
0	0	14	1	88
0	0	15	1	28
0	0	16	1	8
0	0	17	1	107
0	0	18	1	14
0	0	19	1	196
0	0	20	1	256
0	0	21	1	7
0	0	22	1	28
0	0	23	1	20
0	0	24	1	13
0	0	25	1	29
0	0	26	1	10
0	0	27	1	2
1	0	1	1	512
1	0	2	1	65
1	0	3	1	8
1	0	4	1	26
1	0	5	1	7
1	0	6	1	17
1	0	7	1	36
1	0	8	1	7
1	0	9	1	44
1	0	10	1	8
1	0	11	1	10
1	0	12	1	12
1	0	13	1	16
1	0	14	1	11
1	0	15	1	1
1	0	16	1	3
1	0	17	1	1
1	0	18	1	96
1	0	19	1	10
1	0	20	1	4
1	0	21	1	2
1	0	22	1	58
1	0	23	1	12
1	0	24	1	24
1	0	25	1	4
1	0	26	1	10
1	0	27	1	4
1	0	28	1	14
1	0	29	1	2
2	0	1	1	1
2	0	2	1	4
2	0	3	1	378
2	0	4	1	538
2	0	5	1	82
2	0	6	1	1
2	0	7	1	4
2	0	8	1	110
2	0	9	1	576
2	0	10	1	112
2	0	11	1	4
2	0	12	1	4
2	0	13	1	28
2	0	14	1	24
2	0	15	1	1
2	0	16	1	13
2	0	17	1	1
2	0	18	1	1
2	0	19	1	13
2	0	20	1	1
2	0	21	1	1
2	0	22	1	1
2	0	23	1	2
2	0	24	1	264
2	0	25	1	6
2	0	26	1	2
2	0	27	1	6
2	0	28	1	300
2	0	29	1	16
2	0	30	1	32
2	0	31	1	596
2	0	32	1	16
2	0	33	1	168
2	0	34	1	10
2	0	35	1	64
2	0	36	1	356
2	0	37	1	32
2	0	38	1	32
2	0	39	1	22
2	0	40	1	16
2	0	41	1	16
2	0	42	1	32
2	0	43	1	2
2	0	44	1	2
2	0	45	1	36
2	0	46	1	12
2	0	47	1	24
2	0	48	1	8
2	0	49	1	8
2	0	50	1	1
2	0	51	1	4
2	0	52	1	1
2	0	53	1	4
2	0	54	1	4
2	0	55	1	4
2	0	56	1	28
2	0	57	1	24
2	0	58	1	1
2	0	59	1	13
2	0	60	1	1
2	0	61	1	1
2	0	62	1	13
2	0	63	1	1
2	0	64	1	1
2	0	65	1	1
2	0	66	1	2
2	0	67	1	6
2	0	68	1	2
2	0	69	1	6
3	0	1	1	1
3	0	2	1	1028
3	0	3	1	1
3	0	4	1	2871
3	0	5	1	6
3	0	6	1	72
3	0	7	1	2
3	0	8	1	6
3	0	9	1	2
3	0	10	1	4
3	0	11	1	3
3	0	12	1	100
4	0	1	1	1
4	0	2	1	1187
4	0	3	1	2907
4	0	4	1	1
5	0	1	1	1
5	0	2	1	4094
5	0	3	1	1
6	0	1	1	1
6	0	2	1	3879
6	0	3	1	128
6	0	4	1	42
6	0	5	1	32
6	0	6	1	14
7	0	1	1	212
7	0	2	1	13
7	0	3	1	219
7	0	4	1	24
7	0	5	1	15
7	0	6	1	7
7	0	7	1	105
7	0	8	1	30
7	0	9	1	32
7	0	10	1	7
7	0	11	1	21
7	0	12	1	7
7	0	13	1	87
7	0	14	1	3
7	0	15	1	3
7	0	16	1	54
7	0	17	1	6
7	0	18	1	2
7	0	19	1	18
7	0	20	1	6
7	0	21	1	6
7	0	22	1	2
7	0	23	1	3
7	0	24	1	6
7	0	25	1	20
7	0	26	1	1
7	0	27	1	20
7	0	28	1	1
7	0	29	1	3
7	0	30	1	3
7	0	31	1	21
7	0	32	1	6
7	0	33	1	7
7	0	34	1	2
7	0	35	1	9
7	0	36	1	3
7	0	37	1	60
7	0	38	1	6
7	0	39	1	6
7	0	40	1	35
7	0	41	1	1
7	0	42	1	54
7	0	43	1	6
7	0	44	1	30
7	0	45	1	6
7	0	46	1	9
7	0	47	1	1
7	0	48	1	47
7	0	49	1	1
7	0	50	1	1
7	0	51	1	1
7	0	52	1	35
7	0	53	1	1
7	0	54	1	23
7	0	55	1	1
7	0	56	1	30
7	0	57	1	6
7	0	58	1	10
7	0	59	1	2
7	0	60	1	78
7	0	61	1	6
7	0	62	1	44
7	0	63	1	8
7	0	64	1	8
7	0	65	1	12
7	0	66	1	12
7	0	67	1	12
7	0	68	1	99
7	0	69	1	49
7	0	70	1	7
7	0	71	1	3
7	0	72	1	51
7	0	73	1	17
7	0	74	1	9
7	0	75	1	3
7	0	76	1	56
7	0	77	1	2
7	0	78	1	7
7	0	79	1	7
7	0	80	1	1
7	0	81	1	1
7	0	82	1	9
7	0	83	1	3
7	0	84	1	3
7	0	85	1	1
7	0	86	1	22
7	0	87	1	2
7	0	88	1	12
7	0	89	1	8
7	0	90	1	12
7	0	91	1	4
7	0	92	1	28
7	0	93	1	12
7	0	94	1	8
7	0	95	1	12
7	0	96	1	4
7	0	97	1	28
7	0	98	1	18
7	0	99	1	6
7	0	100	1	4
7	0	101	1	4
8	0	1	1	2
8	0	2	1	4084
8	0	3	1	3
8	0	4	1	7
9	0	1	1	1
9	0	2	1	1718
9	0	3	1	2377
10	0	1	1	1
10	0	2	1	4095
11	0	1	1	1
11	0	2	1	233
11	0	3	1	109
11	0	4	1	59
11	0	5	1	7
11	0	6	1	553
11	0	7	1	683
11	0	8	1	106
11	0	9	1	1
11	0	10	1	6
11	0	11	1	20
11	0	12	1	40
11	0	13	1	60
11	0	14	1	28
11	0	15	1	84
11	0	16	1	2
11	0	17	1	4
11	0	18	1	4
11	0	19	1	36
11	0	20	1	12
12	0	1	1	1
12	0	2	1	4095
13	0	1	1	1
13	0	2	1	4095
14	0	1	1	4
14	0	2	1	254
14	0	3	1	1
14	0	4	1	5
14	0	5	1	128
14	0	6	1	1
14	0	7	1	2
14	0	8	1	1
14	0	9	1	1
14	0	10	1	3
14	0	11	1	1
14	0	12	1	57
14	0	13	1	46
14	0	14	1	2
14	0	15	1	2
14	0	16	1	2
14	0	17	1	2
15	0	1	1	383
15	0	2	1	124
15	0	3	1	12
15	0	4	1	7
15	0	5	1	19
15	0	6	1	18
15	0	7	1	22
15	0	8	1	37
15	0	9	1	48
15	0	10	1	4
15	0	11	1	8
15	0	12	1	23
15	0	13	1	23
15	0	14	1	7
15	0	15	1	1
15	0	16	1	2
15	0	17	1	2
15	0	18	1	2
15	0	19	1	1
15	0	20	1	1
15	0	21	1	8
15	0	22	1	12
15	0	23	1	4
15	0	24	1	152
15	0	25	1	44
15	0	26	1	3
15	0	27	1	1
15	0	28	1	8
15	0	29	1	8
15	0	30	1	16
15	0	31	1	8
15	0	32	1	8
15	0	33	1	4
15	0	34	1	4
16	0	1	1	1
16	0	2	1	130
16	0	3	1	76
16	0	4	1	76
16	0	5	1	258
16	0	6	1	258
16	0	7	1	1
16	0	8	1	132
16	0	9	1	256
16	0	10	1	680
16	0	11	1	44
16	0	12	1	44
16	0	13	1	46
16	0	14	1	46
16	0	15	1	439
16	0	16	1	180
16	0	17	1	1137
16	0	18	1	264
16	0	19	1	19
16	0	20	1	9
17	0	1	1	1
17	0	2	1	439
17	0	3	1	3656
18	0	1	1	2
18	0	2	1	752
18	0	3	1	243
18	0	4	1	600
18	0	5	1	2
18	0	6	1	2
18	0	7	1	6
18	0	8	1	2
18	0	9	1	123
18	0	10	1	88
18	0	11	1	1089
18	0	12	1	173
18	0	13	1	2
18	0	14	1	3
18	0	15	1	267
18	0	16	1	67
18	0	17	1	433
18	0	18	1	202
18	0	19	1	4
18	0	20	1	5
18	0	21	1	2
18	0	22	1	4
18	0	23	1	5
18	0	24	1	6
18	0	25	1	6
18	0	26	1	8
19	0	1	1	1
19	0	2	1	2743
19	0	3	1	1352
20	0	1	1	1
20	0	2	1	1
20	0	3	1	224
20	0	4	1	353
20	0	5	1	871
20	0	6	1	92
20	0	7	1	154
20	0	8	1	48
20	0	9	1	48
20	0	10	1	48
20	0	11	1	48
20	0	12	1	176
20	0	13	1	176
20	0	14	1	64
20	0	15	1	64
20	0	16	1	32
20	0	17	1	112
20	0	18	1	861
20	0	19	1	10
20	0	20	1	7
20	0	21	1	7
20	0	22	1	16
20	0	23	1	48
20	0	24	1	131
20	0	25	1	16
20	0	26	1	16
20	0	27	1	112
20	0	28	1	112
20	0	29	1	12
20	0	30	1	12
20	0	31	1	56
20	0	32	1	9
20	0	33	1	9
20	0	34	1	3
20	0	35	1	3
20	0	36	1	3
20	0	37	1	3
20	0	38	1	40
20	0	39	1	1
20	0	40	1	1
20	0	41	1	1
20	0	42	1	1
20	0	43	1	1
20	0	44	1	1
20	0	45	1	3
20	0	46	1	3
20	0	47	1	3
20	0	48	1	3
20	0	49	1	16
20	0	50	1	16
20	0	51	1	1
20	0	52	1	1
20	0	53	1	1
20	0	54	1	1
20	0	55	1	1
20	0	56	1	1
20	0	57	1	3
20	0	58	1	3
20	0	59	1	1
20	0	60	1	1
20	0	61	1	1
20	0	62	1	1
20	0	63	1	4
20	0	64	1	4
20	0	65	1	3
20	0	66	1	3
20	0	67	1	2
20	0	68	1	2
20	0	69	1	1
20	0	70	1	1
20	0	71	4	6
20	0	72	4	6
21	0	1	1	122
21	0	2	1	40
21	0	3	1	13
21	0	4	1	8
21	0	5	1	142
21	0	6	1	20
21	0	7	1	8
21	0	8	1	20
21	0	9	1	8
21	0	10	1	102
21	0	11	1	9
21	0	12	1	237
21	0	13	1	43
21	0	14	1	24
21	0	15	1	6
21	0	16	1	8
21	0	17	1	8
21	0	18	1	29
21	0	19	1	4
21	0	20	1	24
21	0	21	1	8
21	0	22	1	3
21	0	23	1	8
21	0	24	1	2
21	0	25	1	23
21	0	26	1	3
21	0	27	1	23
21	0	28	1	4
21	0	29	1	4
21	0	30	1	3
21	0	31	1	3
21	0	32	1	39
21	0	33	1	9
21	0	34	1	2
21	0	35	1	3
21	0	36	1	1
21	0	37	1	1
21	0	38	1	10
22	0	1	1	1
22	0	2	1	4095
23	0	1	1	14
23	0	2	1	24
23	0	3	1	48
23	0	4	1	88
23	0	5	1	80
23	0	6	1	2
24	0	1	1	388
24	0	2	1	200
24	0	3	1	36
24	0	4	1	12
24	0	5	1	87
24	0	6	1	12
24	0	7	1	92
24	0	8	1	177
24	0	9	1	4
24	0	10	1	1
24	0	11	1	4
24	0	12	1	11
25	0	1	1	7
25	0	2	1	56
25	0	3	1	2
25	0	4	1	1135
25	0	5	1	112
25	0	6	1	28
25	0	7	1	40
25	0	8	1	34
25	0	9	1	113
25	0	10	1	125
25	0	11	1	409
25	0	12	1	263
25	0	13	1	175
25	0	14	1	118
25	0	15	1	2
25	0	16	1	6
25	0	17	1	1
25	0	18	1	38
25	0	19	1	147
25	0	20	1	6
25	0	21	1	5
25	0	22	1	2
25	0	23	1	3
25	0	24	1	126
25	0	25	1	12
25	0	26	1	15
25	0	27	1	8
25	0	28	1	5
25	0	29	1	6
25	0	30	1	3
25	0	31	1	2
25	0	32	1	1
25	0	33	1	4
25	0	34	1	4
25	0	35	1	6
25	0	36	1	2
25	0	37	1	45
25	0	38	1	21
25	0	39	1	2
25	0	40	1	142
25	0	41	1	246
25	0	42	1	523
25	0	43	1	56
25	0	44	1	14
25	0	45	1	21
25	0	46	1	5
26	0	1	1	1
26	0	2	1	4095
27	0	1	1	136
27	0	2	1	4
27	0	3	1	28
27	0	4	1	4
27	0	5	1	34
27	0	6	1	10
27	0	7	1	22
27	0	8	1	2
27	0	9	1	6
27	0	10	1	2
27	0	11	1	6
27	0	12	1	2
27	0	13	1	7
27	0	14	1	7
27	0	15	1	3
27	0	16	1	3
27	0	17	1	2
27	0	18	1	2
27	0	19	1	60
27	0	20	1	4
27	0	21	1	12
27	0	22	1	4
27	0	23	1	16
27	0	24	1	19
27	0	25	1	3
27	0	26	1	9
27	0	27	1	5
27	0	28	1	34
27	0	29	1	10
27	0	30	1	6
27	0	31	1	2
27	0	32	1	1
27	0	33	1	1
27	0	34	1	1
27	0	35	1	1
27	0	36	1	2
27	0	37	1	2
27	0	38	1	12
27	0	39	1	4
27	0	40	1	12
27	0	41	1	4
27	0	42	1	3
27	0	43	1	3
27	0	44	1	1
27	0	45	1	1
28	0	1	1	180
28	0	2	1	820
28	0	3	1	101
28	0	4	1	71
28	0	5	1	296
28	0	6	1	148
28	0	7	1	240
28	0	8	1	6
28	0	9	1	50
28	0	10	1	28
28	0	11	1	24
28	0	12	1	2
28	0	13	1	6
28	0	14	1	8
28	0	15	1	60
28	0	16	1	2
28	0	17	1	2
28	0	18	1	2
28	0	19	1	2
29	0	1	1	1
29	0	2	1	867
29	0	3	1	98
29	0	4	1	286
29	0	5	1	28
29	0	6	1	358
29	0	7	1	35
29	0	8	1	1
29	0	9	1	3
29	0	10	1	2
29	0	11	1	2
29	0	12	1	170
29	0	13	1	2
29	0	14	1	5
29	0	15	1	50
29	0	16	1	29
29	0	17	1	31
29	0	18	1	61
29	0	19	1	5
29	0	20	1	2
29	0	21	1	4
29	0	22	1	7
29	0	23	1	1
30	0	1	1	46
30	0	2	1	2
30	0	3	1	255
30	0	4	1	53
30	0	5	1	95
30	0	6	1	14
30	0	7	1	72
30	0	8	1	1
30	0	9	1	172
30	0	10	1	2
30	0	11	1	494
30	0	12	1	11
30	0	13	1	8
30	0	14	1	28
30	0	15	1	4
30	0	16	1	12
30	0	17	1	16
30	0	18	1	48
30	0	19	1	3
30	0	20	1	1
30	0	21	1	2
30	0	22	1	1
30	0	23	1	2
30	0	24	1	74
30	0	25	1	184
30	0	26	1	4
30	0	27	1	108
30	0	28	1	40
30	0	29	1	220
30	0	30	1	64
30	0	31	1	4
30	0	32	1	4
30	0	33	1	4
31	0	1	1	1
31	0	2	1	2
31	0	3	1	51
31	0	4	1	5
31	0	5	1	1
31	0	6	1	4
31	0	7	1	9
31	0	8	1	101
31	0	9	1	40
31	0	10	1	201
31	0	11	1	11
31	0	12	1	21
31	0	13	1	16
31	0	14	1	34
31	0	15	1	7
31	0	16	1	2
31	0	17	1	96
31	0	18	1	141
31	0	19	1	107
31	0	20	1	26
31	0	21	1	72
31	0	22	1	3
31	0	23	1	1
31	0	24	1	3
31	0	25	1	1
31	0	26	1	1
31	0	27	1	181
31	0	28	1	27
31	0	29	1	218
31	0	30	1	77
31	0	31	1	9
31	0	32	1	16
31	0	33	1	256
31	0	34	1	2
31	0	35	1	40
31	0	36	1	14
31	0	37	1	3
31	0	38	1	5
31	0	39	1	1
31	0	40	1	1
31	0	41	1	4
31	0	42	1	1
31	0	43	1	1
31	0	44	1	1
31	0	45	1	4
31	0	46	1	6
31	0	47	1	2
31	0	48	1	2
31	0	49	1	36
31	0	50	1	4
31	0	51	1	96
31	0	52	1	42
31	0	53	1	14
31	0	54	1	28
32	0	1	1	1
32	0	2	1	4088
32	0	3	1	7
33	0	1	1	174
33	0	2	1	566
33	0	3	1	190
33	0	4	1	172
33	0	5	1	76
33	0	6	1	62
33	0	7	1	58
33	0	8	1	6
33	0	9	1	158
33	0	10	1	60
33	0	11	1	14
33	0	12	1	32
33	0	13	1	146
33	0	14	1	42
33	0	15	1	18
33	0	16	1	16
33	0	17	1	20
33	0	18	1	26
33	0	19	1	56
33	0	20	1	42
33	0	21	1	6
33	0	22	1	46
33	0	23	1	52
33	0	24	1	10
34	0	1	1	2
34	0	2	1	12
34	0	3	1	96
34	0	4	1	46
34	0	5	1	88
