"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	2	10
0	0	2	6	4086
1	0	1	1	62
1	0	2	1	37
1	0	3	1	62
1	0	4	1	37
1	0	5	2	246
1	0	6	2	532
1	0	7	2	1129
1	0	8	2	246
1	0	9	2	36
1	0	10	2	1129
1	0	11	2	36
1	0	12	2	532
1	0	13	2	6
1	0	14	2	6
2	0	1	1	670
2	0	2	1	468
2	0	3	1	208
2	0	4	1	48
2	0	5	1	208
2	0	6	1	468
2	0	7	1	116
2	0	8	1	58
2	0	9	1	144
2	0	10	1	670
2	0	11	1	106
2	0	12	1	20
2	0	13	1	48
2	0	14	1	12
2	0	15	1	58
2	0	16	1	8
2	0	17	1	106
2	0	18	1	116
2	0	19	1	32
2	0	20	1	30
2	0	21	1	144
2	0	22	1	6
2	0	23	1	24
2	0	24	1	48
2	0	25	1	32
2	0	26	1	30
2	0	27	1	20
2	0	28	1	30
2	0	29	1	30
2	0	30	1	48
2	0	31	1	20
2	0	32	1	12
2	0	33	1	24
2	0	34	1	20
2	0	35	1	8
2	0	36	1	6
3	0	1	26	4096
4	0	1	1	1350
4	0	2	1	191
4	0	3	1	362
4	0	4	1	44
4	0	5	1	362
4	0	6	1	74
4	0	7	1	21
4	0	8	1	6
4	0	9	1	1350
4	0	10	1	74
4	0	11	1	191
4	0	12	1	21
4	0	13	1	44
4	0	14	1	6
5	0	1	1	1870
5	0	2	1	74
5	0	3	1	1870
5	0	4	1	102
5	0	5	1	74
5	0	6	1	102
5	0	7	1	2
5	0	8	1	2
6	0	1	1	2048
6	0	2	1	2048
7	0	1	1	5
7	0	2	1	5
7	0	3	2	3490
7	0	4	2	298
7	0	5	2	298
8	0	1	12	4096
9	0	1	1	573
9	0	2	1	609
9	0	3	1	18
9	0	4	1	21
9	0	5	1	515
9	0	6	1	573
9	0	7	1	609
9	0	8	1	515
9	0	9	1	1
9	0	10	1	21
9	0	11	1	6
9	0	12	1	18
9	0	13	1	2
9	0	14	1	6
9	0	15	1	2
9	0	16	1	1
9	0	17	20	606
10	0	1	1	2035
10	0	2	1	2035
10	0	3	1	8
10	0	4	1	5
10	0	5	1	8
10	0	6	1	5
11	0	1	1	167
11	0	2	1	164
11	0	3	1	164
11	0	4	1	167
11	0	5	2	4
11	0	6	2	4
11	0	7	3	1653
11	0	8	3	1653
11	0	9	3	60
11	0	10	3	60
12	0	1	1	2033
12	0	2	1	2033
12	0	3	1	15
12	0	4	1	15
13	0	1	1	1344
13	0	2	1	210
13	0	3	1	136
13	0	4	1	7
13	0	5	1	1344
13	0	6	1	21
13	0	7	1	210
13	0	8	1	2
13	0	9	1	45
13	0	10	1	149
13	0	11	1	56
13	0	12	1	26
13	0	13	1	2
13	0	14	1	4
13	0	15	1	5
13	0	16	1	6
13	0	17	1	4
13	0	18	1	6
13	0	19	1	23
13	0	20	1	26
13	0	21	1	45
13	0	22	1	136
13	0	23	1	56
13	0	24	1	149
13	0	25	1	21
13	0	26	1	2
13	0	27	1	7
13	0	28	1	2
13	0	29	1	2
13	0	30	1	23
13	0	31	1	6
13	0	32	1	4
13	0	33	1	6
13	0	34	1	4
13	0	35	1	2
13	0	36	1	5
14	0	1	1	2048
14	0	2	1	2048
15	0	1	1	364
15	0	2	1	30
15	0	3	1	364
15	0	4	1	45
15	0	5	1	45
15	0	6	1	13
15	0	7	1	30
15	0	8	1	2
15	0	9	1	13
15	0	10	1	2
15	0	11	2	3188
16	0	1	1	190
16	0	2	1	950
16	0	3	1	562
16	0	4	1	280
16	0	5	1	34
16	0	6	1	32
16	0	7	1	280
16	0	8	1	562
16	0	9	1	950
16	0	10	1	32
16	0	11	1	190
16	0	12	1	34
17	0	1	1	1039
17	0	2	1	28
17	0	3	1	1039
17	0	4	1	28
17	0	5	7	981
17	0	6	7	981
18	0	1	1	632
18	0	2	1	1176
18	0	3	1	1176
18	0	4	1	632
18	0	5	2	214
18	0	6	2	26
18	0	7	2	214
18	0	8	2	26
19	0	1	1	494
19	0	2	1	533
19	0	3	1	145
19	0	4	1	79
19	0	5	1	533
19	0	6	1	81
19	0	7	1	14
19	0	8	1	156
19	0	9	1	161
19	0	10	1	1
19	0	11	1	79
19	0	12	1	31
19	0	13	1	156
19	0	14	1	81
19	0	15	1	494
19	0	16	1	161
19	0	17	1	5
19	0	18	1	145
19	0	19	1	5
19	0	20	1	2
19	0	21	1	3
19	0	22	1	2
19	0	23	1	3
19	0	24	1	2
19	0	25	1	31
19	0	26	1	2
19	0	27	1	5
19	0	28	1	14
19	0	29	1	5
19	0	30	1	1
19	0	31	2	100
19	0	32	2	100
19	0	33	2	33
19	0	34	2	33
19	0	35	3	203
19	0	36	3	203
20	0	1	2	246
20	0	2	2	246
20	0	3	2	96
20	0	4	2	96
20	0	5	4	1108
20	0	6	4	1108
20	0	7	6	598
20	0	8	6	598
21	0	1	1	4
21	0	2	1	4
21	0	3	24	4088
22	0	1	1	874
22	0	2	1	223
22	0	3	1	752
22	0	4	1	2
22	0	5	1	3
22	0	6	1	153
22	0	7	1	1
22	0	8	1	752
22	0	9	1	153
22	0	10	1	874
22	0	11	1	223
22	0	12	1	1
22	0	13	1	3
22	0	14	1	2
22	0	15	2	26
22	0	16	2	26
22	0	17	3	14
22	0	18	3	14
23	0	1	1	2
23	0	2	1	2
23	0	3	2	498
23	0	4	2	919
23	0	5	2	919
23	0	6	2	525
23	0	7	2	525
23	0	8	2	92
23	0	9	2	498
23	0	10	2	92
23	0	11	2	12
23	0	12	2	12
24	0	1	2	1104
24	0	2	2	2
24	0	3	2	2
24	0	4	3	734
24	0	5	3	734
24	0	6	7	760
24	0	7	7	760
25	0	1	1	568
25	0	2	1	388
25	0	3	1	1068
25	0	4	1	1068
25	0	5	1	388
25	0	6	1	568
25	0	7	1	1
25	0	8	1	1
25	0	9	2	6
25	0	10	2	5
25	0	11	2	12
25	0	12	2	12
25	0	13	2	6
25	0	14	2	5
26	0	1	1	742
26	0	2	1	92
26	0	3	1	624
26	0	4	1	44
26	0	5	1	259
26	0	6	1	20
26	0	7	1	30
26	0	8	1	624
26	0	9	1	259
26	0	10	1	742
26	0	11	1	30
26	0	12	1	168
26	0	13	1	168
26	0	14	1	17
26	0	15	1	30
26	0	16	1	30
26	0	17	1	44
26	0	18	1	92
26	0	19	1	17
26	0	20	1	2
26	0	21	1	1
26	0	22	1	20
26	0	23	1	2
26	0	24	1	1
26	0	25	2	8
26	0	26	2	4
26	0	27	2	5
26	0	28	2	8
26	0	29	2	2
26	0	30	2	5
26	0	31	2	4
26	0	32	2	2
27	0	1	1	3
27	0	2	1	3
27	0	3	2	4090
28	0	1	2	968
28	0	2	2	968
28	0	3	2	594
28	0	4	2	304
28	0	5	2	44
28	0	6	2	40
28	0	7	2	34
28	0	8	2	594
28	0	9	2	304
28	0	10	2	34
28	0	11	2	44
28	0	12	2	40
28	0	13	4	64
28	0	14	4	64
29	0	1	4	1653
29	0	2	4	1653
29	0	3	4	395
29	0	4	4	395
30	0	1	1	914
30	0	2	1	914
30	0	3	1	259
30	0	4	1	10
30	0	5	1	259
30	0	6	1	10
30	0	7	2	194
30	0	8	2	194
30	0	9	2	3
30	0	10	2	3
30	0	11	3	476
30	0	12	3	476
30	0	13	8	192
30	0	14	8	192
31	0	1	1	662
31	0	2	1	214
31	0	3	1	156
31	0	4	1	144
31	0	5	1	15
31	0	6	1	242
31	0	7	1	42
31	0	8	1	82
31	0	9	1	59
31	0	10	1	60
31	0	11	1	183
31	0	12	1	5
31	0	13	1	13
31	0	14	1	18
31	0	15	1	52
31	0	16	1	8
31	0	17	1	14
31	0	18	1	2
31	0	19	1	2
31	0	20	1	662
31	0	21	1	11
31	0	22	1	156
31	0	23	1	15
31	0	24	1	31
31	0	25	1	23
31	0	26	1	14
31	0	27	1	214
31	0	28	1	10
31	0	29	1	144
31	0	30	1	10
31	0	31	1	31
31	0	32	1	242
31	0	33	1	52
31	0	34	1	18
31	0	35	1	82
31	0	36	1	8
31	0	37	1	183
31	0	38	1	60
31	0	39	1	59
31	0	40	1	42
31	0	41	1	13
31	0	42	1	5
31	0	43	1	11
31	0	44	1	23
31	0	45	1	2
31	0	46	1	2
32	0	1	1	1952
32	0	2	1	1952
32	0	3	1	96
32	0	4	1	96
33	0	1	1	66
33	0	2	1	66
33	0	3	2	863
33	0	4	2	1119
33	0	5	2	863
33	0	6	2	1119
34	0	1	1	38
34	0	2	1	21
34	0	3	1	81
34	0	4	1	3
34	0	5	1	25
34	0	6	1	16
34	0	7	1	26
34	0	8	1	8
34	0	9	1	26
34	0	10	1	30
34	0	11	1	17
34	0	12	1	51
34	0	13	1	17
34	0	14	1	42
34	0	15	1	14
34	0	16	1	18
34	0	17	1	30
34	0	18	1	42
34	0	19	1	51
34	0	20	1	17
34	0	21	1	38
34	0	22	1	2
34	0	23	1	2
34	0	24	1	17
34	0	25	1	18
34	0	26	1	14
34	0	27	1	81
34	0	28	1	25
34	0	29	1	16
34	0	30	1	21
34	0	31	1	8
34	0	32	1	3
34	0	33	2	967
34	0	34	2	103
34	0	35	2	22
34	0	36	2	40
34	0	37	2	30
34	0	38	2	349
34	0	39	2	967
34	0	40	2	26
34	0	41	2	349
34	0	42	2	13
34	0	43	2	89
34	0	44	2	89
34	0	45	2	103
34	0	46	2	26
34	0	47	2	30
34	0	48	2	13
34	0	49	2	22
34	0	50	2	40
35	0	1	1	424
35	0	2	1	424
35	0	3	1	166
35	0	4	1	79
35	0	5	1	166
35	0	6	1	482
35	0	7	1	266
35	0	8	1	106
35	0	9	1	374
35	0	10	1	374
35	0	11	1	22
35	0	12	1	21
35	0	13	1	79
35	0	14	1	266
35	0	15	1	482
35	0	16	1	22
35	0	17	1	106
35	0	18	1	7
35	0	19	1	33
35	0	20	1	5
35	0	21	1	8
35	0	22	1	9
35	0	23	1	18
35	0	24	1	6
35	0	25	1	5
35	0	26	1	4
35	0	27	1	33
35	0	28	1	5
35	0	29	1	9
35	0	30	1	4
35	0	31	1	8
35	0	32	1	7
35	0	33	1	21
35	0	34	1	8
35	0	35	1	8
35	0	36	1	2
35	0	37	1	1
