"network_number"	"model_number"	"g_density"	"avg_transient_length"
0	0	0.80908203125	6.13639106819553
1	0	0.88037109375	5.35662784248475
2	0	0.82763671875	3.86076696165192
3	0	0.9404296875	2.65109034267913
4	0	0.82958984375	3.8846380223661
5	0	0.822265625	3.85748218527316
6	0	0.84375	4.6255787037037
7	0	0.88671875	3.66079295154185
8	0	0.78759765625	8.88282703037818
9	0	0.79345703125	5.41107692307692
10	0	0.9365234375	3.42805005213764
11	0	0.7900390625	5.02410383189122
12	0	0.7861328125	3.69130434782609
13	0	0.8427734375	3.72479721900348
14	0	0.85009765625	5.51522113727743
15	0	0.888671875	3.53131868131868
16	0	0.93359375	3.33054393305439
17	0	0.859375	3.76079545454545
18	0	0.869140625	3.6876404494382
19	0	0.8125	4.71514423076923
20	0	0.8359375	2.23422897196262
21	0	0.89794921875	3.59651984774334
22	0	0.8642578125	7.30112994350282
23	0	0.9541015625	4.40634595701126
24	0	0.8173828125	6.60095579450418
25	0	0.869140625	4.86741573033708
26	0	0.89892578125	4.78489951113525
27	0	0.8203125	3.2875
28	0	0.83154296875	6.05695830886671
29	0	0.83984375	2.91220930232558
30	0	0.8212890625	4.89298454221165
31	0	0.900390625	4.73047722342733
32	0	0.84228515625	3.17101449275362
33	0	0.8603515625	3.67480136208854
34	0	0.84912109375	3.38355376653249
35	0	0.89306640625	4.13285948605796
36	0	0.84814453125	5.81692573402418
37	0	0.90625	5.64601293103448
38	0	0.83984375	3.74186046511628
39	0	0.8779296875	9.61735261401557
40	0	0.82421875	4.94312796208531
41	0	0.8857421875	5.61245865490628
42	0	0.78515625	2.83582089552239
43	0	0.736328125	5.33023872679045
44	0	0.7958984375	5.75398773006135
45	0	0.94287109375	4.06887622993268
46	0	0.87890625	3.50611111111111
47	0	0.7841796875	3.14508094645081
48	0	0.873046875	5.64429530201342
49	0	0.8828125	5.14988938053097
50	0	0.83984375	3.35872093023256
51	0	0.87109375	4.5140134529148
52	0	0.9296875	5.65598739495798
53	0	0.90234375	6.43398268398268
54	0	0.912109375	3.71306209850107
55	0	0.86328125	4.47171945701357
56	0	0.88134765625	3.85207756232687
57	0	0.90234375	4.33225108225108
58	0	0.921875	6.53866525423729
59	0	0.8447265625	3.7971098265896
60	0	0.953125	2.72745901639344
61	0	0.953125	3.41649590163934
62	0	0.76416015625	5.33546325878594
63	0	0.875	2.97767857142857
64	0	0.876953125	4.03841870824053
65	0	0.8115234375	7.40914560770156
66	0	0.83984375	4.09186046511628
67	0	0.8916015625	4.07667031763417
68	0	0.87890625	3.92666666666667
69	0	0.8974609375	5.62948857453754
70	0	0.919921875	5.83014861995754
71	0	0.83203125	8.37147887323944
72	0	0.8125	3.73317307692308
73	0	0.8564453125	3.13968072976055
74	0	0.9150390625	3.05869797225187
75	0	0.90234375	4.30844155844156
76	0	0.916015625	4.37633262260128
77	0	0.859375	4.07670454545455
78	0	0.95751953125	3.37429882712902
79	0	0.89306640625	3.34171678512849
80	0	0.9375	2.76458333333333
81	0	0.982421875	2.8265407554672
82	0	0.8603515625	3.24063564131669
83	0	0.90380859375	2.48892490545651
84	0	0.8828125	5.72234513274336
85	0	0.935546875	2.26617954070981
86	0	0.853515625	6.22025171624714
87	0	0.7919921875	3.21701602959309
88	0	0.794921875	3.78501228501228
89	0	0.896484375	4.08660130718954
90	0	0.8291015625	7.00412249705536
91	0	0.84619140625	4.12060011540681
92	0	0.9365234375	2.72627737226277
93	0	0.9453125	3.17148760330579
94	0	0.9501953125	2.36279547790339
95	0	0.8076171875	7.50785973397823
96	0	0.90625	2.38362068965517
97	0	0.9052734375	4.74865156418555
98	0	0.91015625	5.43454935622318
99	0	0.87744140625	4.78464106844741
100	0	0.8125	4.00480769230769
101	0	0.92431640625	3.99841521394612
102	0	0.7998046875	3.29242979242979
103	0	0.8642578125	7.5954802259887
104	0	0.876953125	4.14031180400891
105	0	0.88427734375	4.89784649364992
106	0	0.8076171875	3.21704957678355
107	0	0.888671875	3.56538461538462
108	0	0.85791015625	8.70631758679567
109	0	0.822265625	4.67339667458432
110	0	0.857421875	4.92141230068337
111	0	0.8388671875	4.28812572759022
112	0	0.81494140625	4.1467944877172
113	0	0.865234375	3.63995485327314
114	0	0.814453125	6.39928057553957
115	0	0.8173828125	4.79988052568698
116	0	0.865234375	3.4706546275395
117	0	0.796875	3.25980392156863
118	0	0.8662109375	3.76550169109357
119	0	0.962890625	2.40872210953347
120	0	0.8349609375	4.64327485380117
121	0	0.890625	4.02631578947368
122	0	0.83203125	2.99413145539906
123	0	0.76025390625	4.50995504174695
124	0	0.8125	4.76322115384615
125	0	0.83984375	5.10581395348837
126	0	0.796875	3.71200980392157
127	0	0.8359375	4.78621495327103
128	0	0.90478515625	3.62601187263896
129	0	0.87548828125	7.49079754601227
130	0	0.802734375	7.36557177615572
131	0	0.87548828125	5.59453430005577
132	0	0.8408203125	6.22299651567944
133	0	0.96044921875	1.97153024911032
134	0	0.8681640625	2.92913385826772
135	0	0.81982421875	3.56938653960691
136	0	0.89990234375	3.13130765056972
137	0	0.818359375	6.1945107398568
138	0	0.806640625	4.97881355932203
139	0	0.81640625	5.35825358851675
140	0	0.88671875	6.01376651982379
141	0	0.78076171875	5.04127579737336
142	0	0.8603515625	4.87173666288309
143	0	0.8896484375	4.51866081229418
144	0	0.8828125	5.31028761061947
145	0	0.77294921875	8.82564750473784
146	0	0.8271484375	2.73199527744982
147	0	0.87109375	4.82174887892377
148	0	0.69677734375	12.6734407848634
149	0	0.765625	4.6281887755102
150	0	0.849609375	4.23390804597701
151	0	0.8076171875	4.16324062877872
152	0	0.9208984375	3.64369034994698
153	0	0.86328125	4.29242081447964
154	0	0.80859375	5.81884057971014
155	0	0.85498046875	5.92175899486008
156	0	0.798828125	4.90158924205379
157	0	0.78173828125	4.46346033728919
158	0	0.78125	6.3775
159	0	0.91015625	3.59603004291845
160	0	0.9384765625	5.16857440166493
