"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	1	896
0	0	2	1	68
0	0	3	1	1146
0	0	4	1	12
0	0	5	1	16
0	0	6	7	268
0	0	7	9	1690
1	0	1	1	2419
1	0	2	1	488
1	0	3	1	240
1	0	4	1	20
1	0	5	1	8
1	0	6	1	24
1	0	7	1	314
1	0	8	1	8
1	0	9	5	486
1	0	10	5	89
2	0	1	1	1626
2	0	2	1	1674
2	0	3	2	160
2	0	4	2	282
2	0	5	2	234
2	0	6	2	120
3	0	1	1	348
3	0	2	2	2070
3	0	3	2	988
3	0	4	2	99
3	0	5	2	71
3	0	6	2	312
3	0	7	2	208
4	0	1	5	4096
5	0	1	1	696
5	0	2	2	118
5	0	3	2	555
5	0	4	4	2456
5	0	5	4	271
6	0	1	1	34
6	0	2	4	2442
6	0	3	7	1620
7	0	1	2	130
7	0	2	2	1117
7	0	3	2	810
7	0	4	2	802
7	0	5	2	164
7	0	6	4	1073
8	0	1	2	1538
8	0	2	2	1207
8	0	3	6	1011
8	0	4	6	340
9	0	1	3	217
9	0	2	4	3879
10	0	1	2	4063
10	0	2	2	33
11	0	1	1	58
11	0	2	1	2048
11	0	3	1	1558
11	0	4	2	432
12	0	1	1	10
12	0	2	1	8
12	0	3	13	4078
13	0	1	6	4096
14	0	1	2	4096
15	0	1	2	3882
15	0	2	2	202
15	0	3	2	12
16	0	1	1	1213
16	0	2	2	1356
16	0	3	2	1527
17	0	1	1	662
17	0	2	1	2783
17	0	3	1	111
17	0	4	1	516
17	0	5	1	24
18	0	1	5	4096
19	0	1	1	184
19	0	2	2	3742
19	0	3	2	170
20	0	1	2	4096
21	0	1	1	428
21	0	2	1	1948
21	0	3	1	506
21	0	4	1	588
21	0	5	5	287
21	0	6	5	339
22	0	1	2	4096
23	0	1	1	1628
23	0	2	1	568
23	0	3	2	29
23	0	4	2	1871
24	0	1	1	3546
24	0	2	1	14
24	0	3	1	18
24	0	4	1	2
24	0	5	2	424
24	0	6	2	73
24	0	7	2	19
25	0	1	2	1786
25	0	2	6	2310
26	0	1	4	4096
27	0	1	2	708
27	0	2	2	576
27	0	3	2	256
27	0	4	2	612
27	0	5	2	1944
28	0	1	1	4
28	0	2	2	102
28	0	3	2	1258
28	0	4	2	2542
28	0	5	2	146
28	0	6	2	44
29	0	1	1	1565
29	0	2	1	26
29	0	3	2	127
29	0	4	4	2378
30	0	1	1	3744
30	0	2	1	320
30	0	3	1	32
31	0	1	1	32
31	0	2	1	501
31	0	3	1	806
31	0	4	1	223
31	0	5	1	75
31	0	6	1	2
31	0	7	1	9
31	0	8	2	196
31	0	9	3	966
31	0	10	3	1286
32	0	1	1	280
32	0	2	1	3176
32	0	3	1	80
32	0	4	5	560
33	0	1	4	2048
33	0	2	4	2048
34	0	1	1	344
34	0	2	1	216
34	0	3	1	1240
34	0	4	1	366
34	0	5	1	18
34	0	6	2	886
34	0	7	2	656
34	0	8	2	370
35	0	1	1	3710
35	0	2	1	20
35	0	3	1	22
35	0	4	5	160
35	0	5	5	184
36	0	1	2	3478
36	0	2	2	36
36	0	3	6	582
37	0	1	1	9
37	0	2	1	3
37	0	3	1	3
37	0	4	1	1
37	0	5	5	3195
37	0	6	5	885
