"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	1	646
0	0	2	1	656
0	0	3	1	646
0	0	4	1	656
0	0	5	1	5
0	0	6	1	6
0	0	7	1	6
0	0	8	1	5
0	0	9	2	150
0	0	10	2	78
0	0	11	2	150
0	0	12	2	50
0	0	13	2	126
0	0	14	2	21
0	0	15	2	126
0	0	16	2	78
0	0	17	2	21
0	0	18	2	50
0	0	19	10	169
0	0	20	10	169
0	0	21	11	141
0	0	22	11	141
1	0	1	1	28
1	0	2	1	28
1	0	3	8	4040
2	0	1	2	838
2	0	2	2	766
2	0	3	2	45
2	0	4	2	766
2	0	5	2	418
2	0	6	2	45
2	0	7	6	766
2	0	8	6	154
2	0	9	6	154
2	0	10	6	72
2	0	11	6	72
3	0	1	1	234
3	0	2	1	928
3	0	3	1	224
3	0	4	1	928
3	0	5	1	256
3	0	6	1	288
3	0	7	1	234
3	0	8	1	118
3	0	9	1	256
3	0	10	1	288
3	0	11	1	224
3	0	12	1	118
4	0	1	1	644
4	0	2	1	44
4	0	3	1	430
4	0	4	1	430
4	0	5	1	644
4	0	6	1	4
4	0	7	1	44
4	0	8	1	4
4	0	9	3	709
4	0	10	3	709
4	0	11	3	217
4	0	12	3	217
5	0	1	1	256
5	0	2	1	256
5	0	3	1	512
5	0	4	1	512
5	0	5	1	192
5	0	6	1	192
5	0	7	1	24
5	0	8	1	24
5	0	9	1	32
5	0	10	1	8
5	0	11	1	32
5	0	12	1	8
5	0	13	1	32
5	0	14	1	32
5	0	15	1	512
5	0	16	1	512
5	0	17	1	24
5	0	18	1	24
5	0	19	1	192
5	0	20	1	192
5	0	21	1	256
5	0	22	1	256
5	0	23	1	8
5	0	24	1	8
6	0	1	1	192
6	0	2	1	168
6	0	3	1	192
6	0	4	1	168
6	0	5	2	880
6	0	6	2	552
6	0	7	2	880
6	0	8	2	552
6	0	9	2	256
6	0	10	2	256
7	0	1	1	880
7	0	2	1	880
7	0	3	1	36
7	0	4	1	36
7	0	5	2	2048
7	0	6	2	108
7	0	7	2	108
8	0	1	2	1664
8	0	2	6	2432
9	0	1	1	326
9	0	2	1	70
9	0	3	1	46
9	0	4	1	326
9	0	5	1	46
9	0	6	1	70
9	0	7	2	924
9	0	8	2	294
9	0	9	2	924
9	0	10	2	168
9	0	11	2	294
9	0	12	2	168
9	0	13	3	220
9	0	14	3	220
10	0	1	2	1816
10	0	2	2	1816
10	0	3	2	208
10	0	4	2	24
10	0	5	2	208
10	0	6	2	24
11	0	1	1	314
11	0	2	1	321
11	0	3	1	321
11	0	4	1	314
11	0	5	3	922
11	0	6	3	922
11	0	7	4	982
12	0	1	1	896
12	0	2	1	78
12	0	3	1	570
12	0	4	1	896
12	0	5	1	570
12	0	6	1	22
12	0	7	1	40
12	0	8	1	30
12	0	9	1	12
12	0	10	1	40
12	0	11	1	1
12	0	12	1	1
12	0	13	1	5
12	0	14	1	5
12	0	15	1	22
12	0	16	1	78
12	0	17	1	5
12	0	18	1	5
12	0	19	1	12
12	0	20	1	30
12	0	21	1	1
12	0	22	1	1
12	0	23	2	376
12	0	24	2	4
12	0	25	2	6
12	0	26	2	2
12	0	27	2	376
12	0	28	2	6
12	0	29	2	2
12	0	30	2	4
13	0	1	2	192
13	0	2	3	121
13	0	3	3	39
13	0	4	3	39
13	0	5	3	121
13	0	6	6	1792
13	0	7	8	1792
14	0	1	1	330
14	0	2	1	82
14	0	3	1	330
14	0	4	1	36
14	0	5	1	82
14	0	6	1	36
14	0	7	2	1600
14	0	8	2	1600
15	0	1	2	192
15	0	2	2	192
15	0	3	6	288
15	0	4	10	3424
16	0	1	2	16
16	0	2	2	16
16	0	3	2	216
16	0	4	2	216
16	0	5	2	216
16	0	6	2	216
16	0	7	6	132
16	0	8	6	132
16	0	9	6	404
16	0	10	6	404
16	0	11	6	132
16	0	12	6	132
16	0	13	6	528
16	0	14	6	528
16	0	15	6	404
16	0	16	6	404
17	0	1	1	620
17	0	2	1	58
17	0	3	1	6
17	0	4	1	20
17	0	5	1	620
17	0	6	1	20
17	0	7	1	58
17	0	8	1	6
17	0	9	2	48
17	0	10	2	64
17	0	11	2	402
17	0	12	2	262
17	0	13	2	402
17	0	14	2	10
17	0	15	2	14
17	0	16	2	394
17	0	17	2	22
17	0	18	2	14
17	0	19	2	394
17	0	20	2	22
17	0	21	2	288
17	0	22	2	32
17	0	23	2	48
17	0	24	2	262
17	0	25	2	10
18	0	1	2	80
18	0	2	2	48
18	0	3	2	48
18	0	4	2	80
18	0	5	10	1280
18	0	6	10	1280
18	0	7	10	1280
19	0	1	3	344
19	0	2	3	344
19	0	3	6	680
19	0	4	6	680
19	0	5	6	680
19	0	6	6	688
19	0	7	6	680
20	0	1	1	40
20	0	2	1	54
20	0	3	1	160
20	0	4	1	330
20	0	5	1	40
20	0	6	1	77
20	0	7	1	32
20	0	8	1	304
20	0	9	1	54
20	0	10	1	122
20	0	11	1	187
20	0	12	1	304
20	0	13	1	330
20	0	14	1	176
20	0	15	1	176
20	0	16	1	71
20	0	17	1	57
20	0	18	1	32
20	0	19	1	160
20	0	20	1	32
20	0	21	1	54
20	0	22	1	40
20	0	23	1	43
20	0	24	1	57
20	0	25	1	122
20	0	26	1	49
20	0	27	1	54
20	0	28	1	40
20	0	29	1	54
20	0	30	1	49
20	0	31	1	32
20	0	32	1	32
20	0	33	1	187
20	0	34	1	43
20	0	35	1	32
20	0	36	1	54
20	0	37	1	40
20	0	38	1	71
20	0	39	1	77
20	0	40	1	40
20	0	41	1	6
20	0	42	1	2
20	0	43	1	2
20	0	44	1	2
20	0	45	1	6
20	0	46	1	2
20	0	47	2	21
20	0	48	2	25
20	0	49	2	38
20	0	50	2	38
20	0	51	2	25
20	0	52	2	21
21	0	1	5	2048
21	0	2	5	2048
22	0	1	1	2048
22	0	2	1	2048
23	0	1	1	1920
23	0	2	1	1920
23	0	3	1	34
23	0	4	1	62
23	0	5	1	62
23	0	6	1	34
23	0	7	2	64
24	0	1	2	2026
24	0	2	2	2026
24	0	3	2	22
24	0	4	2	22
25	0	1	2	740
25	0	2	2	1308
25	0	3	2	1308
25	0	4	2	740
26	0	1	1	1712
26	0	2	1	1712
26	0	3	1	280
26	0	4	1	280
26	0	5	2	56
26	0	6	2	56
27	0	1	1	64
27	0	2	1	276
27	0	3	1	192
27	0	4	1	100
27	0	5	1	212
27	0	6	1	140
27	0	7	1	224
27	0	8	1	392
27	0	9	1	128
27	0	10	1	32
27	0	11	1	120
27	0	12	1	64
27	0	13	1	64
27	0	14	1	64
27	0	15	1	392
27	0	16	1	64
27	0	17	1	120
27	0	18	1	224
27	0	19	1	32
27	0	20	1	128
27	0	21	1	140
27	0	22	1	212
27	0	23	1	192
27	0	24	1	276
27	0	25	1	100
27	0	26	1	64
27	0	27	2	16
27	0	28	2	24
27	0	29	2	16
27	0	30	2	24
28	0	1	8	4096
29	0	1	1	736
29	0	2	1	42
29	0	3	1	256
29	0	4	1	26
29	0	5	1	736
29	0	6	1	32
29	0	7	1	28
29	0	8	1	256
29	0	9	1	32
29	0	10	1	28
29	0	11	1	26
29	0	12	1	42
29	0	13	4	227
29	0	14	4	77
29	0	15	4	471
29	0	16	4	227
29	0	17	4	471
29	0	18	4	153
29	0	19	4	153
29	0	20	4	77
30	0	1	2	4096
31	0	1	1	1260
31	0	2	1	1260
31	0	3	2	324
31	0	4	2	324
31	0	5	7	464
31	0	6	7	464
32	0	1	6	1056
32	0	2	6	496
32	0	3	6	528
32	0	4	6	992
32	0	5	6	496
32	0	6	6	528
33	0	1	1	796
33	0	2	1	796
33	0	3	1	172
33	0	4	1	172
33	0	5	1	56
33	0	6	1	120
33	0	7	1	120
33	0	8	1	56
33	0	9	2	16
33	0	10	6	96
33	0	11	6	600
33	0	12	6	552
33	0	13	6	544
34	0	1	1	506
34	0	2	1	43
34	0	3	1	104
34	0	4	1	43
34	0	5	1	105
34	0	6	1	506
34	0	7	1	105
34	0	8	1	165
34	0	9	1	44
34	0	10	1	44
34	0	11	1	71
34	0	12	1	40
34	0	13	1	2
34	0	14	1	71
34	0	15	1	165
34	0	16	1	104
34	0	17	1	40
34	0	18	1	2
34	0	19	4	968
34	0	20	4	968
35	0	1	1	272
35	0	2	1	1608
35	0	3	1	4
35	0	4	1	1608
35	0	5	1	4
35	0	6	1	28
35	0	7	1	272
35	0	8	1	4
35	0	9	1	20
35	0	10	1	4
35	0	11	1	48
35	0	12	1	4
35	0	13	1	4
35	0	14	1	12
35	0	15	1	4
35	0	16	1	4
35	0	17	1	4
35	0	18	1	8
35	0	19	1	4
35	0	20	1	4
35	0	21	1	4
35	0	22	1	48
35	0	23	1	4
35	0	24	1	12
35	0	25	1	4
35	0	26	1	4
35	0	27	1	20
35	0	28	1	4
35	0	29	1	4
35	0	30	1	28
35	0	31	1	4
35	0	32	1	4
35	0	33	1	4
35	0	34	1	4
35	0	35	1	8
35	0	36	1	4
35	0	37	1	4
35	0	38	1	4
35	0	39	1	4
35	0	40	1	4
36	0	1	1	1482
36	0	2	1	318
36	0	3	1	142
36	0	4	1	26
36	0	5	1	60
36	0	6	1	16
36	0	7	1	4
36	0	8	1	318
36	0	9	1	1482
36	0	10	1	142
36	0	11	1	26
36	0	12	1	60
36	0	13	1	16
36	0	14	1	4
37	0	1	1	1408
37	0	2	1	1408
37	0	3	1	288
37	0	4	1	288
37	0	5	1	128
37	0	6	1	128
37	0	7	2	224
37	0	8	2	224
38	0	1	2	1024
38	0	2	2	1024
38	0	3	2	1040
38	0	4	2	1008
39	0	1	1	28
39	0	2	1	6
39	0	3	1	28
39	0	4	1	6
39	0	5	2	3848
39	0	6	2	24
39	0	7	2	66
39	0	8	2	66
39	0	9	2	24
40	0	1	1	32
40	0	2	1	32
40	0	3	2	446
40	0	4	2	446
40	0	5	2	120
40	0	6	4	832
40	0	7	4	460
40	0	8	4	832
40	0	9	4	218
40	0	10	4	460
40	0	11	4	218
41	0	1	12	4096
42	0	1	1	3
42	0	2	1	54
42	0	3	1	270
42	0	4	1	48
42	0	5	1	270
42	0	6	1	92
42	0	7	1	48
42	0	8	1	54
42	0	9	1	3
42	0	10	1	54
42	0	11	1	270
42	0	12	1	48
42	0	13	1	270
42	0	14	1	92
42	0	15	1	48
42	0	16	1	54
42	0	17	1	3
42	0	18	1	54
42	0	19	1	270
42	0	20	1	48
42	0	21	1	270
42	0	22	1	92
42	0	23	1	48
42	0	24	1	54
42	0	25	1	3
42	0	26	1	54
42	0	27	1	270
42	0	28	1	48
42	0	29	1	270
42	0	30	1	92
42	0	31	1	48
42	0	32	1	54
42	0	33	1	92
42	0	34	1	92
42	0	35	1	92
42	0	36	1	92
42	0	37	1	3
42	0	38	1	3
42	0	39	1	3
42	0	40	1	3
42	0	41	1	3
42	0	42	1	3
42	0	43	1	3
42	0	44	1	3
42	0	45	1	3
42	0	46	1	3
42	0	47	1	3
42	0	48	1	3
42	0	49	3	24
42	0	50	3	24
42	0	51	3	24
42	0	52	3	24
42	0	53	3	18
42	0	54	3	18
42	0	55	3	18
42	0	56	3	18
42	0	57	3	18
42	0	58	3	18
42	0	59	3	18
42	0	60	3	18
42	0	61	3	24
42	0	62	3	24
42	0	63	3	24
42	0	64	3	24
43	0	1	1	218
43	0	2	1	1413
43	0	3	1	153
43	0	4	1	110
43	0	5	1	16
43	0	6	1	218
43	0	7	1	1413
43	0	8	1	110
43	0	9	1	153
43	0	10	1	8
43	0	11	1	18
43	0	12	1	100
43	0	13	1	4
43	0	14	1	4
43	0	15	1	1
43	0	16	1	1
43	0	17	1	1
43	0	18	1	100
43	0	19	1	18
43	0	20	1	1
43	0	21	1	4
43	0	22	1	4
43	0	23	1	1
43	0	24	1	16
43	0	25	1	1
43	0	26	1	1
43	0	27	1	1
43	0	28	1	8
44	0	1	1	8
44	0	2	1	1454
44	0	3	1	286
44	0	4	1	152
44	0	5	1	1
44	0	6	1	1454
44	0	7	1	152
44	0	8	1	138
44	0	9	1	8
44	0	10	1	1
44	0	11	1	138
44	0	12	1	286
44	0	13	1	8
44	0	14	1	8
44	0	15	1	1
44	0	16	1	1
45	0	1	1	72
45	0	2	1	1656
45	0	3	1	152
45	0	4	1	168
45	0	5	1	1656
45	0	6	1	168
45	0	7	1	152
45	0	8	1	72
46	0	1	1	456
46	0	2	1	272
46	0	3	1	456
46	0	4	1	272
46	0	5	8	2640
47	0	1	1	1044
47	0	2	1	78
47	0	3	1	469
47	0	4	1	6
47	0	5	1	49
47	0	6	1	469
47	0	7	1	49
47	0	8	1	1044
47	0	9	1	9
47	0	10	1	78
47	0	11	1	119
47	0	12	1	9
47	0	13	1	3
47	0	14	1	1
47	0	15	1	6
47	0	16	1	3
47	0	17	1	3
47	0	18	1	119
47	0	19	1	1
47	0	20	1	9
47	0	21	1	3
47	0	22	1	6
47	0	23	1	9
47	0	24	1	3
47	0	25	1	6
47	0	26	1	1
47	0	27	1	3
47	0	28	1	1
47	0	29	2	138
47	0	30	2	100
47	0	31	2	100
47	0	32	2	138
47	0	33	2	10
47	0	34	2	10
48	0	1	1	30
48	0	2	1	34
48	0	3	1	32
48	0	4	1	32
48	0	5	1	34
48	0	6	1	30
48	0	7	2	2888
48	0	8	2	508
48	0	9	2	508
49	0	1	10	4096
50	0	1	1	489
50	0	2	1	152
50	0	3	1	83
50	0	4	1	79
50	0	5	1	33
50	0	6	1	99
50	0	7	1	13
50	0	8	1	41
50	0	9	1	105
50	0	10	1	107
50	0	11	1	90
50	0	12	1	512
50	0	13	1	21
50	0	14	1	189
50	0	15	1	19
50	0	16	1	12
50	0	17	1	4
50	0	18	1	512
50	0	19	1	189
50	0	20	1	90
50	0	21	1	107
50	0	22	1	21
50	0	23	1	105
50	0	24	1	99
50	0	25	1	41
50	0	26	1	79
50	0	27	1	83
50	0	28	1	19
50	0	29	1	489
50	0	30	1	33
50	0	31	1	12
50	0	32	1	13
50	0	33	1	152
50	0	34	1	4
51	0	1	1	364
51	0	2	1	44
51	0	3	1	168
51	0	4	1	160
51	0	5	1	168
51	0	6	1	364
51	0	7	1	44
51	0	8	1	160
51	0	9	8	2624
52	0	1	1	1586
52	0	2	1	256
52	0	3	1	14
52	0	4	1	192
52	0	5	1	1586
52	0	6	1	256
52	0	7	1	192
52	0	8	1	14
53	0	1	1	192
53	0	2	1	1618
53	0	3	1	1618
53	0	4	1	238
53	0	5	1	238
53	0	6	1	192
54	0	1	1	64
54	0	2	1	112
54	0	3	1	112
54	0	4	1	64
54	0	5	2	1712
54	0	6	2	1712
54	0	7	2	160
54	0	8	2	160
55	0	1	1	8
55	0	2	1	16
55	0	3	1	16
55	0	4	1	8
55	0	5	2	272
55	0	6	2	32
55	0	7	2	272
55	0	8	2	32
55	0	9	4	1720
55	0	10	4	1720
56	0	1	1	1428
56	0	2	1	260
56	0	3	1	1428
56	0	4	1	180
56	0	5	1	100
56	0	6	1	180
56	0	7	1	260
56	0	8	1	100
56	0	9	1	12
56	0	10	1	12
56	0	11	2	68
56	0	12	2	68
57	0	1	1	88
57	0	2	1	24
57	0	3	1	88
57	0	4	1	24
57	0	5	5	432
57	0	6	5	848
57	0	7	5	432
57	0	8	5	848
57	0	9	7	536
57	0	10	7	536
57	0	11	7	120
57	0	12	7	120
58	0	1	2	2048
58	0	2	2	2048
59	0	1	1	212
59	0	2	1	80
59	0	3	1	102
59	0	4	1	212
59	0	5	1	102
59	0	6	1	54
59	0	7	1	28
59	0	8	1	20
59	0	9	1	54
59	0	10	1	20
59	0	11	1	28
59	0	12	1	80
59	0	13	1	2
59	0	14	1	2
59	0	15	6	1788
59	0	16	10	1312
60	0	1	2	864
60	0	2	2	864
60	0	3	2	32
60	0	4	2	32
60	0	5	6	864
60	0	6	6	288
60	0	7	6	288
60	0	8	6	864
61	0	1	1	960
61	0	2	1	960
61	0	3	1	960
61	0	4	1	960
61	0	5	1	64
61	0	6	1	64
61	0	7	1	64
61	0	8	1	64
62	0	1	1	103
62	0	2	1	63
62	0	3	1	63
62	0	4	1	26
62	0	5	1	103
62	0	6	1	24
62	0	7	1	17
62	0	8	1	1
62	0	9	1	17
62	0	10	1	24
62	0	11	1	26
62	0	12	1	1
62	0	13	2	3564
62	0	14	2	32
62	0	15	2	32
63	0	1	2	384
63	0	2	2	112
63	0	3	2	384
63	0	4	2	112
63	0	5	2	16
63	0	6	2	112
63	0	7	2	384
63	0	8	2	16
63	0	9	2	112
63	0	10	2	384
63	0	11	2	16
63	0	12	2	16
63	0	13	2	384
63	0	14	2	112
63	0	15	2	384
63	0	16	2	112
63	0	17	2	16
63	0	18	2	112
63	0	19	2	384
63	0	20	2	16
63	0	21	2	112
63	0	22	2	384
63	0	23	2	16
63	0	24	2	16
64	0	1	2	1024
64	0	2	2	1024
