"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	2	215
0	0	2	11	3881
1	0	1	2	296
1	0	2	10	3800
2	0	1	2	1468
2	0	2	2	1128
2	0	3	2	580
2	0	4	2	800
2	0	5	2	120
3	0	1	1	4096
4	0	1	1	3760
4	0	2	1	336
5	0	1	1	1040
5	0	2	1	190
5	0	3	1	102
5	0	4	1	72
5	0	5	1	160
5	0	6	1	26
5	0	7	1	18
5	0	8	1	24
5	0	9	2	1422
5	0	10	2	32
5	0	11	2	32
5	0	12	2	32
5	0	13	2	24
5	0	14	2	262
5	0	15	2	218
5	0	16	2	8
5	0	17	2	50
5	0	18	6	96
5	0	19	6	96
5	0	20	6	96
5	0	21	6	72
5	0	22	6	24
6	0	1	1	4096
7	0	1	2	2048
7	0	2	2	768
7	0	3	2	1280
8	0	1	1	1824
8	0	2	2	2272
9	0	1	1	24
9	0	2	2	2212
9	0	3	5	1860
10	0	1	1	3184
10	0	2	2	56
10	0	3	8	856
11	0	1	1	16
11	0	2	4	4080
12	0	1	1	48
12	0	2	1	2048
12	0	3	2	2000
13	0	1	1	1216
13	0	2	2	512
13	0	3	4	2368
14	0	1	2	4096
15	0	1	2	1664
15	0	2	2	2432
16	0	1	2	128
16	0	2	2	128
16	0	3	2	384
16	0	4	2	384
16	0	5	6	640
16	0	6	6	640
16	0	7	6	896
16	0	8	6	896
17	0	1	1	32
17	0	2	2	224
17	0	3	2	224
17	0	4	2	768
17	0	5	2	768
17	0	6	2	1056
17	0	7	2	1024
18	0	1	2	256
18	0	2	10	1280
18	0	3	10	1280
18	0	4	10	1280
19	0	1	2	428
19	0	2	2	768
19	0	3	8	732
19	0	4	8	1620
19	0	5	8	548
20	0	1	1	512
20	0	2	1	1664
20	0	3	2	1056
20	0	4	2	864
21	0	1	2	408
21	0	2	5	1256
21	0	3	6	2432
22	0	1	2	4096
23	0	1	2	480
23	0	2	2	1344
23	0	3	4	2272
24	0	1	2	1176
24	0	2	2	1192
24	0	3	2	1668
24	0	4	2	60
25	0	1	2	120
25	0	2	4	3976
26	0	1	1	336
26	0	2	1	144
26	0	3	1	336
26	0	4	2	184
26	0	5	2	224
26	0	6	3	664
26	0	7	3	952
26	0	8	6	648
26	0	9	6	608
27	0	1	1	1920
27	0	2	1	128
27	0	3	1	1920
27	0	4	1	128
28	0	1	1	4
28	0	2	6	4092
29	0	1	1	512
29	0	2	1	512
29	0	3	1	512
29	0	4	1	704
29	0	5	1	704
29	0	6	1	320
29	0	7	1	320
29	0	8	4	512
30	0	1	2	4096
31	0	1	1	2368
31	0	2	2	224
31	0	3	3	1504
32	0	1	4	768
32	0	2	4	768
32	0	3	4	768
32	0	4	4	768
32	0	5	4	512
32	0	6	4	512
33	0	1	1	768
33	0	2	2	2048
33	0	3	2	320
33	0	4	6	960
34	0	1	5	4096
35	0	1	1	128
35	0	2	1	3104
35	0	3	5	480
35	0	4	5	384
36	0	1	1	2048
36	0	2	1	10
36	0	3	5	550
36	0	4	5	1138
36	0	5	5	230
36	0	6	5	120
37	0	1	1	4096
38	0	1	2	1024
38	0	2	2	1024
38	0	3	2	1024
38	0	4	2	1024
39	0	1	2	1316
39	0	2	2	1208
39	0	3	2	952
39	0	4	2	620
40	0	1	2	2352
40	0	2	2	1744
41	0	1	7	4096
42	0	1	1	1344
42	0	2	1	1344
42	0	3	1	96
42	0	4	1	1216
42	0	5	1	24
42	0	6	1	24
42	0	7	1	12
42	0	8	1	24
42	0	9	1	12
43	0	1	1	485
43	0	2	1	1547
43	0	3	1	9
43	0	4	1	27
43	0	5	2	424
43	0	6	2	220
43	0	7	2	334
43	0	8	2	986
43	0	9	4	64
44	0	1	1	2284
44	0	2	1	244
44	0	3	1	12
44	0	4	2	160
44	0	5	4	844
44	0	6	4	552
45	0	1	1	1952
45	0	2	1	96
45	0	3	8	2048
46	0	1	2	1224
46	0	2	3	2872
47	0	1	1	1120
47	0	2	1	2560
47	0	3	1	416
48	0	1	2	296
48	0	2	2	1484
48	0	3	2	2316
49	0	1	3	4096
50	0	1	1	1920
50	0	2	1	12
50	0	3	1	1444
50	0	4	1	192
50	0	5	1	128
50	0	6	1	192
50	0	7	2	208
51	0	1	1	96
51	0	2	3	4000
52	0	1	1	1536
52	0	2	4	2224
52	0	3	4	288
52	0	4	4	48
53	0	1	1	8
53	0	2	3	608
53	0	3	4	1056
53	0	4	5	2424
54	0	1	1	1024
54	0	2	1	256
54	0	3	2	464
54	0	4	2	2352
55	0	1	1	3840
55	0	2	1	256
56	0	1	1	2048
56	0	2	5	916
56	0	3	7	1132
57	0	1	1	336
57	0	2	1	16
57	0	3	5	848
57	0	4	5	1168
57	0	5	5	656
57	0	6	5	336
57	0	7	5	528
57	0	8	5	208
58	0	1	2	2048
58	0	2	2	2048
59	0	1	1	752
59	0	2	2	3344
60	0	1	2	4096
61	0	1	1	128
61	0	2	1	128
61	0	3	1	1088
61	0	4	1	1088
61	0	5	1	64
61	0	6	1	64
61	0	7	2	768
61	0	8	2	768
62	0	1	1	680
62	0	2	2	672
62	0	3	4	2744
63	0	1	2	176
63	0	2	2	768
63	0	3	2	80
63	0	4	2	176
63	0	5	2	768
63	0	6	2	80
63	0	7	2	176
63	0	8	2	768
63	0	9	2	80
63	0	10	2	176
63	0	11	2	768
63	0	12	2	80
64	0	1	2	3072
64	0	2	2	1024
65	0	1	3	808
65	0	2	7	3288
66	0	1	2	1440
66	0	2	2	32
66	0	3	2	1216
66	0	4	6	576
66	0	5	6	832
67	0	1	1	16
67	0	2	1	8
67	0	3	2	3192
67	0	4	2	624
67	0	5	2	256
