"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	1	644
0	0	2	1	321
0	0	3	1	644
0	0	4	1	321
0	0	5	1	5
0	0	6	1	5
0	0	7	7	1078
0	0	8	7	1078
1	0	1	1	2023
1	0	2	1	2023
1	0	3	4	50
2	0	1	1	241
2	0	2	1	133
2	0	3	1	5
2	0	4	1	18
2	0	5	1	133
2	0	6	1	241
2	0	7	1	36
2	0	8	1	50
2	0	9	1	50
2	0	10	1	16
2	0	11	1	36
2	0	12	1	18
2	0	13	1	5
2	0	14	1	16
2	0	15	2	542
2	0	16	2	18
2	0	17	2	312
2	0	18	2	88
2	0	19	2	542
2	0	20	2	39
2	0	21	2	9
2	0	22	2	44
2	0	23	2	51
2	0	24	2	51
2	0	25	2	26
2	0	26	2	39
2	0	27	2	312
2	0	28	2	44
2	0	29	2	88
2	0	30	2	18
2	0	31	2	26
2	0	32	2	9
2	0	33	3	391
2	0	34	3	29
2	0	35	3	391
2	0	36	3	29
3	0	1	1	2048
3	0	2	1	2048
4	0	1	2	1296
4	0	2	2	1296
4	0	3	2	304
4	0	4	2	304
4	0	5	2	11
4	0	6	2	11
4	0	7	7	437
4	0	8	7	437
5	0	1	2	4096
6	0	1	1	151
6	0	2	1	609
6	0	3	1	609
6	0	4	1	151
6	0	5	2	1266
6	0	6	2	1266
6	0	7	6	44
7	0	1	1	12
7	0	2	1	20
7	0	3	1	20
7	0	4	1	12
7	0	5	1	1
7	0	6	1	1
7	0	7	2	1982
7	0	8	2	2048
8	0	1	1	3
8	0	2	1	3
8	0	3	1	3
8	0	4	1	3
8	0	5	2	4084
9	0	1	2	59
9	0	2	2	59
9	0	3	8	169
9	0	4	8	169
9	0	5	14	1820
9	0	6	14	1820
10	0	1	1	63
10	0	2	1	63
10	0	3	1	107
10	0	4	1	107
10	0	5	1	1
10	0	6	1	1
10	0	7	2	73
10	0	8	2	73
10	0	9	7	1195
10	0	10	7	1195
10	0	11	10	609
10	0	12	10	609
11	0	1	1	1273
11	0	2	1	775
11	0	3	1	1273
11	0	4	1	775
12	0	1	1	50
12	0	2	1	561
12	0	3	1	561
12	0	4	1	5
12	0	5	1	50
12	0	6	1	5
12	0	7	4	1366
12	0	8	4	1366
12	0	9	4	132
13	0	1	1	2
13	0	2	1	2
13	0	3	10	1566
13	0	4	18	1263
13	0	5	18	1263
14	0	1	6	444
14	0	2	12	192
14	0	3	16	3460
15	0	1	1	18
15	0	2	1	72
15	0	3	1	72
15	0	4	1	50
15	0	5	1	18
15	0	6	1	50
15	0	7	2	3816
16	0	1	1	1175
16	0	2	1	866
16	0	3	1	1175
16	0	4	1	866
16	0	5	1	4
16	0	6	1	3
16	0	7	1	4
16	0	8	1	3
17	0	1	1	1296
17	0	2	1	708
17	0	3	1	708
17	0	4	1	1296
17	0	5	1	30
17	0	6	1	30
17	0	7	1	7
17	0	8	1	7
17	0	9	1	7
17	0	10	1	7
18	0	1	1	790
18	0	2	1	1249
18	0	3	1	790
18	0	4	1	1249
18	0	5	1	9
18	0	6	1	9
19	0	1	1	37
19	0	2	1	37
19	0	3	19	2011
19	0	4	19	2011
20	0	1	2	3850
20	0	2	6	246
21	0	1	1	1951
21	0	2	1	1951
21	0	3	1	58
21	0	4	1	58
21	0	5	1	22
21	0	6	1	22
21	0	7	1	2
21	0	8	1	2
21	0	9	6	30
22	0	1	1	39
22	0	2	1	39
22	0	3	2	4018
23	0	1	1	2048
23	0	2	1	2048
24	0	1	1	573
24	0	2	1	573
24	0	3	1	14
24	0	4	1	14
24	0	5	4	11
24	0	6	4	11
24	0	7	8	868
24	0	8	8	582
24	0	9	8	868
24	0	10	8	582
25	0	1	1	16
25	0	2	1	2
25	0	3	1	16
25	0	4	1	2
25	0	5	2	2
25	0	6	22	4058
26	0	1	2	425
26	0	2	2	425
26	0	3	6	1623
26	0	4	6	1623
27	0	1	1	6
27	0	2	1	6
27	0	3	1	50
27	0	4	1	11
27	0	5	1	39
27	0	6	1	39
27	0	7	1	4
27	0	8	1	50
27	0	9	1	6
27	0	10	1	4
27	0	11	1	11
27	0	12	1	6
27	0	13	2	617
27	0	14	2	1298
27	0	15	2	17
27	0	16	2	1298
27	0	17	2	617
27	0	18	2	17
28	0	1	2	312
28	0	2	2	1316
28	0	3	2	1316
28	0	4	2	280
28	0	5	2	280
28	0	6	4	58
28	0	7	4	58
28	0	8	4	238
28	0	9	4	238
29	0	1	1	37
