network_index	model_no	original_mod_jaccard	nonNCF_to_NCF_modi_model_jaccard	att_recovery_score_modi_model
95	0	0.133333333333333	0.13333333333333333	1.0000000000000024
95	1	0.133333333333333	0.13333333333333333	1.0000000000000024
95	2	0.133333333333333	0.13333333333333333	1.0000000000000024
95	3	0.133333333333333	0.13333333333333333	1.0000000000000024
95	4	0.133333333333333	0.13333333333333333	1.0000000000000024
95	5	0.133333333333333	0.13333333333333333	1.0000000000000024
95	6	0.133333333333333	0.13333333333333333	1.0000000000000024
95	7	0.133333333333333	0.13333333333333333	1.0000000000000024
95	8	0.133333333333333	0.10526315789473684	0.7894736842105282
95	9	0.133333333333333	0.10526315789473684	0.7894736842105282
95	10	0.133333333333333	0.13333333333333333	1.0000000000000024
95	11	0.133333333333333	0.13333333333333333	1.0000000000000024
95	12	0.133333333333333	0.13333333333333333	1.0000000000000024
95	13	0.133333333333333	0.13333333333333333	1.0000000000000024
95	14	0.133333333333333	0.10526315789473684	0.7894736842105282
95	15	0.133333333333333	0.10526315789473684	0.7894736842105282
95	16	0.133333333333333	0.13333333333333333	1.0000000000000024
95	17	0.133333333333333	0.13333333333333333	1.0000000000000024
95	18	0.133333333333333	0.13333333333333333	1.0000000000000024
95	19	0.133333333333333	0.13333333333333333	1.0000000000000024
95	20	0.133333333333333	0.10526315789473684	0.7894736842105282
95	21	0.133333333333333	0.10526315789473684	0.7894736842105282
95	22	0.133333333333333	0.13333333333333333	1.0000000000000024
95	23	0.133333333333333	0.13333333333333333	1.0000000000000024
95	24	0.133333333333333	0.1111111111111111	0.8333333333333354
95	25	0.133333333333333	0.1111111111111111	0.8333333333333354
95	26	0.133333333333333	0.1111111111111111	0.8333333333333354
95	27	0.133333333333333	0.1111111111111111	0.8333333333333354
95	28	0.133333333333333	0.13333333333333333	1.0000000000000024
95	29	0.133333333333333	0.13333333333333333	1.0000000000000024
95	30	0.133333333333333	0.1111111111111111	0.8333333333333354
95	31	0.133333333333333	0.1111111111111111	0.8333333333333354
95	32	0.133333333333333	0.1111111111111111	0.8333333333333354
95	33	0.133333333333333	0.1111111111111111	0.8333333333333354
95	34	0.133333333333333	0.1111111111111111	0.8333333333333354
95	35	0.133333333333333	0.1111111111111111	0.8333333333333354
95	36	0.133333333333333	0.1111111111111111	0.8333333333333354
95	37	0.133333333333333	0.1111111111111111	0.8333333333333354
95	38	0.133333333333333	0.13333333333333333	1.0000000000000024
95	39	0.133333333333333	0.13333333333333333	1.0000000000000024
95	40	0.133333333333333	0.1111111111111111	0.8333333333333354
95	41	0.133333333333333	0.1111111111111111	0.8333333333333354
95	42	0.133333333333333	0.1111111111111111	0.8333333333333354
95	43	0.133333333333333	0.1111111111111111	0.8333333333333354
95	44	0.133333333333333	0.13333333333333333	1.0000000000000024
95	45	0.133333333333333	0.13333333333333333	1.0000000000000024
95	46	0.133333333333333	0.13333333333333333	1.0000000000000024
95	47	0.133333333333333	0.13333333333333333	1.0000000000000024
95	48	0.133333333333333	0.13333333333333333	1.0000000000000024
95	49	0.133333333333333	0.13333333333333333	1.0000000000000024
95	50	0.133333333333333	0.13333333333333333	1.0000000000000024
95	51	0.133333333333333	0.13333333333333333	1.0000000000000024
95	52	0.133333333333333	0.13333333333333333	1.0000000000000024
95	53	0.133333333333333	0.13333333333333333	1.0000000000000024
95	54	0.133333333333333	0.10526315789473684	0.7894736842105282
95	55	0.133333333333333	0.10526315789473684	0.7894736842105282
