"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	2	288
0	0	2	3	3808
1	0	1	3	1110
1	0	2	4	1934
1	0	3	5	935
1	0	4	6	117
2	0	1	1	750
2	0	2	1	82
2	0	3	1	1144
2	0	4	1	623
2	0	5	1	76
2	0	6	1	18
2	0	7	1	125
2	0	8	1	80
2	0	9	1	40
2	0	10	2	140
2	0	11	2	383
2	0	12	2	124
2	0	13	4	511
3	0	1	1	463
3	0	2	1	3633
4	0	1	2	1355
4	0	2	2	1262
4	0	3	2	762
4	0	4	4	182
4	0	5	8	535
5	0	1	1	50
5	0	2	4	1336
5	0	3	12	2710
6	0	1	2	1573
6	0	2	2	492
6	0	3	2	2031
7	0	1	2	3831
7	0	2	2	265
8	0	1	1	612
8	0	2	1	218
8	0	3	1	18
8	0	4	1	1
8	0	5	2	2612
8	0	6	3	635
9	0	1	1	8
9	0	2	1	16
9	0	3	1	40
9	0	4	1	4
9	0	5	5	111
9	0	6	5	1022
9	0	7	5	2613
9	0	8	5	282
10	0	1	2	4096
11	0	1	1	2279
11	0	2	1	1309
11	0	3	1	1
11	0	4	3	355
11	0	5	3	152
12	0	1	2	24
12	0	2	4	334
12	0	3	8	890
12	0	4	8	1084
12	0	5	12	1764
13	0	1	2	2836
13	0	2	2	1260
14	0	1	1	2958
14	0	2	1	581
14	0	3	1	7
14	0	4	1	3
14	0	5	1	5
14	0	6	2	46
14	0	7	2	224
14	0	8	2	218
14	0	9	3	54
15	0	1	1	779
15	0	2	1	282
15	0	3	1	132
15	0	4	1	681
15	0	5	1	49
15	0	6	1	32
15	0	7	1	19
15	0	8	1	68
15	0	9	1	58
15	0	10	1	5
15	0	11	1	5
15	0	12	1	14
15	0	13	1	13
15	0	14	1	3
15	0	15	1	6
15	0	16	1	191
15	0	17	1	73
15	0	18	1	12
15	0	19	1	27
15	0	20	1	3
15	0	21	1	10
15	0	22	1	1
15	0	23	1	1
15	0	24	1	7
15	0	25	2	22
15	0	26	2	16
15	0	27	2	6
15	0	28	3	984
15	0	29	3	597
16	0	1	1	1377
16	0	2	1	34
16	0	3	1	16
16	0	4	1	66
16	0	5	1	338
16	0	6	1	58
16	0	7	1	71
16	0	8	2	1793
16	0	9	2	191
16	0	10	2	109
16	0	11	2	43
17	0	1	1	257
17	0	2	1	1569
17	0	3	1	156
17	0	4	1	940
17	0	5	1	671
17	0	6	1	36
17	0	7	1	404
17	0	8	1	63
18	0	1	1	76
18	0	2	5	4020
19	0	1	1	228
19	0	2	1	647
19	0	3	1	2158
19	0	4	1	690
19	0	5	3	373
20	0	1	1	200
20	0	2	1	388
20	0	3	1	8
20	0	4	1	68
20	0	5	2	3284
20	0	6	2	148
21	0	1	1	36
21	0	2	1	94
21	0	3	1	81
21	0	4	1	36
21	0	5	1	1639
21	0	6	1	50
21	0	7	1	7
21	0	8	1	113
21	0	9	1	5
21	0	10	2	158
21	0	11	2	419
21	0	12	2	345
21	0	13	2	285
21	0	14	2	116
21	0	15	2	121
21	0	16	2	591
22	0	1	1	907
22	0	2	1	58
22	0	3	1	3
22	0	4	2	668
22	0	5	2	2460
23	0	1	1	399
23	0	2	1	3697
24	0	1	1	420
24	0	2	1	3
24	0	3	1	9
24	0	4	1	50
24	0	5	1	371
24	0	6	1	28
