"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	1	1
0	0	2	1	517
0	0	3	1	26
0	0	4	1	386
0	0	5	1	35
0	0	6	1	331
0	0	7	1	112
0	0	8	1	350
0	0	9	1	51
0	0	10	1	115
0	0	11	1	7
0	0	12	1	49
0	0	13	1	33
0	0	14	1	58
0	0	15	1	154
0	0	16	1	12
0	0	17	1	150
0	0	18	1	89
0	0	19	1	24
0	0	20	1	25
0	0	21	1	176
0	0	22	1	13
0	0	23	1	29
0	0	24	1	122
0	0	25	1	8
0	0	26	1	9
0	0	27	1	6
0	0	28	1	20
0	0	29	1	124
0	0	30	1	20
0	0	31	1	78
0	0	32	1	28
0	0	33	1	93
0	0	34	1	4
0	0	35	1	59
0	0	36	1	68
0	0	37	1	22
0	0	38	1	7
0	0	39	1	21
0	0	40	1	45
0	0	41	1	7
0	0	42	1	21
0	0	43	1	37
0	0	44	1	24
0	0	45	1	42
0	0	46	1	24
0	0	47	1	32
0	0	48	1	13
0	0	49	1	14
0	0	50	1	15
0	0	51	1	6
0	0	52	1	18
0	0	53	1	7
0	0	54	1	3
0	0	55	1	46
0	0	56	1	6
0	0	57	1	2
0	0	58	1	9
0	0	59	1	7
0	0	60	1	5
0	0	61	1	2
0	0	62	1	20
0	0	63	1	50
0	0	64	1	8
0	0	65	1	20
0	0	66	1	4
0	0	67	1	11
0	0	68	1	4
0	0	69	1	22
0	0	70	1	8
0	0	71	1	24
0	0	72	1	44
0	0	73	1	26
0	0	74	1	20
0	0	75	1	2
0	0	76	1	2
0	0	77	1	7
0	0	78	1	7
1	0	1	1	1
1	0	2	1	942
1	0	3	1	1124
1	0	4	1	1085
1	0	5	1	939
1	0	6	1	1
1	0	7	1	2
1	0	8	1	2
2	0	1	1	1
2	0	2	1	2791
2	0	3	1	295
2	0	4	1	86
2	0	5	1	878
2	0	6	1	38
2	0	7	1	7
3	0	1	1	13
3	0	2	1	61
3	0	3	1	47
3	0	4	1	10
3	0	5	1	103
3	0	6	1	391
3	0	7	1	283
3	0	8	1	59
3	0	9	1	20
3	0	10	1	49
3	0	11	1	43
3	0	12	1	30
3	0	13	1	106
3	0	14	1	25
3	0	15	1	78
3	0	16	1	80
3	0	17	1	423
3	0	18	1	57
3	0	19	1	12
3	0	20	1	15
3	0	21	1	20
3	0	22	1	18
3	0	23	1	66
3	0	24	1	5
3	0	25	1	11
3	0	26	1	22
3	0	27	1	1
4	0	1	1	67
4	0	2	1	36
4	0	3	1	116
4	0	4	1	36
4	0	5	1	2
4	0	6	1	2
4	0	7	1	4
4	0	8	1	3
4	0	9	1	3
4	0	10	1	21
4	0	11	1	3
4	0	12	1	3
4	0	13	1	80
4	0	14	1	38
4	0	15	1	32
4	0	16	1	2
4	0	17	1	2
4	0	18	1	4
4	0	19	1	4
4	0	20	1	4
4	0	21	1	4
4	0	22	1	4
4	0	23	1	8
4	0	24	1	2
4	0	25	1	3
4	0	26	1	18
4	0	27	1	5
4	0	28	1	6
5	0	1	1	1
5	0	2	1	1960
5	0	3	1	2135
6	0	1	1	3
6	0	2	1	618
6	0	3	1	1126
6	0	4	1	9
6	0	5	1	66
6	0	6	1	3
6	0	7	1	13
6	0	8	1	132
6	0	9	1	65
6	0	10	1	10
6	0	11	1	3
7	0	1	1	148
7	0	2	1	46
7	0	3	1	93
7	0	4	1	61
7	0	5	1	6
7	0	6	1	8
7	0	7	1	12
7	0	8	1	27
7	0	9	1	79
7	0	10	1	6
7	0	11	1	21
7	0	12	1	44
7	0	13	1	2
7	0	14	1	25
7	0	15	1	20
7	0	16	1	4
7	0	17	1	6
7	0	18	1	2
7	0	19	1	14
7	0	20	1	87
7	0	21	1	49
7	0	22	1	65
7	0	23	1	69
7	0	24	1	11
7	0	25	1	43
7	0	26	1	20
7	0	27	1	10
7	0	28	1	6
7	0	29	1	2
7	0	30	1	12
7	0	31	1	9
7	0	32	1	4
7	0	33	1	3
7	0	34	1	10
8	0	1	1	1
8	0	2	1	98
8	0	3	1	151
8	0	4	1	553
8	0	5	1	132
8	0	6	1	418
8	0	7	1	1032
8	0	8	1	397
8	0	9	1	367
8	0	10	1	308
8	0	11	1	23
8	0	12	1	22
8	0	13	1	203
8	0	14	1	74
8	0	15	1	67
8	0	16	1	5
8	0	17	1	2
8	0	18	1	26
8	0	19	1	17
8	0	20	1	77
8	0	21	1	1
8	0	22	1	11
8	0	23	1	34
8	0	24	1	75
8	0	25	1	2
9	0	1	1	1
9	0	2	1	637
9	0	3	1	218
9	0	4	1	2
9	0	5	1	49
9	0	6	1	1141
10	0	1	1	1
10	0	2	1	4095
11	0	1	1	219
11	0	2	1	60
11	0	3	1	212
11	0	4	1	3
11	0	5	1	4
11	0	6	1	2
11	0	7	1	9
11	0	8	1	3
12	0	1	1	78
12	0	2	1	661
12	0	3	1	2
12	0	4	1	2
12	0	5	1	46
12	0	6	1	226
12	0	7	1	2
12	0	8	1	2
12	0	9	1	28
12	0	10	1	5
12	0	11	1	6
12	0	12	1	10
12	0	13	1	10
12	0	14	1	82
12	0	15	1	48
12	0	16	1	22
12	0	17	1	16
12	0	18	1	54
12	0	19	1	28
12	0	20	1	10
12	0	21	1	1
12	0	22	1	1
12	0	23	1	458
12	0	24	1	116
12	0	25	1	1
12	0	26	1	1
12	0	27	1	4
12	0	28	1	4
12	0	29	1	6
12	0	30	1	27
12	0	31	1	17
12	0	32	1	6
12	0	33	1	6
12	0	34	1	6
12	0	35	1	7
12	0	36	1	4
12	0	37	1	37
12	0	38	1	8
13	0	1	1	195
13	0	2	1	25
13	0	3	1	108
13	0	4	1	700
13	0	5	1	37
13	0	6	1	1
13	0	7	1	89
13	0	8	1	8
13	0	9	1	411
13	0	10	1	15
13	0	11	1	8
13	0	12	1	5
13	0	13	1	31
13	0	14	1	4
13	0	15	1	1
13	0	16	1	34
13	0	17	1	32
13	0	18	1	192
13	0	19	1	56
13	0	20	1	18
13	0	21	1	4
13	0	22	1	2
13	0	23	1	22
13	0	24	1	8
13	0	25	1	3
13	0	26	1	22
13	0	27	1	14
13	0	28	1	3
14	0	1	1	1
14	0	2	1	101
14	0	3	1	170
14	0	4	1	217
14	0	5	1	240
14	0	6	1	283
14	0	7	1	1
14	0	8	1	7
14	0	9	1	41
14	0	10	1	15
14	0	11	1	65
14	0	12	1	435
14	0	13	1	21
14	0	14	1	73
14	0	15	1	16
14	0	16	1	30
14	0	17	1	113
14	0	18	1	93
14	0	19	1	11
14	0	20	1	9
14	0	21	1	18
14	0	22	1	8
14	0	23	1	64
14	0	24	1	16
15	0	1	1	46
15	0	2	1	27
15	0	3	1	5
15	0	4	1	40
15	0	5	1	13
15	0	6	1	1
15	0	7	1	10
15	0	8	1	17
15	0	9	1	7
15	0	10	1	10
15	0	11	1	11
15	0	12	1	1
15	0	13	1	11
15	0	14	1	13
15	0	15	1	2
15	0	16	1	1
15	0	17	1	1
15	0	18	1	1
15	0	19	1	1
15	0	20	1	6
15	0	21	1	14
15	0	22	1	6
15	0	23	1	4
15	0	24	1	4
15	0	25	1	2
15	0	26	1	2
16	0	1	1	972
16	0	2	1	1457
16	0	3	1	438
16	0	4	1	419
16	0	5	1	81
16	0	6	1	11
16	0	7	1	28
16	0	8	1	30
16	0	9	1	14
16	0	10	1	3
16	0	11	1	2
16	0	12	1	70
16	0	13	1	28
16	0	14	1	14
16	0	15	1	8
16	0	16	1	22
16	0	17	1	16
16	0	18	1	16
16	0	19	1	61
16	0	20	1	36
16	0	21	1	10
16	0	22	1	9
16	0	23	1	2
16	0	24	1	3
16	0	25	1	32
16	0	26	1	37
16	0	27	1	13
16	0	28	1	12
16	0	29	1	2
16	0	30	1	28
16	0	31	1	44
16	0	32	1	22
16	0	33	1	22
16	0	34	1	2
16	0	35	1	1
16	0	36	1	1
16	0	37	1	48
16	0	38	1	23
16	0	39	1	1
16	0	40	1	2
16	0	41	1	5
16	0	42	1	3
16	0	43	1	5
16	0	44	1	1
16	0	45	1	10
16	0	46	1	4
16	0	47	1	2
16	0	48	1	4
16	0	49	1	4
16	0	50	1	10
16	0	51	1	2
16	0	52	1	4
16	0	53	1	2
17	0	1	1	1
17	0	2	1	229
17	0	3	1	147
17	0	4	1	172
