"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	1	1
0	0	2	1	2645
0	0	3	1	1432
0	0	4	1	7
0	0	5	1	11
1	0	1	1	1
1	0	2	1	4095
2	0	1	1	1
2	0	2	1	71
2	0	3	1	43
2	0	4	1	26
2	0	5	1	599
2	0	6	1	86
2	0	7	1	29
2	0	8	1	198
2	0	9	1	145
2	0	10	1	134
2	0	11	1	37
2	0	12	1	451
2	0	13	1	25
2	0	14	1	122
2	0	15	1	203
2	0	16	1	426
2	0	17	1	96
2	0	18	1	128
2	0	19	1	104
2	0	20	1	29
2	0	21	1	313
2	0	22	1	47
2	0	23	1	30
2	0	24	1	77
2	0	25	1	93
2	0	26	1	19
2	0	27	1	11
2	0	28	1	2
2	0	29	1	62
2	0	30	1	67
2	0	31	1	2
2	0	32	1	14
2	0	33	1	30
2	0	34	1	30
2	0	35	1	2
2	0	36	1	18
2	0	37	1	42
2	0	38	1	32
2	0	39	1	10
2	0	40	1	14
2	0	41	1	2
2	0	42	1	7
2	0	43	1	35
2	0	44	1	69
2	0	45	1	26
2	0	46	1	41
2	0	47	1	3
2	0	48	1	16
2	0	49	1	6
2	0	50	1	11
2	0	51	1	2
2	0	52	1	3
2	0	53	1	3
2	0	54	1	2
2	0	55	1	2
3	0	1	1	1
3	0	2	1	343
3	0	3	1	557
3	0	4	1	952
3	0	5	1	174
3	0	6	1	67
3	0	7	1	657
3	0	8	1	67
3	0	9	1	109
3	0	10	1	11
3	0	11	1	762
3	0	12	1	320
3	0	13	1	3
3	0	14	1	58
3	0	15	1	15
4	0	1	1	1
4	0	2	1	3353
4	0	3	1	179
4	0	4	1	85
4	0	5	1	63
4	0	6	1	279
4	0	7	1	105
4	0	8	1	31
5	0	1	1	233
5	0	2	1	635
5	0	3	1	23
5	0	4	1	815
5	0	5	1	213
5	0	6	1	4
5	0	7	1	8
5	0	8	1	33
5	0	9	1	2
5	0	10	1	2
5	0	11	3	80
6	0	1	1	1
6	0	2	1	2024
6	0	3	1	13
6	0	4	1	18
6	0	5	1	20
6	0	6	1	277
6	0	7	1	1635
6	0	8	1	6
6	0	9	1	62
6	0	10	1	22
6	0	11	1	9
6	0	12	1	7
6	0	13	1	2
7	0	1	1	105
7	0	2	1	687
7	0	3	1	290
7	0	4	1	112
7	0	5	1	63
7	0	6	1	14
7	0	7	1	34
7	0	8	1	220
7	0	9	1	23
7	0	10	1	49
7	0	11	1	103
7	0	12	1	6
7	0	13	1	4
7	0	14	1	176
7	0	15	1	47
7	0	16	1	43
7	0	17	1	1
7	0	18	1	1
7	0	19	1	17
7	0	20	1	4
7	0	21	1	7
7	0	22	1	24
7	0	23	1	4
7	0	24	1	2
7	0	25	1	2
7	0	26	1	2
7	0	27	1	2
7	0	28	1	6
8	0	1	1	1
8	0	2	1	4095
9	0	1	1	1
9	0	2	1	4095
10	0	1	1	1
10	0	2	1	4095
11	0	1	1	12
11	0	2	1	20
11	0	3	1	2
11	0	4	1	20
11	0	5	1	11
11	0	6	1	7
11	0	7	1	2
11	0	8	1	8
11	0	9	1	2
11	0	10	1	4
11	0	11	1	10
11	0	12	1	16
11	0	13	1	6
11	0	14	1	2
11	0	15	1	1
11	0	16	1	1
11	0	17	1	2
11	0	18	1	2
12	0	1	1	78
12	0	2	1	4
12	0	3	1	9
12	0	4	1	5
12	0	5	1	91
12	0	6	1	4
12	0	7	1	19
12	0	8	1	2
12	0	9	1	2
12	0	10	1	14
12	0	11	1	14
12	0	12	1	14
13	0	1	1	6
13	0	2	1	1240
13	0	3	1	227
13	0	4	1	109
13	0	5	1	155
13	0	6	1	5
13	0	7	1	298
13	0	8	1	3
13	0	9	1	2
13	0	10	1	3
14	0	1	1	1
14	0	2	1	460
14	0	3	1	627
14	0	4	1	948
