"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	2	9
0	0	2	2	2
0	0	3	2	6
0	0	4	2	26
0	0	5	2	26
0	0	6	2	9
0	0	7	9	789
0	0	8	9	789
0	0	9	11	1220
0	0	10	11	1220
1	0	1	1	2042
1	0	2	1	2042
1	0	3	6	12
2	0	1	1	69
2	0	2	1	69
2	0	3	1	12
2	0	4	1	12
2	0	5	10	1350
2	0	6	10	1350
2	0	7	16	1234
3	0	1	2	58
3	0	2	3	164
3	0	3	3	164
3	0	4	4	1084
3	0	5	6	56
3	0	6	6	56
3	0	7	7	1257
3	0	8	7	1257
4	0	1	2	2
4	0	2	6	3398
4	0	3	7	348
4	0	4	7	348
5	0	1	2	1624
5	0	2	2	4
5	0	3	2	18
5	0	4	6	2450
6	0	1	1	1
6	0	2	1	1
6	0	3	7	2047
6	0	4	7	2047
7	0	1	2	56
7	0	2	2	841
7	0	3	2	841
7	0	4	6	1057
7	0	5	6	1057
7	0	6	10	244
8	0	1	1	2048
8	0	2	1	2048
9	0	1	1	1589
9	0	2	1	1589
9	0	3	2	459
9	0	4	2	459
10	0	1	1	2048
10	0	2	1	2048
11	0	1	2	3878
11	0	2	2	109
11	0	3	2	109
12	0	1	2	2198
12	0	2	2	1680
12	0	3	2	24
12	0	4	2	97
12	0	5	2	97
13	0	1	2	1482
13	0	2	2	45
13	0	3	2	45
13	0	4	6	333
13	0	5	6	333
13	0	6	8	595
13	0	7	8	595
13	0	8	11	334
13	0	9	11	334
14	0	1	1	664
14	0	2	1	664
14	0	3	4	2768
15	0	1	1	2
15	0	2	1	2
15	0	3	4	14
15	0	4	4	14
15	0	5	7	1410
15	0	6	7	1410
15	0	7	10	1244
16	0	1	1	1
16	0	2	1	1
16	0	3	2	425
16	0	4	2	230
16	0	5	2	425
16	0	6	2	14
16	0	7	3	1077
16	0	8	3	1077
16	0	9	4	361
16	0	10	4	62
16	0	11	4	361
16	0	12	4	62
17	0	1	1	465
17	0	2	1	465
17	0	3	1	18
17	0	4	1	18
17	0	5	3	1565
17	0	6	3	1565
18	0	1	2	474
18	0	2	11	1811
18	0	3	11	1811
19	0	1	2	1662
19	0	2	2	2190
19	0	3	2	206
19	0	4	2	38
20	0	1	3	419
20	0	2	3	419
20	0	3	4	3258
21	0	1	1	1
21	0	2	1	5
21	0	3	1	5
21	0	4	1	1
21	0	5	3	108
21	0	6	3	108
21	0	7	10	516
21	0	8	18	3352
22	0	1	2	3874
22	0	2	2	67
22	0	3	2	67
22	0	4	2	42
22	0	5	2	46
23	0	1	1	1
23	0	2	1	1
23	0	3	2	4094
24	0	1	1	1464
24	0	2	1	1464
24	0	3	2	584
24	0	4	2	584
25	0	1	2	2016
25	0	2	2	2016
25	0	3	2	32
25	0	4	2	32
26	0	1	2	3928
26	0	2	2	84
26	0	3	2	84
27	0	1	1	2048
27	0	2	1	2048
28	0	1	1	9
28	0	2	1	9
28	0	3	2	1885
28	0	4	2	1885
28	0	5	4	154
28	0	6	4	154
29	0	1	2	392
29	0	2	10	488
29	0	3	22	3216
30	0	1	2	4096
31	0	1	1	2
31	0	2	1	2
31	0	3	4	4
31	0	4	8	1574
31	0	5	16	1922
31	0	6	16	592
32	0	1	1	2048
32	0	2	1	2048
33	0	1	3	1675
33	0	2	3	1675
33	0	3	4	129
33	0	4	4	129
33	0	5	5	244
33	0	6	5	244
34	0	1	1	2036
34	0	2	1	2036
34	0	3	1	9
34	0	4	1	2
34	0	5	1	9
34	0	6	1	1
34	0	7	1	1
34	0	8	1	2
35	0	1	2	556
35	0	2	2	556
35	0	3	4	763
35	0	4	4	763
35	0	5	6	86
35	0	6	9	66
35	0	7	9	66
35	0	8	10	1240
36	0	1	2	4096
37	0	1	2	39
37	0	2	2	39
37	0	3	2	29
37	0	4	2	29
37	0	5	12	1980
37	0	6	12	1980
38	0	1	1	2048
38	0	2	1	2048
39	0	1	2	1863
39	0	2	2	1863
39	0	3	2	84
39	0	4	2	80
39	0	5	2	26
39	0	6	2	84
39	0	7	2	6
39	0	8	3	45
39	0	9	3	45
40	0	1	4	2048
40	0	2	4	2048
41	0	1	1	2042
41	0	2	1	2042
41	0	3	1	6
41	0	4	1	6
42	0	1	1	2048
42	0	2	1	2048
43	0	1	16	4096
44	0	1	6	2048
