Network_no	Model_no	func_type	derrida_coeff	net_sen	final_hamming	fragility
0	0	IMR	1.4609375	1.4609375	2.3745994567871094	1.7457942962646484
1	0	IMR	1.79296875	1.79296875	2.7626800537109375	2.7626800537109375
2	0	IMR	1.5078125	1.5078125	2.487579345703125	2.2034263610839844
3	0	IMR	1.55078125	1.55078125	2.0336532592773438	2.0336532592773438
4	0	IMR	1.33203125	1.33203125	2.9961471557617188	1.9301071166992188
5	0	IMR	1.609375	1.609375	3.588719711303711	1.4761700439453123
6	0	IMR	1.52734375	1.52734375	2.63720703125	2.63720703125
7	0	IMR	1.48828125	1.48828125	4.952091674804688	0.6305434036254883
8	0	IMR	1.62109375	1.62109375	3.2132720947265625	3.2132720947265625
9	0	IMR	1.39453125	1.39453125	1.9361724853515625	1.9361724853515625
10	0	IMR	1.6640625	1.6640625	3.9006927490234387	0.0264129638671875
11	0	IMR	1.390625	1.390625	2.3026580810546875	2.3020477294921875
12	0	IMR	1.5234375	1.5234375	4.210689125061036	1.8243782424926762
13	0	IMR	1.6875	1.6875	4.343249168395994	2.621033744812012
14	0	IMR	1.68359375	1.68359375	3.02148567199707	2.489624061584473
15	0	IMR	1.53515625	1.53515625	3.9852671432495117	1.4827678680419927
16	0	IMR	1.62109375	1.62109375	2.23626708984375	1.0457916259765625
17	0	IMR	1.5859375	1.5859375	2.988292694091797	1.2992706298828125
18	0	IMR	1.5390625	1.5390625	2.64556884765625	2.64556884765625
19	0	IMR	1.58203125	1.58203125	3.3660049438476562	2.982452392578125
20	0	IMR	1.4765625	1.4765625	2.4334716796875	2.393951416015625
21	0	IMR	1.390625	1.390625	1.647308349609375	1.6468353271484375
22	0	IMR	1.421875	1.421875	2.0873870849609375	2.0873870849609375
23	0	IMR	1.44140625	1.44140625	3.344873199462889	3.0328201293945307
24	0	IMR	1.43359375	1.43359375	3.0527902221679684	2.050285415649414
25	0	IMR	1.4453125	1.4453125	1.2649002075195312	1.2649002075195312
26	0	IMR	1.54296875	1.54296875	3.0705947875976562	3.0705947875976562
27	0	IMR	1.40625	1.40625	3.5131220245361336	2.811031723022461
28	0	IMR	1.609375	1.609375	2.4818115234375	0.0
29	0	IMR	1.59765625	1.59765625	4.383716583251953	1.7015190124511719
30	0	IMR	1.56640625	1.56640625	3.4600677490234375	3.4600677490234375
31	0	IMR	1.55078125	1.55078125	3.38916015625	3.38916015625
32	0	IMR	1.453125	1.453125	3.1732635498046875	3.1732635498046875
33	0	IMR	1.56640625	1.56640625	3.7547607421875	3.3248825073242188
34	0	IMR	1.5078125	1.5078125	3.067954139709471	2.433043670654297
35	0	IMR	1.4609375	1.4609375	1.9288082122802734	1.2990875244140625
36	0	IMR	1.51171875	1.51171875	5.001699447631837	2.2405160522460945
37	0	IMR	1.43359375	1.43359375	1.7960586547851562	1.4664993286132812
38	0	IMR	1.25	1.25	1.6132316589355469	1.6132316589355469
39	0	IMR	1.5390625	1.5390625	3.0424652099609375	3.0424652099609375
40	0	IMR	1.609375	1.609375	4.224501571655272	1.3800636291503907
41	0	IMR	1.51171875	1.51171875	2.508678436279297	2.508678436279297
42	0	IMR	1.6171875	1.6171875	2.916248321533203	2.915119171142578
43	0	IMR	1.7890625	1.7890625	3.763599395751953	3.634418487548828
44	0	IMR	1.6953125	1.6953125	3.911754608154297	3.887378692626953
45	0	IMR	1.60546875	1.60546875	3.0943517684936523	1.3693218231201172
46	0	IMR	1.53125	1.53125	5.5276625442504885	1.592119102478028
47	0	IMR	1.5	1.5	2.0672607421875	1.2050323486328125
48	0	IMR	1.49609375	1.49609375	2.8065948486328125	2.6480369567871094
49	0	IMR	1.6484375	1.6484375	5.1497749328613285	1.0594726562499996
50	0	IMR	1.4375	1.4375	2.1551129150390627	1.8514743041992183
51	0	IMR	1.51171875	1.51171875	3.384725952148437	1.1797943115234375
52	0	IMR	1.53515625	1.53515625	2.913155593872071	1.8476880645751956
