	k	BF	sign	bias	self_loop	self_loop_index	Real_k	ineff_inps	Real_sign	real_bias	EF_BF
622	7	00000000110000001100000011111100000000000000000000000000110000001100000011111100111111001111111100000000110000001100000011111100	aiaaiii	44	Y	6	6	[6]	aiaaii	22	0000100010001110000000000000100010001110111011110000100010001110
623	7	01000000110101001101010011111101000000000100000001000000110101001111110111111111111111111111111111010100111111011111110111111111	aiaaiia	79	Y	0	7	[]	aiaaiia	79	01000000110101001101010011111101000000000100000001000000110101001111110111111111111111111111111111010100111111011111110111111111
624	7	01000000110101001101010011111101010000001101010011010100111111011101010011111101111111011111111111010100111111011111110111111111	aiaaiia	84	Y	1	6	[1]	aaaiia	42	0100000011010100110101001111110111010100111111011111110111111111
625	7	01000000110101001111110111111111000000000100000011010100111111011101010011111101111111111111111101000000110101001111110111111111	aiaaiia	79	Y	2	7	[]	aiaaiia	79	01000000110101001111110111111111000000000100000011010100111111011101010011111101111111111111111101000000110101001111110111111111
626	7	01000000111111011101010011111111000000001101010001000000111111011101010011111111111111011111111101000000111111011101010011111111	aiaaiia	79	Y	3	7	[]	aiaaiia	79	01000000111111011101010011111111000000001101010001000000111111011101010011111111111111011111111101000000111111011101010011111111
627	7	01000100110111011101110111111111000000000100010001000100110111011101110111111111111111111111111101000100110111011101110111111111	aiaaiia	84	Y	4	6	[4]	aiaaia	42	0100110111011111000001000100110111011111111111110100110111011111
628	7	01010000111101011111010111111111000000000101000001010000111101011111010111111111111111111111111101010000111101011111010111111111	aiaaiia	84	Y	5	6	[5]	aiaaia	42	0100110111011111000001000100110111011111111111110100110111011111
629	7	01010100110101011101010111111101010000000101010001010100110101011101010111111101111111011111111101010100110101011101010111111101	aiaaiia	79	Y	6	7	[]	aiaaiia	79	01010100110101011101010111111101010000000101010001010100110101011101010111111101111111011111111101010100110101011101010111111101
630	7	00100000101100101011001011111011000000000010000000100000101100101111101111111111111111111111111110110010111110111111101111111111	aiaaiai	79	Y	0	7	[]	aiaaiai	79	00100000101100101011001011111011000000000010000000100000101100101111101111111111111111111111111110110010111110111111101111111111
631	7	00100000101100101011001011111011001000001011001010110010111110111011001011111011111110111111111110110010111110111111101111111111	aiaaiai	84	Y	1	6	[1]	aaaiai	42	0010000010110010101100101111101110110010111110111111101111111111
632	7	00100000101100101111101111111111000000000010000010110010111110111011001011111011111111111111111100100000101100101111101111111111	aiaaiai	79	Y	2	7	[]	aiaaiai	79	00100000101100101111101111111111000000000010000010110010111110111011001011111011111111111111111100100000101100101111101111111111
633	7	00100000111110111011001011111111000000001011001000100000111110111011001011111111111110111111111100100000111110111011001011111111	aiaaiai	79	Y	3	7	[]	aiaaiai	79	00100000111110111011001011111111000000001011001000100000111110111011001011111111111110111111111100100000111110111011001011111111
634	7	00100010101110111011101111111111000000000010001000100010101110111011101111111111111111111111111100100010101110111011101111111111	aiaaiai	84	Y	4	6	[4]	aiaaai	42	0010101110111111000000100010101110111111111111110010101110111111
635	7	00110010101100111011001111111011001000000011001000110010101100111011001111111011111110111111111100110010101100111011001111111011	aiaaiai	79	Y	5	7	[]	aiaaiai	79	00110010101100111011001111111011001000000011001000110010101100111011001111111011111110111111111100110010101100111011001111111011
636	7	00110000111100111111001111111111000000000011000000110000111100111111001111111111111111111111111100110000111100111111001111111111	aiaaiai	84	Y	6	6	[6]	aiaaia	42	0100110111011111000001000100110111011111111111110100110111011111
637	7	01110001111101111111011111111111000100000111000101110001111101111111111111111111111111111111111111110111111111111111111111111111	aiaaiaa	105	Y	0	7	[]	aiaaiaa	105	01110001111101111111011111111111000100000111000101110001111101111111111111111111111111111111111111110111111111111111111111111111
638	7	01110001111101111111011111111111011100011111011111110111111111111111011111111111111111111111111111110111111111111111111111111111	aiaaiaa	114	Y	1	6	[1]	aaaiaa	57	0111000111110111111101111111111111110111111111111111111111111111
639	7	01110001111101111111111111111111000100000111000111110111111111111111011111111111111111111111111101110001111101111111111111111111	aiaaiaa	105	Y	2	7	[]	aiaaiaa	105	01110001111101111111111111111111000100000111000111110111111111111111011111111111111111111111111101110001111101111111111111111111
640	7	01110001111111111111011111111111000100001111011101110001111111111111011111111111111111111111111101110001111111111111011111111111	aiaaiaa	105	Y	3	7	[]	aiaaiaa	105	01110001111111111111011111111111000100001111011101110001111111111111011111111111111111111111111101110001111111111111011111111111
641	7	01110111111111111111111111111111000100010111011101110111111111111111111111111111111111111111111101110111111111111111111111111111	aiaaiaa	114	Y	4	6	[4]	aiaaaa	57	0111111111111111000101110111111111111111111111110111111111111111
642	7	01110011111101111111011111111111001100010111001101110011111101111111011111111111111111111111111101110011111101111111011111111111	aiaaiaa	105	Y	5	7	[]	aiaaiaa	105	01110011111101111111011111111111001100010111001101110011111101111111011111111111111111111111111101110011111101111111011111111111
643	7	01110101111101111111011111111111010100010111010101110101111101111111011111111111111111111111111101110101111101111111011111111111	aiaaiaa	105	Y	6	7	[]	aiaaiaa	105	01110101111101111111011111111111010100010111010101110101111101111111011111111111111111111111111101110101111101111111011111111111
644	7	00001000100011101000111011101111000000000000100000001000100011101110111111111111111111111111111110001110111011111110111111111111	aiaaaii	79	Y	0	7	[]	aiaaaii	79	00001000100011101000111011101111000000000000100000001000100011101110111111111111111111111111111110001110111011111110111111111111
645	7	00001000100011101000111011101111000010001000111010001110111011111000111011101111111011111111111110001110111011111110111111111111	aiaaaii	84	Y	1	6	[1]	aaaaii	42	0000100010001110100011101110111110001110111011111110111111111111
646	7	00001000100011101110111111111111000000000000100010001110111011111000111011101111111111111111111100001000100011101110111111111111	aiaaaii	79	Y	2	7	[]	aiaaaii	79	00001000100011101110111111111111000000000000100010001110111011111000111011101111111111111111111100001000100011101110111111111111
647	7	00001000111011111000111011111111000000001000111000001000111011111000111011111111111011111111111100001000111011111000111011111111	aiaaaii	79	Y	3	7	[]	aiaaaii	79	00001000111011111000111011111111000000001000111000001000111011111000111011111111111011111111111100001000111011111000111011111111
648	7	00001110100011111000111111101111000010000000111000001110100011111000111111101111111011111111111100001110100011111000111111101111	aiaaaii	79	Y	4	7	[]	aiaaaii	79	00001110100011111000111111101111000010000000111000001110100011111000111111101111111011111111111100001110100011111000111111101111
649	7	00001010101011111010111111111111000000000000101000001010101011111010111111111111111111111111111100001010101011111010111111111111	aiaaaii	84	Y	5	6	[5]	aiaaai	42	0010101110111111000000100010101110111111111111110010101110111111
650	7	00001100110011111100111111111111000000000000110000001100110011111100111111111111111111111111111100001100110011111100111111111111	aiaaaii	84	Y	6	6	[6]	aiaaai	42	0010101110111111000000100010101110111111111111110010101110111111
651	7	01001101110111111101111111111111000001000100110101001101110111111111111111111111111111111111111111011111111111111111111111111111	aiaaaia	105	Y	0	7	[]	aiaaaia	105	01001101110111111101111111111111000001000100110101001101110111111111111111111111111111111111111111011111111111111111111111111111
652	7	01001101110111111101111111111111010011011101111111011111111111111101111111111111111111111111111111011111111111111111111111111111	aiaaaia	114	Y	1	6	[1]	aaaaia	57	0100110111011111110111111111111111011111111111111111111111111111
653	7	01001101110111111111111111111111000001000100110111011111111111111101111111111111111111111111111101001101110111111111111111111111	aiaaaia	105	Y	2	7	[]	aiaaaia	105	01001101110111111111111111111111000001000100110111011111111111111101111111111111111111111111111101001101110111111111111111111111
654	7	01001101111111111101111111111111000001001101111101001101111111111101111111111111111111111111111101001101111111111101111111111111	aiaaaia	105	Y	3	7	[]	aiaaaia	105	01001101111111111101111111111111000001001101111101001101111111111101111111111111111111111111111101001101111111111101111111111111
655	7	01001111110111111101111111111111000011010100111101001111110111111101111111111111111111111111111101001111110111111101111111111111	aiaaaia	105	Y	4	7	[]	aiaaaia	105	01001111110111111101111111111111000011010100111101001111110111111101111111111111111111111111111101001111110111111101111111111111
656	7	01011111111111111111111111111111000001010101111101011111111111111111111111111111111111111111111101011111111111111111111111111111	aiaaaia	114	Y	5	6	[5]	aiaaaa	57	0111111111111111000101110111111111111111111111110111111111111111
657	7	01011101110111111101111111111111010001010101110101011101110111111101111111111111111111111111111101011101110111111101111111111111	aiaaaia	105	Y	6	7	[]	aiaaaia	105	01011101110111111101111111111111010001010101110101011101110111111101111111111111111111111111111101011101110111111101111111111111
658	7	00101011101111111011111111111111000000100010101100101011101111111111111111111111111111111111111110111111111111111111111111111111	aiaaaai	105	Y	0	7	[]	aiaaaai	105	00101011101111111011111111111111000000100010101100101011101111111111111111111111111111111111111110111111111111111111111111111111
659	7	00101011101111111011111111111111001010111011111110111111111111111011111111111111111111111111111110111111111111111111111111111111	aiaaaai	114	Y	1	6	[1]	aaaaai	57	0010101110111111101111111111111110111111111111111111111111111111
660	7	00101011101111111111111111111111000000100010101110111111111111111011111111111111111111111111111100101011101111111111111111111111	aiaaaai	105	Y	2	7	[]	aiaaaai	105	00101011101111111111111111111111000000100010101110111111111111111011111111111111111111111111111100101011101111111111111111111111
661	7	00101011111111111011111111111111000000101011111100101011111111111011111111111111111111111111111100101011111111111011111111111111	aiaaaai	105	Y	3	7	[]	aiaaaai	105	00101011111111111011111111111111000000101011111100101011111111111011111111111111111111111111111100101011111111111011111111111111
662	7	00101111101111111011111111111111000010110010111100101111101111111011111111111111111111111111111100101111101111111011111111111111	aiaaaai	105	Y	4	7	[]	aiaaaai	105	00101111101111111011111111111111000010110010111100101111101111111011111111111111111111111111111100101111101111111011111111111111
663	7	00111011101111111011111111111111001000110011101100111011101111111011111111111111111111111111111100111011101111111011111111111111	aiaaaai	105	Y	5	7	[]	aiaaaai	105	00111011101111111011111111111111001000110011101100111011101111111011111111111111111111111111111100111011101111111011111111111111
664	7	00111111111111111111111111111111000000110011111100111111111111111111111111111111111111111111111100111111111111111111111111111111	aiaaaai	114	Y	6	6	[6]	aiaaaa	57	0111111111111111000101110111111111111111111111110111111111111111
665	7	01111111111111111111111111111111000101110111111101111111111111111111111111111111111111111111111111111111111111111111111111111111	aiaaaaa	121	Y	0	7	[]	aiaaaaa	121	01111111111111111111111111111111000101110111111101111111111111111111111111111111111111111111111111111111111111111111111111111111
666	7	01111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	aiaaaaa	126	Y	1	6	[1]	aaaaaa	63	0111111111111111111111111111111111111111111111111111111111111111
667	7	01111111111111111111111111111111000101110111111111111111111111111111111111111111111111111111111101111111111111111111111111111111	aiaaaaa	121	Y	2	7	[]	aiaaaaa	121	01111111111111111111111111111111000101110111111111111111111111111111111111111111111111111111111101111111111111111111111111111111
668	7	01111111111111111111111111111111000101111111111101111111111111111111111111111111111111111111111101111111111111111111111111111111	aiaaaaa	121	Y	3	7	[]	aiaaaaa	121	01111111111111111111111111111111000101111111111101111111111111111111111111111111111111111111111101111111111111111111111111111111
669	7	01111111111111111111111111111111000111110111111101111111111111111111111111111111111111111111111101111111111111111111111111111111	aiaaaaa	121	Y	4	7	[]	aiaaaaa	121	01111111111111111111111111111111000111110111111101111111111111111111111111111111111111111111111101111111111111111111111111111111
670	7	01111111111111111111111111111111001101110111111101111111111111111111111111111111111111111111111101111111111111111111111111111111	aiaaaaa	121	Y	5	7	[]	aiaaaaa	121	01111111111111111111111111111111001101110111111101111111111111111111111111111111111111111111111101111111111111111111111111111111
671	7	01111111111111111111111111111111010101110111111101111111111111111111111111111111111111111111111101111111111111111111111111111111	aiaaaaa	121	Y	6	7	[]	aiaaaaa	121	01111111111111111111111111111111010101110111111101111111111111111111111111111111111111111111111101111111111111111111111111111111
672	7	00000000000000000000000000000000100000000000000000000000000000001110100010000000100000000000000011111110111010001110100010000000	aaiiiii	23	Y	0	7	[]	aaiiiii	23	00000000000000000000000000000000100000000000000000000000000000001110100010000000100000000000000011111110111010001110100010000000
673	7	00000000000000000000000000000000111010001000000010000000000000001000000000000000000000000000000011111110111010001110100010000000	aaiiiii	23	Y	1	7	[]	aaiiiii	23	00000000000000000000000000000000111010001000000010000000000000001000000000000000000000000000000011111110111010001110100010000000
674	7	00000000000000000000000000000000100000000000000010000000000000001000000000000000100000000000000011101000100000001110100010000000	aaiiiii	14	Y	2	6	[2]	aaiiii	7	0000000000000000100000000000000010000000000000001110100010000000
675	7	00000000000000000000000000000000100000001000000000000000000000001000000010000000000000000000000011101000111010001000000010000000	aaiiiii	14	Y	3	6	[3]	aaiiii	7	0000000000000000100000000000000010000000000000001110100010000000
676	7	00000000000000000000000000000000100010000000000000000000000000001000100000000000000000000000000011101110100010001000100000000000	aaiiiii	14	Y	4	6	[4]	aaiiii	7	0000000000000000100000000000000010000000000000001110100010000000
677	7	00000000000000000000000000000000101000000000000000000000000000001010000000000000000000000000000011111010101000001010000000000000	aaiiiii	14	Y	5	6	[5]	aaiiii	7	0000000000000000100000000000000010000000000000001110100010000000
678	7	00000000000000000000000000000000110000000000000000000000000000001100000000000000000000000000000011111100110000001100000000000000	aaiiiii	14	Y	6	6	[6]	aaiiii	7	0000000000000000100000000000000010000000000000001110100010000000
679	7	01000000000000000000000000000000110101000100000001000000000000001111110111010100110101000100000011111111111111011111110111010100	aaiiiia	49	Y	0	7	[]	aaiiiia	49	01000000000000000000000000000000110101000100000001000000000000001111110111010100110101000100000011111111111111011111110111010100
680	7	01000000000000000000000000000000111111011101010011010100010000001101010001000000010000000000000011111111111111011111110111010100	aaiiiia	49	Y	1	7	[]	aaiiiia	49	01000000000000000000000000000000111111011101010011010100010000001101010001000000010000000000000011111111111111011111110111010100
681	7	01000000000000000100000000000000110101000100000011010100010000001101010001000000110101000100000011111101110101001111110111010100	aaiiiia	44	Y	2	6	[2]	aaiiia	22	0100000000000000110101000100000011010100010000001111110111010100
682	7	01000000010000000000000000000000110101001101010001000000010000001101010011010100010000000100000011111101111111011101010011010100	aaiiiia	44	Y	3	6	[3]	aaiiia	22	0100000000000000110101000100000011010100010000001111110111010100
683	7	01000100000000000000000000000000110111010100010001000100000000001101110101000100010001000000000011111111110111011101110101000100	aaiiiia	44	Y	4	6	[4]	aaiiia	22	0100000000000000110101000100000011010100010000001111110111010100
684	7	01010000000000000000000000000000111101010101000001010000000000001111010101010000010100000000000011111111111101011111010101010000	aaiiiia	44	Y	5	6	[5]	aaiiia	22	0100000000000000110101000100000011010100010000001111110111010100
685	7	01010100010000000100000000000000110101010101010001010100010000001101010101010100010101000100000011111101110101011101010101010100	aaiiiia	49	Y	6	7	[]	aaiiiia	49	01010100010000000100000000000000110101010101010001010100010000001101010101010100010101000100000011111101110101011101010101010100
686	7	00100000000000000000000000000000101100100010000000100000000000001111101110110010101100100010000011111111111110111111101110110010	aaiiiai	49	Y	0	7	[]	aaiiiai	49	00100000000000000000000000000000101100100010000000100000000000001111101110110010101100100010000011111111111110111111101110110010
687	7	00100000000000000000000000000000111110111011001010110010001000001011001000100000001000000000000011111111111110111111101110110010	aaiiiai	49	Y	1	7	[]	aaiiiai	49	00100000000000000000000000000000111110111011001010110010001000001011001000100000001000000000000011111111111110111111101110110010
688	7	00100000000000000010000000000000101100100010000010110010001000001011001000100000101100100010000011111011101100101111101110110010	aaiiiai	44	Y	2	6	[2]	aaiiai	22	0010000000000000101100100010000010110010001000001111101110110010
689	7	00100000001000000000000000000000101100101011001000100000001000001011001010110010001000000010000011111011111110111011001010110010	aaiiiai	44	Y	3	6	[3]	aaiiai	22	0010000000000000101100100010000010110010001000001111101110110010
690	7	00100010000000000000000000000000101110110010001000100010000000001011101100100010001000100000000011111111101110111011101100100010	aaiiiai	44	Y	4	6	[4]	aaiiai	22	0010000000000000101100100010000010110010001000001111101110110010
691	7	00110010001000000010000000000000101100110011001000110010001000001011001100110010001100100010000011111011101100111011001100110010	aaiiiai	49	Y	5	7	[]	aaiiiai	49	00110010001000000010000000000000101100110011001000110010001000001011001100110010001100100010000011111011101100111011001100110010
692	7	00110000000000000000000000000000111100110011000000110000000000001111001100110000001100000000000011111111111100111111001100110000	aaiiiai	44	Y	6	6	[6]	aaiiia	22	0100000000000000110101000100000011010100010000001111110111010100
693	7	01110001000100000001000000000000111101110111000101110001000100001111111111110111111101110111000111111111111111111111111111110111	aaiiiaa	79	Y	0	7	[]	aaiiiaa	79	01110001000100000001000000000000111101110111000101110001000100001111111111110111111101110111000111111111111111111111111111110111
694	7	01110001000100000001000000000000111111111111011111110111011100011111011101110001011100010001000011111111111111111111111111110111	aaiiiaa	79	Y	1	7	[]	aaiiiaa	79	01110001000100000001000000000000111111111111011111110111011100011111011101110001011100010001000011111111111111111111111111110111
695	7	01110001000100000111000100010000111101110111000111110111011100011111011101110001111101110111000111111111111101111111111111110111	aaiiiaa	84	Y	2	6	[2]	aaiiaa	42	0111000100010000111101110111000111110111011100011111111111110111
696	7	01110001011100010001000000010000111101111111011101110001011100011111011111110111011100010111000111111111111111111111011111110111	aaiiiaa	84	Y	3	6	[3]	aaiiaa	42	0111000100010000111101110111000111110111011100011111111111110111
697	7	01110111000100010001000100000000111111110111011101110111000100011111111101110111011101110001000111111111111111111111111101110111	aaiiiaa	84	Y	4	6	[4]	aaiiaa	42	0111000100010000111101110111000111110111011100011111111111110111
698	7	01110011001100010011000100010000111101110111001101110011001100011111011101110011011100110011000111111111111101111111011101110011	aaiiiaa	79	Y	5	7	[]	aaiiiaa	79	01110011001100010011000100010000111101110111001101110011001100011111011101110011011100110011000111111111111101111111011101110011
699	7	01110101010100010101000100010000111101110111010101110101010100011111011101110101011101010101000111111111111101111111011101110101	aaiiiaa	79	Y	6	7	[]	aaiiiaa	79	01110101010100010101000100010000111101110111010101110101010100011111011101110101011101010101000111111111111101111111011101110101
700	7	00001000000000000000000000000000100011100000100000001000000000001110111110001110100011100000100011111111111011111110111110001110	aaiiaii	49	Y	0	7	[]	aaiiaii	49	00001000000000000000000000000000100011100000100000001000000000001110111110001110100011100000100011111111111011111110111110001110
701	7	00001000000000000000000000000000111011111000111010001110000010001000111000001000000010000000000011111111111011111110111110001110	aaiiaii	49	Y	1	7	[]	aaiiaii	49	00001000000000000000000000000000111011111000111010001110000010001000111000001000000010000000000011111111111011111110111110001110
702	7	00001000000000000000100000000000100011100000100010001110000010001000111000001000100011100000100011101111100011101110111110001110	aaiiaii	44	Y	2	6	[2]	aaiaii	22	0000100000000000100011100000100010001110000010001110111110001110
703	7	00001000000010000000000000000000100011101000111000001000000010001000111010001110000010000000100011101111111011111000111010001110	aaiiaii	44	Y	3	6	[3]	aaiaii	22	0000100000000000100011100000100010001110000010001110111110001110
704	7	00001110000010000000100000000000100011110000111000001110000010001000111100001110000011100000100011101111100011111000111100001110	aaiiaii	49	Y	4	7	[]	aaiiaii	49	00001110000010000000100000000000100011110000111000001110000010001000111100001110000011100000100011101111100011111000111100001110
705	7	00001010000000000000000000000000101011110000101000001010000000001010111100001010000010100000000011111111101011111010111100001010	aaiiaii	44	Y	5	6	[5]	aaiiai	22	0010000000000000101100100010000010110010001000001111101110110010
706	7	00001100000000000000000000000000110011110000110000001100000000001100111100001100000011000000000011111111110011111100111100001100	aaiiaii	44	Y	6	6	[6]	aaiiai	22	0010000000000000101100100010000010110010001000001111101110110010
707	7	01001101000001000000010000000000110111110100110101001101000001001111111111011111110111110100110111111111111111111111111111011111	aaiiaia	79	Y	0	7	[]	aaiiaia	79	01001101000001000000010000000000110111110100110101001101000001001111111111011111110111110100110111111111111111111111111111011111
708	7	01001101000001000000010000000000111111111101111111011111010011011101111101001101010011010000010011111111111111111111111111011111	aaiiaia	79	Y	1	7	[]	aaiiaia	79	01001101000001000000010000000000111111111101111111011111010011011101111101001101010011010000010011111111111111111111111111011111
709	7	01001101000001000100110100000100110111110100110111011111010011011101111101001101110111110100110111111111110111111111111111011111	aaiiaia	84	Y	2	6	[2]	aaiaia	42	0100110100000100110111110100110111011111010011011111111111011111
710	7	01001101010011010000010000000100110111111101111101001101010011011101111111011111010011010100110111111111111111111101111111011111	aaiiaia	84	Y	3	6	[3]	aaiaia	42	0100110100000100110111110100110111011111010011011111111111011111
711	7	01001111000011010000110100000100110111110100111101001111000011011101111101001111010011110000110111111111110111111101111101001111	aaiiaia	79	Y	4	7	[]	aaiiaia	79	01001111000011010000110100000100110111110100111101001111000011011101111101001111010011110000110111111111110111111101111101001111
712	7	01011111000001010000010100000000111111110101111101011111000001011111111101011111010111110000010111111111111111111111111101011111	aaiiaia	84	Y	5	6	[5]	aaiiaa	42	0111000100010000111101110111000111110111011100011111111111110111
713	7	01011101010001010100010100000100110111110101110101011101010001011101111101011101010111010100010111111111110111111101111101011101	aaiiaia	79	Y	6	7	[]	aaiiaia	79	01011101010001010100010100000100110111110101110101011101010001011101111101011101010111010100010111111111110111111101111101011101
714	7	00101011000000100000001000000000101111110010101100101011000000101111111110111111101111110010101111111111111111111111111110111111	aaiiaai	79	Y	0	7	[]	aaiiaai	79	00101011000000100000001000000000101111110010101100101011000000101111111110111111101111110010101111111111111111111111111110111111
715	7	00101011000000100000001000000000111111111011111110111111001010111011111100101011001010110000001011111111111111111111111110111111	aaiiaai	79	Y	1	7	[]	aaiiaai	79	00101011000000100000001000000000111111111011111110111111001010111011111100101011001010110000001011111111111111111111111110111111
716	7	00101011000000100010101100000010101111110010101110111111001010111011111100101011101111110010101111111111101111111111111110111111	aaiiaai	84	Y	2	6	[2]	aaiaai	42	0010101100000010101111110010101110111111001010111111111110111111
717	7	00101011001010110000001000000010101111111011111100101011001010111011111110111111001010110010101111111111111111111011111110111111	aaiiaai	84	Y	3	6	[3]	aaiaai	42	0010101100000010101111110010101110111111001010111111111110111111
718	7	00101111000010110000101100000010101111110010111100101111000010111011111100101111001011110000101111111111101111111011111100101111	aaiiaai	79	Y	4	7	[]	aaiiaai	79	00101111000010110000101100000010101111110010111100101111000010111011111100101111001011110000101111111111101111111011111100101111
719	7	00111011001000110010001100000010101111110011101100111011001000111011111100111011001110110010001111111111101111111011111100111011	aaiiaai	79	Y	5	7	[]	aaiiaai	79	00111011001000110010001100000010101111110011101100111011001000111011111100111011001110110010001111111111101111111011111100111011
720	7	00111111000000110000001100000000111111110011111100111111000000111111111100111111001111110000001111111111111111111111111100111111	aaiiaai	84	Y	6	6	[6]	aaiiaa	42	0111000100010000111101110111000111110111011100011111111111110111
721	7	01111111000101110001011100000001111111110111111101111111000101111111111111111111111111110111111111111111111111111111111111111111	aaiiaaa	105	Y	0	7	[]	aaiiaaa	105	01111111000101110001011100000001111111110111111101111111000101111111111111111111111111110111111111111111111111111111111111111111
722	7	01111111000101110001011100000001111111111111111111111111011111111111111101111111011111110001011111111111111111111111111111111111	aaiiaaa	105	Y	1	7	[]	aaiiaaa	105	01111111000101110001011100000001111111111111111111111111011111111111111101111111011111110001011111111111111111111111111111111111
723	7	01111111000101110111111100010111111111110111111111111111011111111111111101111111111111110111111111111111111111111111111111111111	aaiiaaa	114	Y	2	6	[2]	aaiaaa	57	0111111100010111111111110111111111111111011111111111111111111111
724	7	01111111011111110001011100010111111111111111111101111111011111111111111111111111011111110111111111111111111111111111111111111111	aaiiaaa	114	Y	3	6	[3]	aaiaaa	57	0111111100010111111111110111111111111111011111111111111111111111
725	7	01111111000111110001111100000111111111110111111101111111000111111111111101111111011111110001111111111111111111111111111101111111	aaiiaaa	105	Y	4	7	[]	aaiiaaa	105	01111111000111110001111100000111111111110111111101111111000111111111111101111111011111110001111111111111111111111111111101111111
726	7	01111111001101110011011100010011111111110111111101111111001101111111111101111111011111110011011111111111111111111111111101111111	aaiiaaa	105	Y	5	7	[]	aaiiaaa	105	01111111001101110011011100010011111111110111111101111111001101111111111101111111011111110011011111111111111111111111111101111111
727	7	01111111010101110101011100010101111111110111111101111111010101111111111101111111011111110101011111111111111111111111111101111111	aaiiaaa	105	Y	6	7	[]	aaiiaaa	105	01111111010101110101011100010101111111110111111101111111010101111111111101111111011111110101011111111111111111111111111101111111
728	7	00000000100000000000000000000000100000001110100000000000100000001110100011111110100000001110100011111110111111111110100011111110	aaiaiii	49	Y	0	7	[]	aaiaiii	49	00000000100000000000000000000000100000001110100000000000100000001110100011111110100000001110100011111110111111111110100011111110
729	7	00000000100000000000000000000000111010001111111010000000111010001000000011101000000000001000000011111110111111111110100011111110	aaiaiii	49	Y	1	7	[]	aaiaiii	49	00000000100000000000000000000000111010001111111010000000111010001000000011101000000000001000000011111110111111111110100011111110
730	7	00000000100000000000000010000000100000001110100010000000111010001000000011101000100000001110100011101000111111101110100011111110	aaiaiii	44	Y	2	6	[2]	aaaiii	22	0000000010000000100000001110100010000000111010001110100011111110
731	7	00000000111010000000000010000000100000001111111000000000111010001000000011111110000000001110100011101000111111111000000011111110	aaiaiii	49	Y	3	7	[]	aaiaiii	49	00000000111010000000000010000000100000001111111000000000111010001000000011111110000000001110100011101000111111111000000011111110
732	7	00000000100010000000000000000000100010001110111000000000100010001000100011101110000000001000100011101110111111111000100011101110	aaiaiii	44	Y	4	6	[4]	aaiaii	22	0000100000000000100011100000100010001110000010001110111110001110
733	7	00000000101000000000000000000000101000001111101000000000101000001010000011111010000000001010000011111010111111111010000011111010	aaiaiii	44	Y	5	6	[5]	aaiaii	22	0000100000000000100011100000100010001110000010001110111110001110
734	7	00000000110000000000000000000000110000001111110000000000110000001100000011111100000000001100000011111100111111111100000011111100	aaiaiii	44	Y	6	6	[6]	aaiaii	22	0000100000000000100011100000100010001110000010001110111110001110
735	7	01000000110101000000000001000000110101001111110101000000110101001111110111111111110101001111110111111111111111111111110111111111	aaiaiia	79	Y	0	7	[]	aaiaiia	79	01000000110101000000000001000000110101001111110101000000110101001111110111111111110101001111110111111111111111111111110111111111
736	7	01000000110101000000000001000000111111011111111111010100111111011101010011111101010000001101010011111111111111111111110111111111	aaiaiia	79	Y	1	7	[]	aaiaiia	79	01000000110101000000000001000000111111011111111111010100111111011101010011111101010000001101010011111111111111111111110111111111
737	7	01000000110101000100000011010100110101001111110111010100111111011101010011111101110101001111110111111101111111111111110111111111	aaiaiia	84	Y	2	6	[2]	aaaiia	42	0100000011010100110101001111110111010100111111011111110111111111
738	7	01000000111111010000000011010100110101001111111101000000111111011101010011111111010000001111110111111101111111111101010011111111	aaiaiia	79	Y	3	7	[]	aaiaiia	79	01000000111111010000000011010100110101001111111101000000111111011101010011111111010000001111110111111101111111111101010011111111
739	7	01000100110111010000000001000100110111011111111101000100110111011101110111111111010001001101110111111111111111111101110111111111	aaiaiia	84	Y	4	6	[4]	aaiaia	42	0100110100000100110111110100110111011111010011011111111111011111
740	7	01010000111101010000000001010000111101011111111101010000111101011111010111111111010100001111010111111111111111111111010111111111	aaiaiia	84	Y	5	6	[5]	aaiaia	42	0100110100000100110111110100110111011111010011011111111111011111
741	7	01010100110101010100000001010100110101011111110101010100110101011101010111111101010101001101010111111101111111111101010111111101	aaiaiia	79	Y	6	7	[]	aaiaiia	79	01010100110101010100000001010100110101011111110101010100110101011101010111111101010101001101010111111101111111111101010111111101
742	7	00100000101100100000000000100000101100101111101100100000101100101111101111111111101100101111101111111111111111111111101111111111	aaiaiai	79	Y	0	7	[]	aaiaiai	79	00100000101100100000000000100000101100101111101100100000101100101111101111111111101100101111101111111111111111111111101111111111
743	7	00100000101100100000000000100000111110111111111110110010111110111011001011111011001000001011001011111111111111111111101111111111	aaiaiai	79	Y	1	7	[]	aaiaiai	79	00100000101100100000000000100000111110111111111110110010111110111011001011111011001000001011001011111111111111111111101111111111
744	7	00100000101100100010000010110010101100101111101110110010111110111011001011111011101100101111101111111011111111111111101111111111	aaiaiai	84	Y	2	6	[2]	aaaiai	42	0010000010110010101100101111101110110010111110111111101111111111
745	7	00100000111110110000000010110010101100101111111100100000111110111011001011111111001000001111101111111011111111111011001011111111	aaiaiai	79	Y	3	7	[]	aaiaiai	79	00100000111110110000000010110010101100101111111100100000111110111011001011111111001000001111101111111011111111111011001011111111
746	7	00100010101110110000000000100010101110111111111100100010101110111011101111111111001000101011101111111111111111111011101111111111	aaiaiai	84	Y	4	6	[4]	aaiaai	42	0010101100000010101111110010101110111111001010111111111110111111
