	BF_as_int	k	avg_sen	bias
832	1412893933634821	6	1.0625	13
833	6872316557056237567	6	1.0625	51
834	408021893247	6	1.0625	13
835	144115183881551871	6	1.0625	51
836	19056769897813	6	1.0625	13
837	6149665288313372671	6	1.0625	51
838	50794255	6	1.0625	13
839	1085120394957946879	6	1.0625	51
840	1163936141071	6	1.0625	13
841	1085367506161369087	6	1.0625	51
842	1407465083437141	6	1.0625	13
843	6196766167466467327	6	1.0625	51
844	1407439308521487	6	1.0625	13
845	1152675209975652351	6	1.0625	51
846	286610773	6	1.0625	13
847	6148917039151972351	6	1.0625	51
848	18781892007253	6	1.0625	13
849	6149102338393505791	6	1.0625	51
850	281840054501461	6	1.0625	13
851	6196766167432921087	6	1.0625	51
852	5911339588714581	6	1.0625	15
853	6196766167432910847	6	1.0625	49
854	72905330438374147	6	1.0625	15
855	4557430888798830463	6	1.0625	49
856	23454816425301	6	1.0625	15
857	6149102338357854207	6	1.0625	49
858	21109764272947	6	1.0625	15
859	3689573991287619583	6	1.0625	49
860	357913941	6	1.0625	15
861	6148914702689763327	6	1.0625	49
862	545460846847	6	1.0625	15
863	72057589776515071	6	1.0625	49
864	322122547	6	1.0625	15
865	3689348835357753343	6	1.0625	49
866	8323327	6	1.0625	15
867	71778318084472831	6	1.0625	49
868	118427407	6	1.0625	15
869	1085102665332948991	6	1.0625	49
870	73470488038671621	6	1.0625	15
871	6872316419617283967	6	1.0625	49
872	76861433640456465	6	1.0625	15
873	8608480567731124095	6	1.0625	49
874	1970389262467087	6	1.0625	15
875	1152657617789591551	6	1.0625	49
876	32767	6	1.0625	15
877	562949953421311	6	1.0625	49
878	5348243604176947	6	1.0625	15
879	3746770586177583103	6	1.0625	49
880	7761005907727	6	1.0625	15
881	1085367506155077631	6	1.0625	49
882	217020518514230035	6	1.125	17
883	3980970136495406911	6	1.125	47
884	858993463	6	1.125	17
885	1383505808964190207	6	1.125	47
886	56294136361783	6	1.125	17
887	1383730982073663487	6	1.125	47
888	93823560602967	6	1.125	17
889	1537416319930335231	6	1.125	47
890	1229782938247303443	6	1.125	17
891	3996794549303736183	6	1.125	47
892	4222189076152351	6	1.125	17
893	576196865486163967	6	1.125	47
894	23925738098196567	6	1.125	17
895	1585080149005522431	6	1.125	47
896	217020518514230023	6	1.125	17
897	2251587879585136447	6	1.125	47
898	5726623061	6	1.125	17
899	6148914691952345087	6	1.125	47
900	16557098929951	6	1.125	17
901	508906753850605567	6	1.125	47
902	4295032831	6	1.125	17
903	281472829227007	6	1.125	47
904	1095216726271	6	1.125	17
905	71916852271382527	6	1.125	47
906	361700864190383367	6	1.125	17
907	2260630401189896031	6	1.125	47
908	16712191	6	1.125	17
909	35748421553881087	6	1.125	47
910	361700864190383381	6	1.125	17
911	6295855667313860447	6	1.125	47
912	252645151	6	1.125	17
913	508641844310048767	6	1.125	47
914	1229782938247303445	6	1.125	17
915	6302637558517430135	6	1.125	47
916	93823560668501	6	1.125	17
917	6148961600869367807	6	1.125	47
918	1431655767	6	1.125	17
919	1537228675672440831	6	1.125	47
920	4222189076152591	6	1.125	17
921	1116628820770623487	6	1.125	47
922	14355442858917943	6	1.125	17
923	1440927576963888127	6	1.125	47
924	23925738098196821	6	1.125	17
925	6160737370413946367	6	1.125	47
926	4311679231	6	1.125	17
927	71777216425361407	6	1.125	47
928	56294136427315	6	1.125	17
929	3689433253799002111	6	1.125	47
930	5153960755	6	1.125	17
931	3689348816030400511	6	1.125	47
932	131071	6	1.125	17
933	140737488355327	6	1.125	47
934	14355442858918195	6	1.125	17
935	3710741789158618111	6	1.125	47
936	1095216660991	6	1.125	17
937	36028792740773887	6	1.125	47
938	4547612431	6	1.125	17
939	1085102594465988607	6	1.125	47
940	16557098995471	6	1.125	17
941	1085226768665673727	6	1.125	47
942	33490431	6	1.25	19
943	26740672543326207	6	1.25	45
944	56311316231991	6	1.25	19
945	1374723782282051583	6	1.25	45
946	217020587233710867	6	1.25	19
947	3978718336547503935	6	1.25	45
948	217020518514493191	6	1.25	19
949	2242545495958306623	6	1.25	45
950	16625818406751	6	1.25	19
951	364791565640531967	6	1.25	45
952	282580214961493	6	1.25	19
953	6148914691943923711	6	1.25	45
954	30081483007	6	1.25	19
955	71777214814748671	6	1.25	45
956	337769113269043	6	1.25	19
957	3689362885054791679	6	1.25	45
958	23925738098327671	6	1.25	19
959	1296779404109633023	6	1.25	45
960	281549422810453	6	1.25	19
961	6148914691818094591	6	1.25	45
962	14355442858918015	6	1.25	19
963	143890884281185279	6	1.25	45
964	298032075837199	6	1.25	19
965	1085156399921463295	6	1.25	45
966	1112649174799	6	1.25	19
967	1085102593383858175	6	1.25	45
968	361700872780317967	6	1.25	19
969	1107708895509307231	6	1.25	45
970	17039359	6	1.25	19
971	69818988363775	6	1.25	45
972	17956863	6	1.25	19
973	131391639519231	6	1.25	45
974	56294136362871	6	1.25	19
975	1230608594743066623	6	1.25	45
976	217020518514234163	6	1.25	19
977	3690487960530009919	6	1.25	45
978	30064836607	6	1.25	19
979	281471218614271	6	1.25	45
980	82463372083	6	1.25	19
981	3689348814822440959	6	1.25	45
982	1113255523123	6	1.25	19
983	3689348814948270079	6	1.25	45
984	14356542370546483	6	1.25	19
985	3692727390640747519	6	1.25	45
986	282570193699071	6	1.25	19
987	71881667899260927	6	1.25	45
988	16557116034831	6	1.25	19
989	1085191034537771007	6	1.25	45
990	93832150537591	6	1.25	19
991	1249185942704881663	6	1.25	45
992	33493503	6	1.25	19
993	33496071984381951	6	1.25	45
994	1122418120021	6	1.25	19
995	6148914691407085567	6	1.25	45
996	1095216665599	6	1.25	19
997	15762594417606655	6	1.25	45
998	252649311	6	1.25	19
999	362274856420507647	6	1.25	45
1000	56294154253107	6	1.25	19
1001	3689423907950166015	6	1.25	45
1002	30317416207	6	1.25	19
1003	1085102592855375871	6	1.25	45
1004	282579642299187	6	1.25	19
1005	3689348816021979135	6	1.25	45
1006	1120986529791	6	1.25	19
1007	281472283967487	6	1.25	45
1008	14355442859180151	6	1.25	19
1009	1296777204515943423	6	1.25	45
1010	1229782938247565653	6	1.25	19
1011	6158487186069485431	6	1.25	45
1012	23925738098196607	6	1.25	19
1013	143928268246963711	6	1.25	45
1014	298032075968271	6	1.25	19
1015	1085191584293552127	6	1.25	45
1016	1431656287	6	1.25	19
1017	366292772556111871	6	1.25	45
1018	16625818406719	6	1.25	19
1019	220676377564676095	6	1.25	45
1020	81621090559	6	1.25	19
1021	71777215217401855	6	1.25	45
1022	4222257796677663	6	1.25	19
1023	576188069258924031	6	1.25	45
1024	4222257795629119	6	1.25	19
1025	287966489200234495	6	1.25	45
1026	56311316230975	6	1.25	19
1027	230809476929945599	6	1.25	45
1028	1431655807	6	1.25	19
1029	96076794913882111	6	1.25	45
1030	23925738098327647	6	1.25	19
1031	432088275654497791	6	1.25	45
1032	1172526137343	6	1.25	19
1033	281472686620671	6	1.25	45
1034	4222189092930831	6	1.25	19
1035	1107621071760068607	6	1.25	45
1036	93832150537567	6	1.25	19
1037	384494814249746431	6	1.25	45
1038	1095218036991	6	1.25	19
1039	71872871806271487	6	1.25	45
1040	56294153335603	6	1.25	19
1041	3689362335299010559	6	1.25	45
1042	4223288587780879	6	1.25	19
1043	1098614422252752895	6	1.25	45
1044	1229782938247304533	6	1.25	19
1045	6149515171186833271	6	1.25	45
1046	1095216662527	6	1.25	19
1047	9007194976550911	6	1.25	45
1048	375298538427733	6	1.25	19
1049	6148952804776312831	6	1.25	45
1050	93823561979221	6	1.25	19
1051	6148917620404256767	6	1.25	45
1052	361700864191436053	6	1.25	19
1053	6293595071407152991	6	1.25	45
1054	23925746688131167	6	1.25	19
1055	432158643324933631	6	1.25	45
1056	16713727	6	1.25	19
1057	8726823789658111	6	1.25	45
1058	56294136361855	6	1.25	19
1059	86694289390960639	6	1.25	45
1060	217020587234755347	6	1.25	19
1061	3980961340268166975	6	1.25	45
1062	1229782946837238067	6	1.25	19
1063	3708564172078282615	6	1.25	45
1064	361700872780318471	6	1.25	19
1065	2242616001606672223	6	1.25	45
1066	4222189077200959	6	1.25	19
1067	287957693241430015	6	1.25	45
1068	1229782955427172693	6	1.25	19
1069	6158522369904703351	6	1.25	45
1070	23926837609825621	6	1.25	19
1071	6151730171150816767	6	1.25	45
1072	859255671	6	1.25	19
1073	1239355436516245503	6	1.25	45
1074	16557098934079	6	1.25	19
1075	218424577885208575	6	1.25	45
1076	217020535694099215	6	1.25	19
1077	1098666374441418559	6	1.25	45
1078	281488720606003	6	1.25	19
1079	3689348814956625919	6	1.25	45
1080	217020587233706803	6	1.25	19
1081	3692739760209477439	6	1.25	45
1082	1095217119487	6	1.25	19
1083	71811299155116031	6	1.25	45
1084	16557099388687	6	1.25	19
1085	1085121215549407231	6	1.25	45
1086	2194728289279	6	1.25	19
1087	18014394222903295	6	1.25	45
1088	1431786847	6	1.25	19
1089	384236802321416191	6	1.25	45
1090	858994551	6	1.25	19
1091	1230383421633593343	6	1.25	45
1092	281548007866623	6	1.25	19
1093	71777216291110911	6	1.25	45
1094	281497883202901	6	1.25	19
1095	6148914691415441407	6	1.25	45
1096	1229782938247303987	6	1.25	19
1097	3690549774642542455	6	1.25	45
1098	14356542370550067	6	1.25	19
1099	3708489989336544255	6	1.25	45
1100	361700932909864213	6	1.25	19
1101	6293603867365957471	6	1.25	45
1102	217020535694100231	6	1.25	19
1103	2242580679793524543	6	1.25	45
1104	2194728289791	6	1.25	19
1105	27021593477644287	6	1.25	45
1106	361700932910908693	6	1.25	19
1107	6295846871086620511	6	1.25	45
1108	253697823	6	1.25	19
1109	506381248403341311	6	1.25	45
1110	14355442875695923	6	1.25	19
1111	3692726840893322239	6	1.25	45
1112	1431656311	6	1.25	19
1113	1230983901011247103	6	1.25	45
1114	56311316231031	6	1.25	19
1115	1239615793460936703	6	1.25	45
1116	4223288604557583	6	1.25	19
1117	1116628271006420991	6	1.25	45
1118	858993535	6	1.25	19
1119	86469116281487359	6	1.25	45
1120	298032092483343	6	1.25	19
1121	1085226218909827071	6	1.25	45
1122	90211025151	6	1.25	19
1123	71777215754272767	6	1.25	45
1124	23925738114975061	6	1.25	19
1125	6151729621403391487	6	1.25	45
1126	93823577707861	6	1.25	19
1127	6148925866741465087	6	1.25	45
1128	4222189076152447	6	1.25	19
1129	143851301258596351	6	1.25	45
1130	1229782946837238547	6	1.25	19
1131	3978780149720512375	6	1.25	45
1132	859255615	6	1.25	19
1133	230549119985254399	6	1.25	45
1134	4222257795629151	6	1.25	19
1135	432081677276090367	6	1.25	45
1136	16716799	6	1.25	19
1137	15482223230713855	6	1.25	45
1138	253693759	6	1.25	19
1139	220402672065314815	6	1.25	45
1140	81604444159	6	1.25	19
1141	281471621267455	6	1.25	45
1142	361700864190514951	6	1.25	19
1143	2242545633936236383	6	1.25	45
1144	1431787351	6	1.25	19
1145	1519143908418781183	6	1.25	45
1146	859256631	6	1.25	19
1147	1374463425337360383	6	1.25	45
1148	252649279	6	1.25	19
1149	218159668344651775	6	1.25	45
1150	281548850148147	6	1.25	19
1151	3689348815896150015	6	1.25	45
1152	1229782946837369107	6	1.25	19
1153	3996724179485816695	6	1.25	45
1154	14355442859180095	6	1.25	19
1155	287970887984952319	6	1.25	45
1156	253693791	6	1.25	19
1157	364517860141170687	6	1.25	45
1158	1229782938247434547	6	1.25	19
1159	3708493804407846775	6	1.25	45
1160	14355460039049271	6	1.25	19
1161	1440892392054928383	6	1.25	45
1162	93832150538071	6	1.25	19
1163	1519401920347111423	6	1.25	45
1164	217020518515282707	6	1.25	19
1165	3978709540588699455	6	1.25	45
1166	16717311	6	1.25	19
1167	24489422485454847	6	1.25	45
1168	93823560603487	6	1.25	19
1169	366480416814006271	6	1.25	45
1170	361700872780449031	6	1.25	19
1171	2260560031371976543	6	1.25	45
1172	14355442875699507	6	1.25	19
1173	3708489439589118975	6	1.25	45
1174	90194378751	6	1.25	19
1175	281472158138367	6	1.25	45
1176	1310719	6	1.25	19
1177	61572651155455	6	1.25	45
1178	1229782955427173653	6	1.25	19
1179	6293630358725818231	6	1.25	45
1180	33489919	6	1.25	19
1181	17733473288585215	6	1.25	45
1182	4222189077200991	6	1.25	19
1183	432072881317285887	6	1.25	45
1184	23925738098201941	6	1.25	19
1185	6149478371345520127	6	1.25	45
1186	14355442858922803	6	1.25	19
1187	3690475590835450879	6	1.25	45
1188	2194728292863	6	1.25	19
1189	33776992918700031	6	1.25	45
1190	93823578494293	6	1.25	19
1191	6148952255020531711	6	1.25	45
1192	1095216666111	6	1.25	19
1193	24769793672347647	6	1.25	45
1194	1229782938247566613	6	1.25	19
1195	6293595174890600311	6	1.25	45
1196	252645247	6	1.25	19
1197	76296280082481151	6	1.25	45
1198	14356542387323187	6	1.25	19
1199	3710741239394415615	6	1.25	45
1200	23925738114978133	6	1.25	19
1201	6158485020844447231	6	1.25	45
1202	1431786871	6	1.25	19
1203	1248927930776551423	6	1.25	45
1204	361700864190387541	6	1.25	19
1205	6149488679424319327	6	1.25	45
1206	281488114257679	6	1.25	19
1207	1085102593392214015	6	1.25	45
1208	91625968981	6	1.25	19
1209	6148914691281256447	6	1.25	45
1210	17170431	6	1.25	19
1211	105003360452607	6	1.25	45
1212	23926837626601813	6	1.25	19
1213	6160736820649743871	6	1.25	45
1214	1112396595199	6	1.25	19
1215	281471747096575	6	1.25	45
1216	4222189092930319	6	1.25	19
1217	1098613872505327615	6	1.25	45
1218	23925746688131191	6	1.25	19
1219	1296849771780068863	6	1.25	45
1220	4223288587781391	6	1.25	19
1221	1107621621507493887	6	1.25	45
1222	858994495	6	1.25	19
1223	221577105102602239	6	1.25	45
1224	524287	6	1.25	19
1225	35184372088831	6	1.25	45
1226	337769129915187	6	1.25	19
1227	3689432704043155455	6	1.25	45
1228	23926837609828693	6	1.25	19
1229	6158485570591872511	6	1.25	45
1230	23925746688262231	6	1.25	19
1231	1585009779187602943	6	1.25	45
1232	56294137606963	6	1.25	19
1233	3689354088961802239	6	1.25	45
1234	93823560603007	6	1.25	19
1235	96264439171776511	6	1.25	45
1236	1441791	6	1.25	19
1237	96757023244287	6	1.25	45
1238	1229782938247435027	6	1.25	19
1239	3978709782050076535	6	1.25	45
1240	1173385065267	6	1.25	19
1241	3689348815887794175	6	1.25	45
1242	375298537641301	6	1.25	19
1243	6148926416497246207	6	1.25	45
1244	281487878324479	6	1.25	19
1245	71777215351586815	6	1.25	45
1246	14355460038787135	6	1.25	19
1247	288006071820170239	6	1.25	45
1248	281496704192271	6	1.25	19
1249	1085102593929084927	6	1.25	45
1250	1095217905919	6	1.25	19
1251	71837687434182655	6	1.25	45
1252	375298554156373	6	1.25	19
1253	6148961051113521151	6	1.25	45
1254	337769114186547	6	1.25	19
1255	3689424457705947135	6	1.25	45
1256	1121239109391	6	1.25	19
1257	1085102593920729087	6	1.25	45
1258	1229782955427434773	6	1.25	19
1259	6302602373608470391	6	1.25	45
1260	361700932909860181	6	1.25	19
1261	6151740479103786847	6	1.25	45
1262	56294136362815	6	1.25	19
1263	221802278212075519	6	1.25	45
1264	282579035950863	6	1.25	19
1265	1085102594457567231	6	1.25	45
1266	217020518514492175	6	1.25	19
1267	1098631190606200639	6	1.25	45
1268	93823560603511	6	1.25	19
1269	1231171545269141503	6	1.25	45
1270	16557098930047	6	1.25	19
1271	76561189623037951	6	1.25	45
1272	361700864191432021	6	1.25	19
1273	6151731683144982367	6	1.25	45
1274	4222189076154127	6	1.25	19
1275	1089607223006400511	6	1.25	45
1276	282570193567999	6	1.25	19
1277	71846483527172095	6	1.25	45
1278	1173957727573	6	1.25	19
1279	6148914691809738751	6	1.25	45
1280	217020518514231055	6	1.25	19
1281	1089659175723548479	6	1.25	45
1282	361700864190383887	6	1.25	19
1283	1089694498073567071	6	1.25	45
1284	361700864190514447	6	1.25	19
1285	1107638527838871391	6	1.25	45
1286	282570194485503	6	1.25	19
1287	71908056178327551	6	1.25	45
1288	217020518515278643	6	1.25	19
1289	3692730964250672959	6	1.25	45
1290	16557115903759	6	1.25	19
1291	1085155850165682175	6	1.25	45
1292	14355460038787191	6	1.25	19
1293	1296812388351161343	6	1.25	45
1294	16625818410783	6	1.25	19
1295	506654953902702591	6	1.25	45
1296	16557098934111	6	1.25	19
1297	362539765961064447	6	1.25	45
1298	281496468259071	6	1.25	19
1299	71777215888457727	6	1.25	45
1300	217020535694361351	6	1.25	19
1301	2251552694676176703	6	1.25	45
1302	255790975	6	1.3125	21
1303	76283085942947839	6	1.3125	43
1304	5527875555087	6	1.3125	21
1305	1085102592844890111	6	1.3125	43
1306	15481359945891959	6	1.3125	21
1307	1296777203979064319	6	1.3125	43
1308	72395363167974195	6	1.3125	21
1309	3689362335298977663	6	1.3125	43
1310	14355734916694143	6	1.3125	21
1311	143890883710759935	6	1.3125	43
1312	361700872780320527	6	1.3125	21
1313	1085190897372454751	6	1.3125	43
1314	1163936202751	6	1.3125	21
1315	281470941790207	6	1.3125	43
1316	4786248561808725	6	1.3125	21
1317	6148914691809703935	6	1.3125	43
1318	522133311	6	1.3125	21
1319	218150837891891199	6	1.3125	43
1320	375298823640405	6	1.3125	21
1321	6148952220660760575	6	1.3125	43
1322	72355626130542351	6	1.3125	21
1323	1085155850165649279	6	1.3125	43
1324	14355460039573567	6	1.3125	21
1325	287953295262036991	6	1.3125	43
1326	1229785145860494131	6	1.3125	21
1327	3690549773564606327	6	1.3125	43
1328	76280882642486031	6	1.3125	21
1329	1098613872496938879	6	1.3125	43
1330	23925738383414613	6	1.3125	21
1331	6149477787229967871	6	1.3125	43
1332	14355442859180287	6	1.3125	21
1333	71798105871168511	6	1.3125	43
1334	1229787353473684821	6	1.3125	21
1335	6149515170647865207	6	1.3125	43
1336	93823582950741	6	1.3125	21
1337	6148914871625187327	6	1.3125	43
1338	23925746688131327	6	1.3125	21
1339	71870673135293951	6	1.3125	43
1340	1229783084276322611	6	1.3125	21
1341	3708493803266996087	6	1.3125	43
1342	1431789407	6	1.3125	21
1343	361718804184563711	6	1.3125	43
1344	18773302116351	6	1.3125	21
1345	281471612354559	6	1.3125	43
1346	361703071803574031	6	1.3125	21
1347	1089694496995630943	6	1.3125	43
1348	93832150540127	6	1.3125	21
1349	361976816112893951	6	1.3125	43
1350	858996607	6	1.3125	21
1351	72958317399375871	6	1.3125	43
1352	1407466509522261	6	1.3125	21
1353	6148914691281215487	6	1.3125	43
1354	16900696317791	6	1.3125	21
1355	362539765793292287	6	1.3125	43
1356	4225487611037455	6	1.3125	21
1357	1089607222993817599	6	1.3125	43
1358	236223266815	6	1.3125	21
1359	281471017287679	6	1.3125	43
1360	56294136364927	6	1.3125	21
1361	73183490508849151	6	1.3125	43
1362	14374134573371699	6	1.3125	21
1363	3708489439580206079	6	1.3125	43
1364	60709362743159	6	1.3125	21
1365	1230608594204098559	6	1.3125	43
1366	863449983	6	1.3125	21
1367	86431732886142975	6	1.3125	43
1368	221524186862125875	6	1.3125	21
1369	3692730964116453183	6	1.3125	43
1370	14355494398787647	6	1.3125	21
1371	287970887179645951	6	1.3125	43
1372	361700933179348245	6	1.3125	21
1373	6293595036913196895	6	1.3125	43
1374	93823560605567	6	1.3125	21
1375	73746441034924031	6	1.3125	43
1376	72340242399703859	6	1.3125	21
1377	3689348815887761279	6	1.3125	43
1378	33492991	6	1.3125	21
1379	4222674406473727	6	1.3125	43
1380	1095216683007	6	1.3125	21
1381	6192445209444351	6	1.3125	43
1382	23925746688786527	6	1.3125	21
1383	432070682394711551	6	1.3125	43
1384	19786914337791	6	1.3125	21
1385	15762594408693759	6	1.3125	43
1386	281539417932031	6	1.3125	21
1387	71777214546280447	6	1.3125	43
1388	221524186862129939	6	1.3125	21
1389	3978709540454479679	6	1.3125	43
1390	56294136363007	6	1.3125	21
1391	5629496098291711	6	1.3125	43
1392	844455247548175	6	1.3125	21
1393	1085102592855326719	6	1.3125	43
1394	298032076623631	6	1.3125	21
1395	1085103623363330047	6	1.3125	43
1396	4786247989146419	6	1.3125	21
1397	3689348815887759359	6	1.3125	43
1398	93866510276447	6	1.3125	21
1399	366480415471828991	6	1.3125	43
1400	4393751545855	6	1.3125	21
1401	9007194963967999	6	1.3125	43
1402	4786169821987071	6	1.3125	21
1403	71837687434147839	6	1.3125	43
1404	23925738098327807	6	1.3125	21
1405	71800305464858111	6	1.3125	43
1406	16557183274767	6	1.3125	21
1407	1085120528354639871	6	1.3125	43
1408	4223288587783951	6	1.3125	21
1409	1085103623370641407	6	1.3125	43
1410	361700864191452501	6	1.3125	21
1411	6148916933377875807	6	1.3125	43
1412	76280882642486543	6	1.3125	21
1413	1107621071751679871	6	1.3125	43
1414	1229782938247583061	6	1.3125	21
1415	6148917036861323127	6	1.3125	43
1416	3670015	6	1.3125	21
1417	21990232555519	6	1.3125	43
1418	22413311	6	1.3125	21
1419	94008244174847	6	1.3125	43
1420	366204532538283285	6	1.3125	21
1421	6293595071272933215	6	1.3125	43
1422	253714271	6	1.3125	21
1423	361703110374064127	6	1.3125	43
1424	23925738098851967	6	1.3125	21
1425	143840307316741631	6	1.3125	43
1426	16557149720335	6	1.3125	21
1427	1085120390915686399	6	1.3125	43
1428	1229783230305341781	6	1.3125	21
1429	6158487185499060087	6	1.3125	43
1430	300240547820339	6	1.3125	21
1431	3689348815887237119	6	1.3125	43
1432	236239913215	6	1.3125	21
1433	71777214613422079	6	1.3125	43
1434	4227686634293007	6	1.3125	21
1435	1089607222995914751	6	1.3125	43
1436	1095216674815	6	1.3125	21
1437	5629495256023039	6	1.3125	43
1438	900719083467571	6	1.3125	21
1439	3689362335298961407	6	1.3125	43
1440	16625818427231	6	1.3125	21
1441	361976815873425407	6	1.3125	43
1442	4841368758334259	6	1.3125	21
1443	3689423907950131199	6	1.3125	43
1444	1433884031	6	1.3125	21
1445	96002028123193343	6	1.3125	43
1446	1095220265215	6	1.3125	21
1447	71798105015582719	6	1.3125	43
1448	284787255489331	6	1.3125	21
1449	3689348814944043007	6	1.3125	43
1450	900719067738931	6	1.3125	21
1451	3689354088961753087	6	1.3125	43
1452	1164188782351	6	1.3125	21
1453	1085102592578551807	6	1.3125	43
1454	217024933740611343	6	1.3125	21
1455	1089659175184580415	6	1.3125	43
1456	5589184107861	6	1.3125	21
1457	6148914691270770687	6	1.3125	43
1458	19786914338303	6	1.3125	21
1459	24769793663434751	6	1.3125	43
1460	56311316231167	6	1.3125	21
1461	14636694816161791	6	1.3125	43
1462	1431795575	6	1.3125	21
1463	1229787632360226815	6	1.3125	43
1464	93823847191893	6	1.3125	21
1465	6148917036288704511	6	1.3125	43
1466	14355442875708211	6	1.3125	21
1467	3689349141172794367	6	1.3125	43
1468	133160698111	6	1.3125	21
1469	71777214412095487	6	1.3125	43
1470	4785157067453235	6	1.3125	21
1471	3689348814822406143	6	1.3125	43
1472	1433884535	6	1.3125	21
1473	1230909134220558335	6	1.3125	43
1474	1432311167	6	1.3125	21
1475	95988833983660031	6	1.3125	43
1476	15481359945891903	6	1.3125	21
1477	287970887448073215	6	1.3125	43
1478	860982029520655	6	1.3125	21
1479	1085121215549358079	6	1.3125	43
1480	217020570053838607	6	1.3125	21
1481	1089659174918242111	6	1.3125	43
1482	72395363168891699	6	1.3125	21
1483	3689423907950133119	6	1.3125	43
1484	93823560603647	6	1.3125	21
1485	6192446624366591	6	1.3125	43
1486	72340242972366165	6	1.3125	21
1487	6148914691809705855	6	1.3125	43
1488	4222189077201151	6	1.3125	21
1489	71784911127646207	6	1.3125	43
1490	1423931982941967	6	1.3125	21
1491	1085121215549366271	6	1.3125	43
1492	5527622975487	6	1.3125	21
1493	281471208128511	6	1.3125	43
1494	23944429795874133	6	1.3125	21
1495	6149478371336607231	6	1.3125	43
1496	14355442859704447	6	1.3125	21
1497	143838107723052031	6	1.3125	43
1498	1229782946870924051	6	1.3125	21
1499	3978709506098427767	6	1.3125	43
1500	95984431664530773	6	1.3125	21
1501	6151729621395002751	6	1.3125	43
1502	96031173793655	6	1.3125	21
1503	1231171544191205375	6	1.3125	43
1504	23925738182088021	6	1.3125	21
1505	6149477684150752767	6	1.3125	43
1506	14358741410579251	6	1.3125	21
1507	3692726840880739327	6	1.3125	43
1508	3380998255411	6	1.3125	21
1509	3689348814809858047	6	1.3125	43
1510	301929471	6	1.3125	21
1511	15481639115161599	6	1.3125	43
1512	14355494398525567	6	1.3125	21
1513	143890883475878911	6	1.3125	43
1514	844506551222527	6	1.3125	21
1515	71777215217352703	6	1.3125	43
1516	361700907140056847	6	1.3125	21
1517	1089694496731389791	6	1.3125	43
1518	361700907140187407	6	1.3125	21
1519	1107638526496694111	6	1.3125	43
1520	217020518515017487	6	1.3125	21
1521	1089606399165415231	6	1.3125	43
1522	23925884127084671	6	1.3125	21
1523	143928267106113023	6	1.3125	43
1524	14355460043243639	6	1.3125	21
1525	1296775004955816959	6	1.3125	43
1526	23925738114995541	6	1.3125	21
1527	6148914871636284927	6	1.3125	43
1528	4222189160040207	6	1.3125	21
1529	1089606535811633151	6	1.3125	43
1530	56586194137983	6	1.3125	21
1531	86694288820535295	6	1.3125	43
1532	5587752517631	6	1.3125	21
1533	281472147652607	6	1.3125	43
1534	361700932915103061	6	1.3125	21
1535	6151729483987509087	6	1.3125	43
1536	14355442863374463	6	1.3125	21
1537	143853500885840895	6	1.3125	43
1538	6592774801407	6	1.3125	21
1539	9007194966065151	6	1.3125	43
1540	8725857424048223	6	1.3125	21
1541	432072881183066111	6	1.3125	43
1542	257888127	6	1.3125	21
1543	76285284966203391	6	1.3125	43
1544	217020724672664371	6	1.3125	21
1545	3690487960328683327	6	1.3125	43
1546	1229782946837246771	6	1.3125	21
1547	3689423873661958007	6	1.3125	43
1548	1408470100672767	6	1.3125	21
1549	71811299155075071	6	1.3125	43
1550	1230908855334278421	6	1.3125	21
1551	6293595174353721207	6	1.3125	43
1552	217020518783718195	6	1.3125	21
1553	3690479130077249343	6	1.3125	43
1554	1229782938249532211	6	1.3125	21
1555	3690475007851853687	6	1.3125	43
1556	859010943	6	1.3125	21
1557	76898967073325055	6	1.3125	43
1558	1466015503701	6	1.3125	21
1559	6148914691239313407	6	1.3125	43
1560	34218004455263	6	1.3125	21
1561	362539765826322431	6	1.3125	43
1562	1465341815	6	1.3125	21
1563	1230913257389162495	6	1.3125	43
1564	845520147251455	6	1.3125	21
1565	71811299155066879	6	1.3125	43
1566	56345675969407	6	1.3125	21
1567	86694288585654271	6	1.3125	43
1568	281694036754687	6	1.3125	21
1569	71777215150260223	6	1.3125	43
1570	93823645865301	6	1.3125	21
1571	6148916933209489407	6	1.3125	43
1572	860982046035727	6	1.3125	21
1573	1085155850165633023	6	1.3125	43
1574	1229782955427190101	6	1.3125	21
1575	6148952220696541047	6	1.3125	43
1576	1229782938247443251	6	1.3125	21
1577	3689353505991522167	6	1.3125	43
1578	93823560611711	6	1.3125	21
1579	77124140755451903	6	1.3125	43
1580	361700932909880661	6	1.3125	21
1581	6148925729336680287	6	1.3125	43
1582	1095216668671	6	1.3125	21
1583	2251795535495167	6	1.3125	43
1584	93832150537727	6	1.3125	21
1585	24206844060106751	6	1.3125	43
1586	1230908855334277461	6	1.3125	21
1587	6158487185532606327	6	1.3125	43
1588	257892191	6	1.3125	21
1589	362263861304229887	6	1.3125	43
1590	93832150546295	6	1.3125	21
1591	1230045644288557055	6	1.3125	43
1592	16625818406911	6	1.3125	21
1593	4503595450892287	6	1.3125	43
1594	286523391	6	1.3125	21
1595	60988535603199	6	1.3125	43
1596	844507393504051	6	1.3125	21
1597	3689348814822391807	6	1.3125	43
1598	217038179419755315	6	1.3125	21
1599	3690487960395267903	6	1.3125	43
1600	1464583913471	6	1.3125	21
1601	281472116195327	6	1.3125	43
1602	18781892050943	6	1.3125	21
1603	281472149225471	6	1.3125	43
1604	93866510275967	6	1.3125	21
