	BF_as_int	k	avg_sen	bias
0	1	7	0.109375	1
1	170141183460469231731687303715884105727	7	0.109375	127
2	259	7	0.265625	3
3	84405977732342157929391748327801880575	7	0.265625	125
4	65541	7	0.265625	3
5	127603291446922656384951212538748469247	7	0.265625	125
6	18446744073709551619	7	0.265625	3
7	85070591730234615856620279821087277055	7	0.265625	125
8	4294967301	7	0.265625	3
9	127605887555737842541633308990141104127	7	0.265625	125
10	261	7	0.265625	3
11	126941273597459465862313574256772907007	7	0.265625	125
12	19	7	0.265625	3
13	74436767763955288882613195375699296255	7	0.265625	125
14	65793	7	0.265625	3
15	169473973314147506381421134937579323391	7	0.265625	125
16	7	7	0.265625	3
17	42535295865117307932921825928971026431	7	0.265625	125
18	18446744078004518913	7	0.265625	3
19	170141183420855150465331762882257354751	7	0.265625	125
20	18446744073709551633	7	0.265625	3
21	159507359494189904739233475196786573311	7	0.265625	125
22	18446744073709617153	7	0.265625	3
23	170138587312039964308649666430864719871	7	0.265625	125
24	4295032833	7	0.265625	3
25	170138587272425883060740869670947520511	7	0.265625	125
26	65553	7	0.265625	3
27	159504763345760637334642581985476739071	7	0.265625	125
28	273	7	0.265625	3
29	158842745496297446812004943703501176831	7	0.265625	125
30	4294967299	7	0.265625	3
31	85070591690620534608711483061170077695	7	0.265625	125
32	21	7	0.265625	3
33	116972063629072596815535021304670322687	7	0.265625	125
34	4294967313	7	0.265625	3
35	159507359454575823491324678436869373951	7	0.265625	125
36	18446744073709551621	7	0.265625	3
37	127605887595351923789542105750058303487	7	0.265625	125
38	18446744073709551873	7	0.265625	3
39	169476569462576773786012028148889157631	7	0.265625	125
40	65539	7	0.265625	3
41	85067995581805348452029386609777442815	7	0.265625	125
42	4294967553	7	0.265625	3
43	169476569422962692538103231388971958271	7	0.265625	125
44	55	7	0.390625	5
45	26584559915698317458076141205606891519	7	0.390625	123
46	4371	7	0.390625	5
47	73730615391194552325133047874925363199	7	0.390625	123
48	1114131	7	0.390625	5
49	74434009356249192255435538549524398079	7	0.390625	123
50	196615	7	0.390625	5
51	42531401642473406812200428056724111359	7	0.390625	123
52	92233720368547758087	7	0.390625	5
53	42535295865117307921392610882902556671	7	0.390625	123
54	18446744073709879301	7	0.390625	5
55	127602642409815339522274274189852540927	7	0.390625	123
56	21474836487	7	0.390625	5
57	42535295815599706361506614933006057471	7	0.390625	123
58	4740813226943354765585	7	0.390625	5
59	158842745496297446802745542869627437055	7	0.390625	123
60	55340232221128655107	7	0.390625	5
61	84405977732342157915556690272519716863	7	0.390625	123
62	55340232225423622147	7	0.390625	5
63	85070591690620534594876425005887913983	7	0.390625	123
64	92233720372842725381	7	0.390625	5
65	127605887555737842530104093944072634367	7	0.390625	123
66	73014509585	7	0.390625	5
67	159504763303670675998939652638906515455	7	0.390625	123
68	1208944266358702884323331	7	0.390625	5
69	85067995581805348442805873835434311679	7	0.390625	123
70	73014444053	7	0.390625	5
71	116972063586982635479832091958100099071	7	0.390625	123
72	327941	7	0.390625	5
73	126938028411922881595045742696567144447	7	0.390625	123
74	18446744146723995665	7	0.390625	5
75	159507359452099943403530545850216349695	7	0.390625	123
76	18446744073709551667	7	0.390625	5
77	69119855780815625381774595097723142143	7	0.390625	123
78	1114133	7	0.390625	5
79	116969305221366500188357364478495424511	7	0.390625	123
80	281479271743745	7	0.390625	5
81	169473973274532820661379158826219995135	7	0.390625	123
82	16843013	7	0.390625	5
83	126938667307825396622664097034982653951	7	0.390625	123
84	1103806595331	7	0.390625	5
85	84405977692573334167348906996667514879	7	0.390625	123
86	65621	7	0.390625	5
87	114311011489073497655913141935945023487	7	0.390625	123
88	18446745177516146945	7	0.390625	5
89	169476569422807950023969186817754791935	7	0.390625	123
90	12884901907	7	0.390625	5
91	74436767704534166996914942180541333503	7	0.390625	123
92	18446744073726394625	7	0.390625	5
93	169473963172942704546362550927098904575	7	0.390625	123
94	4295163907	7	0.390625	5
95	85066697467976633487990085188923162623	7	0.390625	123
96	92233720368547758101	7	0.390625	5
97	116972063629072596804005806258601852927	7	0.390625	123
98	1103806660865	7	0.390625	5
99	169473973274378682619378293606444957695	7	0.390625	123
100	1114385	7	0.390625	5
101	158839987088591350184827286877326278655	7	0.390625	123
102	65551	7	0.390625	5
103	21265051784129386552646647716320903167	7	0.390625	123
104	73014444051	7	0.390625	5
105	74436767721865327546910266029129072639	7	0.390625	123
106	66307	7	0.390625	5
107	84071074584966661547351531314567184383	7	0.390625	123
108	281479271743491	7	0.390625	5
109	85067995542190662731987410498418114559	7	0.390625	123
110	21474902021	7	0.390625	5
111	127603291397405054813536001542783500287	7	0.390625	123
112	31	7	0.390625	5
113	10633823966279326983230456482242756607	7	0.390625	123
114	21474836501	7	0.390625	5
115	116972063579554995244119810308705353727	7	0.390625	123
116	69905	7	0.390625	5
117	158798610972999900777162434484702806015	7	0.390625	123
118	4294971665	7	0.390625	5
119	158801207081815086933844530936095440895	7	0.390625	123
120	4294967381	7	0.390625	5
121	114313607597888683812595238387337658367	7	0.390625	123
122	18446744073709551701	7	0.390625	5
123	114313607637502765060504035147254857727	7	0.390625	123
124	18446744073709552387	7	0.390625	5
125	84073670733395928951942424525877018623	7	0.390625	123
126	327687	7	0.390625	5
127	42532050679580723665653994368765263871	7	0.390625	123
128	281479271743505	7	0.390625	5
129	159504763306145951614600605874117410815	7	0.390625	123
130	4740813226943354831105	7	0.390625	5
131	169473973314147506372161734103705583615	7	0.390625	123
132	16843025	7	0.390625	5
133	158840139206663377572355466481710923775	7	0.390625	123
134	18447025552981295105	7	0.390625	5
135	170138587272425278588607690319505391615	7	0.390625	123
136	92233720368547823621	7	0.390625	5
137	127603291446922656373421997492679999487	7	0.390625	123
138	4740813226943354765571	7	0.390625	5
139	84405977732342157920132347493928140799	7	0.390625	123
140	4294968581	7	0.390625	5
141	126775120058372270121068429577465888767	7	0.390625	123
142	4294967347	7	0.390625	5
143	69119855741201544133865798337805942783	7	0.390625	123
144	12884967427	7	0.390625	5
145	85067995522384226566331133414619480063	7	0.390625	123
146	18446744073709748227	7	0.390625	5
147	85066697507590714735898881948840361983	7	0.390625	123
148	313594649253062443025	7	0.390625	5
149	159504763345760637324842749196318539775	7	0.390625	123
150	1208944266358702884323585	7	0.390625	5
151	169473973314147506372197622163236192255	7	0.390625	123
152	12884901895	7	0.390625	5
153	42535295805696186047223572733813063679	7	0.390625	123
154	313594649253062377745	7	0.390625	5
155	158842745496297446802205110914342977535	7	0.390625	123
156	18446744086594453507	7	0.390625	5
157	85070591670813493970922026625929314303	7	0.390625	123
158	87	7	0.390625	5
159	29243015907268149203883755326167580671	7	0.390625	123
160	55340232221128654867	7	0.390625	5
161	74436767763955288868778137320417132543	7	0.390625	123
162	12884902147	7	0.390625	5
163	84405977672921036043693495132643917823	7	0.390625	123
164	18446744073709551631	7	0.390625	5
165	21267647932558653957237540927630737407	7	0.390625	123
166	313594649253062377491	7	0.390625	5
167	74436767763955288872813362586541096959	7	0.390625	123
168	1208944266358702884323345	7	0.390625	5
169	159504763345760637325419069211133607935	7	0.390625	123
170	21474836741	7	0.390625	5
171	126941273547941864290898363260807938047	7	0.390625	123
172	1208944266358707179290625	7	0.390625	5
173	170138587272425883051517356896604389375	7	0.390625	123
174	1301	7	0.390625	5
175	116141296131707024394970141891995107327	7	0.390625	123
176	281479271743493	7	0.390625	5
177	127603291407307970664909236427389140991	7	0.390625	123
178	55340232221128654855	7	0.390625	5
179	42535295865117307919086767873688862719	7	0.390625	123
180	4373	7	0.390625	5
181	116265911256311860258054873803896389631	7	0.390625	123
182	79228162532711081671548469505	7	0.390625	5
183	169476569422962692528879859349969698815	7	0.390625	123
184	79228162532711081671548469265	7	0.390625	5
185	159507359454575823482101306397867114495	7	0.390625	123
186	55340232221128720387	7	0.390625	5
187	85067995581805348438194328554495279103	7	0.390625	123
188	18446744073709552901	7	0.390625	5
189	126775120097986351368977226337383088127	7	0.390625	123
190	4294968067	7	0.390625	5
191	84073670693781847704033627765959819263	7	0.390625	123
192	4295294981	7	0.390625	5
193	127602642370201258274365477429935341567	7	0.390625	123
194	4740813226947649732865	7	0.390625	5
195	169476569422962692528843830555098218495	7	0.390625	123
196	327701	7	0.390625	5
197	116968818443536012548267189744464560127	7	0.390625	123
198	16843011	7	0.390625	5
199	84403371442708088689742271106011627519	7	0.390625	123
200	1287	7	0.390625	5
201	41704528367751735512356946516295811071	7	0.390625	123
202	73014444305	7	0.390625	5
203	158842745454207485476302014356930953215	7	0.390625	123
204	66821	7	0.390625	5
205	126772523949557083964386333126073253887	7	0.390625	123
206	4294967311	7	0.390625	5
207	21267647892944572709328744167713538047	7	0.390625	123
208	18446744073710665745	7	0.390625	5
209	159504601086483808112055818370611675135	7	0.390625	123
210	4740813226943354765573	7	0.390625	5
211	126941273597459465853054173422899167231	7	0.390625	123
212	4311810305	7	0.390625	5
213	169473963133328623298453754167181705215	7	0.390625	123
214	271	7	0.390625	5
215	20603033934666196030009009434345340927	7	0.390625	123
216	18446744095184388101	7	0.390625	5
217	127605887545834322218126894754093334527	7	0.390625	123
218	1208944266358702884323333	7	0.390625	5
219	127603291446922656375727699764405338111	7	0.390625	123
220	196867	7	0.390625	5
221	84402083509698256808670350455554965503	7	0.390625	123
222	1103806595345	7	0.390625	5
223	158842745456528623049962102372366811135	7	0.390625	123
224	92233720368547758341	7	0.390625	5
225	126941273597459465850784359210704437247	7	0.390625	123
226	313594649253062377493	7	0.390625	5
227	116972063629072596805735188515512123391	7	0.390625	123
228	341	7	0.390625	5
229	113648993639610307133275503653969461247	7	0.390625	123
230	196627	7	0.390625	5
231	74432873541311387761891797503452381183	7	0.390625	123
232	775	7	0.390625	5
233	41538374868278621028243970633760767999	7	0.390625	123
234	313594649257357344785	7	0.390625	5
235	159507359454575823481524845647711174655	7	0.390625	123
236	4296081425	7	0.390625	5
237	159504601046869726864147021610694475775	7	0.390625	123
238	307	7	0.390625	5
239	68455241782923167454546063604437745663	7	0.390625	123
240	79228162532711081671548469253	7	0.390625	5
241	127605887555737842532409936951138844671	7	0.390625	123
242	787	7	0.390625	5
243	73439846767116601977935340080489037823	7	0.390625	123
244	18446744073709555985	7	0.390625	5
245	158801207121429168181753327696012640255	7	0.390625	123
246	79228162532711081671548534785	7	0.390625	5
247	170138587272425883051517497631945261055	7	0.390625	123
248	79228162532711081671548469251	7	0.390625	5
249	85070591690620534599488111022167818239	7	0.390625	123
250	1103806595333	7	0.390625	5
251	126941273557690642100270732925638541311	7	0.390625	123
252	65587	7	0.390625	5
253	69117259632386357977183701886413307903	7	0.390625	123
254	350488137400481480755	7	0.484375	7
255	69119855780815625376586448326992330751	7	0.484375	121
256	1120986465541	7	0.484375	7
257	126775120048314007301874714843910504447	7	0.484375	121
258	16974595	7	0.484375	7
259	84069766369547226014609186716859236351	7	0.484375	121
260	387381625547900584021	7	0.484375	7
261	114313607637502765057621731385737740287	7	0.484375	121
262	5461	7	0.484375	7
263	113441301765268914028134283800800657407	7	0.484375	121
264	5035961132122707595537	7	0.484375	7
265	158801207121429168181140838146690252799	7	0.484375	121
266	282578800148737	7	0.484375	7
267	169473963133173276330633274318231961599	7	0.484375	121
268	4777706715090773869315	7	0.484375	7
269	84073670733395928947294709710430666751	7	0.484375	121
270	1376341	7	0.484375	7
271	114310200192689351589096184045893582847	7	0.484375	121
272	281487861809155	7	0.484375	7
273	85066697448168988396514193475949821951	7	0.484375	121
274	17106181	7	0.484375	7
275	126771864771244965285097554840406458367	7	0.484375	121
276	281496451874821	7	0.484375	7
277	127602642360297133497172627916154994687	7	0.484375	121
278	90194313301	7	0.484375	7
279	114313607585509283419741435638346416127	7	0.484375	121
280	79228167255077565640705310977	7	0.484375	7
281	169476569422807950023933158018588344319	7	0.484375	121
282	4814600203238192973061	7	0.484375	7
283	126775120097986351366635354531150430207	7	0.484375	121
284	281547992268817	7	0.484375	7
285	159504601044393242322666453746308874239	7	0.484375	121
286	79229371458530977775699951617	7	0.484375	7
287	170138587272425278588607549579869552639	7	0.484375	121
288	81604378675	7	0.484375	7
289	69119855718918623426728953389621706751	7	0.484375	121
290	17895697	7	0.484375	7
291	158798438572518269737963830933066874879	7	0.484375	121
292	458767	7	0.484375	7
293	21263104672807435992285948780197445631	7	0.484375	121
294	79228162827858986919620771857	7	0.484375	7
295	159507359452099943402954085095765442559	7	0.484375	121
296	127	7	0.484375	7
297	2658455991569831745807614120560689151	7	0.484375	121
298	4915	7	0.484375	7
299	68081396409108659865291867868733898751	7	0.484375	121
300	1208981159846850303557635	7	0.484375	7
301	85066697507590714731287055192924618751	7	0.484375	121
302	1213666632841572546314497	7	0.484375	7
303	169473963172942704546326381392591585279	7	0.484375	121
304	1209239414263882238197777	7	0.484375	7
305	159504601086483808111479216880819896319	7	0.484375	121
306	1112396530435	7	0.484375	7
307	84073670673820064570556870833211441151	7	0.484375	121
308	79228162606498057983566544901	7	0.484375	7
309	127605887545834322215821051742732156927	7	0.484375	121
310	129127208515966861327	7	0.484375	7
311	21267647932558653950320011899989655551	7	0.484375	121
312	30064771087	7	0.484375	7
313	21267647863234011766479617570134556671	7	0.484375	121
314	1209018053334997722791941	7	0.484375	7
315	127602642409815339519968290443150491647	7	0.484375	121
316	1807	7	0.484375	7
317	20104573436246852577670081786740211711	7	0.484375	121
318	1245235	7	0.484375	7
319	69115799298894895056913177684320714751	7	0.484375	121
320	1172526076177	7	0.484375	7
321	158801207079184464350363097851934801919	7	0.484375	121
322	79228162569604569827557507075	7	0.484375	7
323	85070591670813493966310340605354442751	7	0.484375	121
324	18446744073712894003	7	0.578125	9
325	69115718169256480441008109858460794879	7	0.578125	119
326	3342391	7	0.578125	9
327	26580422304139172517309655966344544255	7	0.578125	119
328	286331155	7	0.578125	9
329	73727846208458353758005478326773219327	7	0.578125	119
330	5192376087906286159508272029171969	7	0.578125	9
331	169473973274532820652155646049729347583	7	0.578125	119
332	3342643	7	0.578125	9
333	68451104171364022513779578365175398399	7	0.578125	119
334	5192376087906286159508272029171715	7	0.578125	9
335	85067995542190662722763897721927467007	7	0.578125	119
336	18764712120597	7	0.578125	9
337	116265911214057485010884354889566126079	7	0.578125	119
338	3626832799076108652969991	7	0.578125	9
339	42531401642473406798365158895209414655	7	0.578125	119
340	18446744438781771861	7	0.578125	9
341	114313607584890313390875373464042078207	7	0.578125	119
342	276701161105643339791	7	0.578125	9
343	21265051784129386535352825147218198527	7	0.578125	119
344	18446744073709555471	7	0.578125	9
345	20021496686510295326390221808617914367	7	0.578125	119
346	18447588511524782083	7	0.578125	9
347	85066697448168686155835917781801369599	7	0.578125	119
348	21847	7	0.578125	9
349	28360325441317228507033570950200164351	7	0.578125	119
350	23704066134716773827861	7	0.578125	9
351	116141296131707024383395890849652932607	7	0.578125	119
352	80593824858037031014675	7	0.578125	9
353	73730615391194552315294934488934514687	7	0.578125	119
354	940783947759187132723	7	0.578125	9
355	68455241782923167439846314420700446719	7	0.578125	119
356	1346878763056088388416323977237	7	0.578125	9
357	116972063586982635470032259166660198399	7	0.578125	119
358	72340172838076675	7	0.578125	9
359	84403371402938658103606381025467301887	7	0.578125	119
360	80593824858041325981969	7	0.578125	9
361	158801207081815086924006417550104592383	7	0.578125	119
362	5192376087906286159508272029171729	7	0.578125	9
363	159504763306145951605377093097626763263	7	0.578125	119
364	72340172838076689	7	0.578125	9
365	158840139166893946986219576401166598143	7	0.578125	119
366	1567973246265311887701	7	0.578125	9
367	113648993639610307121025712667521712127	7	0.578125	119
368	20552052528097949033496595	7	0.578125	9
369	74434009356249192245635556226784821247	7	0.578125	119
370	80593824858037031080209	7	0.578125	9
371	158798610972999900767324321098711957503	7	0.578125	119
372	84215047	7	0.578125	9
373	41701270505709148962795099989057994751	7	0.578125	119
374	1567973246269606854741	7	0.578125	9
375	114313607597888683800345447400889909247	7	0.578125	119
376	237684487598133245014645473283	7	0.578125	9
377	85067995522384226552496075356116090879	7	0.578125	119
378	1346878763056088388416323977489	7	0.578125	9
379	158842745454207485466502181565491052543	7	0.578125	119
380	219043332151	7	0.578125	9
381	26584559852563375454521747185751556095	7	0.578125	119
382	18448151470068269061	7	0.578125	9
383	127602642360296982372221804050653380607	7	0.578125	119
384	3311419851523	7	0.578125	9
385	84071074525313425904287269317865635839	7	0.578125	119
386	844437815230471	7	0.578125	9
387	42531401583051378232137463889685118975	7	0.578125	119
388	18446744292752883763	7	0.578125	9
389	69119855717680683378220201077867806719	7	0.578125	119
390	50529043	7	0.578125	9
391	73435937332665498118461124247803658239	7	0.578125	119
392	23704066134716773893381	7	0.578125	9
393	126772523949557083952812082083731079167	7	0.578125	119
394	983311	7	0.578125	9
395	20598166156361319629107262094036697087	7	0.578125	119
396	18446747385129337603	7	0.578125	9
397	84073670673742693308878162529175470079	7	0.578125	119
398	4294989141	7	0.578125	9
399	113430917131937763115745054011370242047	7	0.578125	119
400	20552052528097949033496849	7	0.578125	9
401	158839987088591350175027304554586701823	7	0.578125	119
402	64424509471	7	0.578125	9
403	10633823892002924626107639988295303167	7	0.578125	119
404	940783947763482099763	7	0.578125	9
405	69119855741201544119166049154068643839	7	0.578125	119
406	396140812663555408357742346261	7	0.578125	9
407	116972063579554995232590595259952529407	7	0.578125	119
408	844437815230483	7	0.578125	9
409	74432873481889359181828833336413388799	7	0.578125	119
410	64424509711	7	0.578125	9
411	20603033860389793672886192940397887487	7	0.578125	119
412	18446744073709551871	7	0.578125	9
413	1329227995784915863680435023425568767	7	0.578125	119
414	20552052528097953328463889	7	0.578125	9
415	159504601046869726854347039287954898943	7	0.578125	119
416	365072220247	7	0.578125	9
417	29243015854655697534255093642954801151	7	0.578125	119
418	310698676454186641271095569	7	0.578125	9
419	158840139206663377563095924360593014783	7	0.578125	119
420	5570647	7	0.578125	9
421	29239567897635528419911684293448957951	7	0.578125	119
422	1567973246265311887447	7	0.578125	9
423	29243015907268149191633964339719831551	7	0.578125	119
424	18764712186129	7	0.578125	9
425	158798610930745525529991915570372542463	7	0.578125	119
426	14222439680830064296723	7	0.578125	9
427	73439846767116601964046238829678428159	7	0.578125	119
428	1567973246265311952981	7	0.578125	9
429	114311011489073497643663350949497274367	7	0.578125	119
430	13111	7	0.578125	9
431	25525331356557212621855919954445991935	7	0.578125	119
432	4294967551	7	0.578125	9
433	1329227956170834615771638263508369407	7	0.578125	119
434	64424574991	7	0.578125	9
435	21265051709852984195523831222373449727	7	0.578125	119
436	18446744138134061071	7	0.578125	9
437	21267647858282251600114724433683283967	7	0.578125	119
438	5570901	7	0.578125	9
439	113645545629977686349303432621250838527	7	0.578125	119
440	237684487598133245014645407763	7	0.578125	9
441	74436767704534166983079884122037944319	7	0.578125	119
442	4581298449	7	0.578125	9
443	158798437899078888366716961387943297023	7	0.578125	119
444	14222439680830064362243	7	0.578125	9
445	84071074584966661533462430063756574719	7	0.578125	119
446	18446744073709564723	7	0.578125	9
447	68060627221674520545554373846562242559	7	0.578125	119
448	4300537941	7	0.578125	9
449	114310159588256063028623167354619035647	7	0.578125	119
450	365072220501	7	0.578125	9
451	113648993586997855463646841970756681727	7	0.578125	119
452	276701161105643274271	7	0.578125	9
453	10633823966279326965936633913140051967	7	0.578125	119
454	237684487598133245014645408003	7	0.578125	9
455	84405977672921036029858437074140528639	7	0.578125	119
456	4785147619639315	7	0.578125	9
457	74434009314158588677890938931205111807	7	0.578125	119
458	3311419785991	7	0.578125	9
459	41538374808625385385179708637059219455	7	0.578125	119
460	844437815230723	7	0.578125	9
461	84402083450276228228607386288515973119	7	0.578125	119
462	87381	7	0.578125	9
463	113428321023122576959062957559977607167	7	0.578125	119
464	4298309683	7	0.578125	9
465	69115718129642399193099313098543595519	7	0.578125	119
466	6044721331793514421616661	7	0.578125	9
467	116968818443536012536737798776535646207	7	0.578125	119
468	3626832799076108652970243	7	0.578125	9
469	84402083509698256794835081294040268799	7	0.578125	119
470	4345496323	7	0.578125	9
471	84069761259330743844559411933274439679	7	0.578125	119
472	1346878763056088388416324042769	7	0.578125	9
473	159504763303670675989139819847466614783	7	0.578125	119
474	4785147619639569	7	0.578125	9
475	158839987046500746607282687259006992383	7	0.578125	119
476	80593824858037031014677	7	0.578125	9
477	116265911256311860248216760417905541119	7	0.578125	119
478	72340172838076677	7	0.578125	9
479	126938667268055966036528206954438328319	7	0.578125	119
480	14222439680830064296711	7	0.578125	9
481	41538374868278621014354869382950158335	7	0.578125	119
482	18446762838421672209	7	0.578125	9
483	158801207079174792934582808781682376703	7	0.578125	119
484	396140812663555408357742346501	7	0.578125	9
485	126941273547941864279369148212055113727	7	0.578125	119
486	4294980403	7	0.578125	9
487	68060627182060439297645577086645043199	7	0.578125	119
488	18451529221329190929	7	0.578125	9
489	159504601044393204534511218752292388863	7	0.578125	119
490	3311419786003	7	0.578125	9
491	73439846707463366334871078083787489279	7	0.578125	119
492	65791	7	0.578125	9
493	1326631847355648459089541812115734527	7	0.578125	119
494	1407396358717461	7	0.578125	9
495	116968818394017655398214719605265399807	7	0.578125	119
496	18446744073995882769	7	0.578125	9
497	158798437938692969614625758147860496383	7	0.578125	119
498	983071	7	0.578125	9
499	10628956187974450582328709141934112767	7	0.578125	119
500	6044721331793518716583941	7	0.578125	9
501	127602642370201258262836086462006427647	7	0.578125	119
502	6044721331793514421616647	7	0.578125	9
503	42532050679580723654124603400836349951	7	0.578125	119
504	310698676454186645566062849	7	0.578125	9
505	169473963133328623289194212046063796223	7	0.578125	119
506	511	7	0.578125	9
507	664613997892457936451903530140172287	7	0.578125	119
508	20361637770906747989587956596995	7	0.578125	9
509	84405977692573334158089506160637902847	7	0.578125	119
510	5519032976647	7	0.578125	9
511	41704528318040705809803394852377853951	7	0.578125	119
512	18446749592742528261	7	0.578125	9
513	126775120048275321666423674673465131007	7	0.578125	119
514	396140812663555408357742411781	7	0.578125	9
515	127603291397405054802006786494030675967	7	0.578125	119
516	276701161105643274511	7	0.578125	9
517	20603033934666196012715186865242636287	7	0.578125	119
518	84215061	7	0.578125	9
519	116138038269664437845408295364757291007	7	0.578125	119
520	365072285781	7	0.578125	9
521	114311011436461045986284480252732243967	7	0.578125	119
522	20552052528097949033496597	7	0.578125	9
523	116969305221366500178557382155755847679	7	0.578125	119
524	14222439680834359264003	7	0.578125	9
525	84073670693781847690144526515149209599	7	0.578125	119
526	4294971151	7	0.578125	9
527	20021496646896214078481425048700715007	7	0.578125	119
528	3871	7	0.578125	9
529	9387672720230968352383137363229933567	7	0.578125	119
530	276701161109938241551	7	0.578125	9
531	21267647892944572692034921598610833407	7	0.578125	119
532	940783947759187132471	7	0.578125	9
533	26584559915698317443376392021869592575	7	0.578125	119
534	5519032976661	7	0.578125	9
535	116141296081995994692416590228077150207	7	0.578125	119
536	20361637770906747989587956596997	7	0.578125	9
537	126941273557690642091011332089608929279	7	0.578125	119
538	286331157	7	0.578125	9
539	116263142073575661690927304255744245759	7	0.578125	119
540	18446744073793766661	7	0.578125	9
541	126771862235943764819415379810145271807	7	0.578125	119
542	3626832799076112947937283	7	0.578125	9
543	85066697467976633474154816027408465919	7	0.578125	119
544	18446744073760080643	7	0.578125	9
545	84069761298944825092468208693191639039	7	0.578125	119
546	18764712120595	7	0.578125	9
547	73730615348940177077962528960595099647	7	0.578125	119
548	1346878763056088388416323977235	7	0.578125	9
549	74436767721865327537110433237689171967	7	0.578125	119
550	310698676454186641271095555	7	0.578125	9
551	84403371442708088680482728984893718527	7	0.578125	119
552	50529031	7	0.578125	9
553	41534465433827517168769754801075388415	7	0.578125	119
554	69391	7	0.578125	9
555	20018900538081027921799328597308080127	7	0.578125	119
556	20361637770906747989587956597009	7	0.578125	9
557	158842745456528623040702701536337199103	7	0.578125	119
558	23704066134721068795141	7	0.578125	9
559	126775120058372270109494178535123714047	7	0.578125	119
560	18519084246547628289	7	0.578125	9
561	169473963133173273960226660846554578943	7	0.578125	119
562	1407396358717447	7	0.578125	9
563	42532050630062366515601524229566103551	7	0.578125	119
564	4379182341	7	0.578125	9
565	126771862196329683571506583050228072447	7	0.578125	119
566	219043332403	7	0.578125	9
567	68455241719788225450991669584582410239	7	0.578125	119
568	18446744073715122261	7	0.578125	9
569	114310159627870144276531964114536235007	7	0.578125	119
570	78643	7	0.578125	9
571	68058031073245253140963480635252408319	7	0.578125	119
572	396140812663555408357742346247	7	0.578125	9
573	42535295815599706349977399884253233151	7	0.578125	119
574	4785147619639317	7	0.578125	9
575	116969305179275896610812764860176138239	7	0.578125	119
576	20361637770906747989587956662529	7	0.578125	9
577	169473973274378682610118892770415345663	7	0.578125	119
578	6044721331793514421616901	7	0.578125	9
579	126938028411922881583516351728638230527	7	0.578125	119
580	18446744073709573461	7	0.578125	9
581	113430917171551844363653850771287441407	7	0.578125	119
582	940783947759187198003	7	0.578125	9
583	69117259632386357962483952702676008959	7	0.578125	119
584	4295950351	7	0.578125	9
585	21262780114639696308426996827404894207	7	0.578125	119
586	219043397683	7	0.578125	9
587	69117259569251415973629307866557972479	7	0.578125	119
588	18446744073710534671	7	0.578125	9
589	21262780154253777556335793587322093567	7	0.578125	119
590	23704066134716773827847	7	0.578125	9
591	41704528367751735500782695473953636351	7	0.578125	119
592	310698676454186641271095557	7	0.578125	9
593	126938667307825396613404554913864744959	7	0.578125	119
594	1407396358717701	7	0.578125	9
595	126938028362404524444993272557367984127	7	0.578125	119
596	3626832799076108652970003	7	0.578125	9
597	74432873541311387748056528341937684479	7	0.578125	119
598	5519033042181	7	0.578125	9
599	126772523899846054261832781462155296767	7	0.578125	119
600	5192376087906286159508272029171717	7	0.578125	9
601	127603291407307970655685723650898493439	7	0.578125	119
602	237684487598133245014645407751	7	0.578125	9
603	42535295805696186033388514675309674495	7	0.578125	119
604	1318554964275	7	0.671875	11
605	68413703344765204325052753079586258943	7	0.671875	117
606	6044721331793514422665301	7	0.671875	11
607	114310200192689351577566793077964668927	7	0.671875	117
608	20361637771201895894767309426961	7	0.671875	11
609	158801207081660344419097996813400014847	7	0.671875	117
610	286462259	7	0.671875	11
611	68409636151104056559483117461569535999	7	0.671875	117
612	1209866603562388362952755	7	0.671875	11
613	69117097373109528749120420387177365503	7	0.671875	117
614	5119	7	0.671875	11
615	290768624077950347197707794436325375	7	0.671875	117
616	845537326859011	7	0.671875	11
617	84069776451175256755470761989083496447	7	0.671875	117
618	79248714566792435615591890961	7	0.671875	11
619	159504601044393846775776278736009166847	7	0.671875	117
620	72340172838339845	7	0.671875	11
621	126771864731475534698961664759862132735	7	0.671875	117
622	79231789347063695181468598275	7	0.671875	11
623	85066697467976029011245008710673629183	7	0.671875	117
624	1163936137999	7	0.671875	11
625	20270726861288822199749568640965410815	7	0.671875	117
626	3626906586052403491438599	7	0.671875	11
627	42530752605366089942605749573954568191	7	0.671875	117
628	1407396375495941	7	0.671875	11
629	126771864721726608135045084701207298047	7	0.671875	117
630	17904435	7	0.671875	11
631	68057858672763622101764877083616477183	7	0.671875	117
632	1209018054742394081181701	7	0.671875	11
633	127602642360296982369915820303951331327	7	0.671875	117
634	396140812663555408366332280847	7	0.671875	11
635	21267647863234011754950402521381732351	7	0.671875	117
636	1209018053334997806679301	7	0.671875	11
637	126771862235943764817109396063443222527	7	0.671875	117
638	5587752457493	7	0.671875	11
639	116099757704651835992817585707645140991	7	0.671875	117
640	20552089421586096452730899	7	0.671875	11
641	74432711282034558534116737584275128319	7	0.671875	117
642	79228167255077567848318501635	7	0.671875	11
643	84073670673742693308842133730009022463	7	0.671875	117
