	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	8	1111111111111110111111101110100011111110111010001110100010000000111111101110100011101000100000001110100010000000100000000000000011111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	iiiiiiii	128	Y	0	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
1	1	8	1111111111111110111111101110100011111110111010001110100010000000111111111111111011111110111010001111111011101000111010001000000011111110111010001110100010000000111010001000000010000000000000001111111011101000111010001000000011101000100000001000000000000000	iiiiiiii	128	Y	1	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
2	2	8	1111111111111110111111101110100011111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011111110111010001110100010000000111111101110100011101000100000001110100010000000100000000000000011101000100000001000000000000000	iiiiiiii	128	Y	2	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
3	3	8	1111111111111110111111111111111011111110111010001111111011101000111111101110100011111110111010001110100010000000111010001000000011111110111010001111111011101000111010001000000011101000100000001110100010000000111010001000000010000000000000001000000000000000	iiiiiiii	128	Y	3	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
4	4	8	1111111111111111111111101111111011111110111111101110100011101000111111101111111011101000111010001110100011101000100000001000000011111110111111101110100011101000111010001110100010000000100000001110100011101000100000001000000010000000100000000000000000000000	iiiiiiii	128	Y	4	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
5	5	8	1111111111111111111111111110111011111111111011101110111010001000111111111110111011101110100010001110111010001000100010000000000011111111111011101110111010001000111011101000100010001000000000001110111010001000100010000000000010001000000000000000000000000000	iiiiiiii	128	Y	5	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
6	6	8	1111111111111111111111111111101011111111111110101111101010100000111111111111101011111010101000001111101010100000101000000000000011111111111110101111101010100000111110101010000010100000000000001111101010100000101000000000000010100000000000000000000000000000	iiiiiiii	128	Y	6	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
7	7	8	1111111111111111111111111111110011111111111111001111110011000000111111111111110011111100110000001111110011000000110000000000000011111111111111001111110011000000111111001100000011000000000000001111110011000000110000000000000011000000000000000000000000000000	iiiiiiii	128	Y	7	7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
8	8	8	1111111111111101111111011101010011111101110101001101010001000000111111011101010011010100010000001101010001000000010000000000000011111111111111011111110111010100111111011101010011010100010000001111110111010100110101000100000011010100010000000100000000000000	iiiiiiia	128	Y	0	7	iiiiiia	64	11111111111111011111110111010100111111011101010011010100010000001111110111010100110101000100000011010100010000000100000000000000	2.1875	69
9	9	8	1111111111111101111111011101010011111101110101001101010001000000111111111111110111111101110101001111110111010100110101000100000011111101110101001101010001000000110101000100000001000000000000001111110111010100110101000100000011010100010000000100000000000000	iiiiiiia	128	Y	1	7	iiiiiia	64	11111111111111011111110111010100111111011101010011010100010000001111110111010100110101000100000011010100010000000100000000000000	2.1875	69
