	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	9	11111111111111111111111111111110111111111111111011111110111010001111111111111110111111101110100011111110111010001110100010000000111111111111111011111110111010001111111011101000111010001000000011111110111010001110100010000000111010001000000010000000000000001111111111111110111111101110100011111110111010001110100010000000111111101110100011101000100000001110100010000000100000000000000011111110111010001110100010000000111010001000000010000000000000001110100010000000100000000000000010000000000000000000000000000000	iiiiiiiii	256	N		9	iiiiiiiii	256	11111111111111111111111111111110111111111111111011111110111010001111111111111110111111101110100011111110111010001110100010000000111111111111111011111110111010001111111011101000111010001000000011111110111010001110100010000000111010001000000010000000000000001111111111111110111111101110100011111110111010001110100010000000111111101110100011101000100000001110100010000000100000000000000011111110111010001110100010000000111010001000000010000000000000001110100010000000100000000000000010000000000000000000000000000000	2.4609375	251
1	1	9	11111111111111111111111111111101111111111111110111111101110101001111111111111101111111011101010011111101110101001101010001000000111111111111110111111101110101001111110111010100110101000100000011111101110101001101010001000000110101000100000001000000000000001111111111111101111111011101010011111101110101001101010001000000111111011101010011010100010000001101010001000000010000000000000011111101110101001101010001000000110101000100000001000000000000001101010001000000010000000000000001000000000000000000000000000000	iiiiiiiia	256	N		9	iiiiiiiia	256	11111111111111111111111111111101111111111111110111111101110101001111111111111101111111011101010011111101110101001101010001000000111111111111110111111101110101001111110111010100110101000100000011111101110101001101010001000000110101000100000001000000000000001111111111111101111111011101010011111101110101001101010001000000111111011101010011010100010000001101010001000000010000000000000011111101110101001101010001000000110101000100000001000000000000001101010001000000010000000000000001000000000000000000000000000000	2.4609375	251
2	2	9	11111111111111111111111111111011111111111111101111111011101100101111111111111011111110111011001011111011101100101011001000100000111111111111101111111011101100101111101110110010101100100010000011111011101100101011001000100000101100100010000000100000000000001111111111111011111110111011001011111011101100101011001000100000111110111011001010110010001000001011001000100000001000000000000011111011101100101011001000100000101100100010000000100000000000001011001000100000001000000000000000100000000000000000000000000000	iiiiiiiai	256	N		9	iiiiiiiai	256	11111111111111111111111111111011111111111111101111111011101100101111111111111011111110111011001011111011101100101011001000100000111111111111101111111011101100101111101110110010101100100010000011111011101100101011001000100000101100100010000000100000000000001111111111111011111110111011001011111011101100101011001000100000111110111011001010110010001000001011001000100000001000000000000011111011101100101011001000100000101100100010000000100000000000001011001000100000001000000000000000100000000000000000000000000000	2.4609375	251
3	3	9	11111111111111111111111111110111111111111111011111110111011100011111111111110111111101110111000111110111011100010111000100010000111111111111011111110111011100011111011101110001011100010001000011110111011100010111000100010000011100010001000000010000000000001111111111110111111101110111000111110111011100010111000100010000111101110111000101110001000100000111000100010000000100000000000011110111011100010111000100010000011100010001000000010000000000000111000100010000000100000000000000010000000000000000000000000000	iiiiiiiaa	256	N		9	iiiiiiiaa	256	11111111111111111111111111110111111111111111011111110111011100011111111111110111111101110111000111110111011100010111000100010000111111111111011111110111011100011111011101110001011100010001000011110111011100010111000100010000011100010001000000010000000000001111111111110111111101110111000111110111011100010111000100010000111101110111000101110001000100000111000100010000000100000000000011110111011100010111000100010000011100010001000000010000000000000111000100010000000100000000000000010000000000000000000000000000	2.4609375	251
4	4	9	11111111111111111111111111101111111111111110111111101111100011101111111111101111111011111000111011101111100011101000111000001000111111111110111111101111100011101110111110001110100011100000100011101111100011101000111000001000100011100000100000001000000000001111111111101111111011111000111011101111100011101000111000001000111011111000111010001110000010001000111000001000000010000000000011101111100011101000111000001000100011100000100000001000000000001000111000001000000010000000000000001000000000000000000000000000	iiiiiiaii	256	N		9	iiiiiiaii	256	11111111111111111111111111101111111111111110111111101111100011101111111111101111111011111000111011101111100011101000111000001000111111111110111111101111100011101110111110001110100011100000100011101111100011101000111000001000100011100000100000001000000000001111111111101111111011111000111011101111100011101000111000001000111011111000111010001110000010001000111000001000000010000000000011101111100011101000111000001000100011100000100000001000000000001000111000001000000010000000000000001000000000000000000000000000	2.4609375	251
5	5	9	11111111111111111111111111011111111111111101111111011111010011011111111111011111110111110100110111011111010011010100110100000100111111111101111111011111010011011101111101001101010011010000010011011111010011010100110100000100010011010000010000000100000000001111111111011111110111110100110111011111010011010100110100000100110111110100110101001101000001000100110100000100000001000000000011011111010011010100110100000100010011010000010000000100000000000100110100000100000001000000000000000100000000000000000000000000	iiiiiiaia	256	N		9	iiiiiiaia	256	11111111111111111111111111011111111111111101111111011111010011011111111111011111110111110100110111011111010011010100110100000100111111111101111111011111010011011101111101001101010011010000010011011111010011010100110100000100010011010000010000000100000000001111111111011111110111110100110111011111010011010100110100000100110111110100110101001101000001000100110100000100000001000000000011011111010011010100110100000100010011010000010000000100000000000100110100000100000001000000000000000100000000000000000000000000	2.4609375	251
6	6	9	11111111111111111111111110111111111111111011111110111111001010111111111110111111101111110010101110111111001010110010101100000010111111111011111110111111001010111011111100101011001010110000001010111111001010110010101100000010001010110000001000000010000000001111111110111111101111110010101110111111001010110010101100000010101111110010101100101011000000100010101100000010000000100000000010111111001010110010101100000010001010110000001000000010000000000010101100000010000000100000000000000010000000000000000000000000	iiiiiiaai	256	N		9	iiiiiiaai	256	11111111111111111111111110111111111111111011111110111111001010111111111110111111101111110010101110111111001010110010101100000010111111111011111110111111001010111011111100101011001010110000001010111111001010110010101100000010001010110000001000000010000000001111111110111111101111110010101110111111001010110010101100000010101111110010101100101011000000100010101100000010000000100000000010111111001010110010101100000010001010110000001000000010000000000010101100000010000000100000000000000010000000000000000000000000	2.4609375	251
7	7	9	11111111111111111111111101111111111111110111111101111111000101111111111101111111011111110001011101111111000101110001011100000001111111110111111101111111000101110111111100010111000101110000000101111111000101110001011100000001000101110000000100000001000000001111111101111111011111110001011101111111000101110001011100000001011111110001011100010111000000010001011100000001000000010000000001111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000	iiiiiiaaa	256	N		9	iiiiiiaaa	256	11111111111111111111111101111111111111110111111101111111000101111111111101111111011111110001011101111111000101110001011100000001111111110111111101111111000101110111111100010111000101110000000101111111000101110001011100000001000101110000000100000001000000001111111101111111011111110001011101111111000101110001011100000001011111110001011100010111000000010001011100000001000000010000000001111111000101110001011100000001000101110000000100000001000000000001011100000001000000010000000000000001000000000000000000000000	2.4609375	251
8	8	9	11111111111111111111111011111111111111101111111111101000111111101111111011111111111010001111111011101000111111101000000011101000111111101111111111101000111111101110100011111110100000001110100011101000111111101000000011101000100000001110100000000000100000001111111011111111111010001111111011101000111111101000000011101000111010001111111010000000111010001000000011101000000000001000000011101000111111101000000011101000100000001110100000000000100000001000000011101000000000001000000000000000100000000000000000000000	iiiiiaiii	256	N		9	iiiiiaiii	256	11111111111111111111111011111111111111101111111111101000111111101111111011111111111010001111111011101000111111101000000011101000111111101111111111101000111111101110100011111110100000001110100011101000111111101000000011101000100000001110100000000000100000001111111011111111111010001111111011101000111111101000000011101000111010001111111010000000111010001000000011101000000000001000000011101000111111101000000011101000100000001110100000000000100000001000000011101000000000001000000000000000100000000000000000000000	2.4609375	251
9	9	9	11111111111111111111110111111111111111011111111111010100111111011111110111111111110101001111110111010100111111010100000011010100111111011111111111010100111111011101010011111101010000001101010011010100111111010100000011010100010000001101010000000000010000001111110111111111110101001111110111010100111111010100000011010100110101001111110101000000110101000100000011010100000000000100000011010100111111010100000011010100010000001101010000000000010000000100000011010100000000000100000000000000010000000000000000000000	iiiiiaiia	256	N		9	iiiiiaiia	256	11111111111111111111110111111111111111011111111111010100111111011111110111111111110101001111110111010100111111010100000011010100111111011111111111010100111111011101010011111101010000001101010011010100111111010100000011010100010000001101010000000000010000001111110111111111110101001111110111010100111111010100000011010100110101001111110101000000110101000100000011010100000000000100000011010100111111010100000011010100010000001101010000000000010000000100000011010100000000000100000000000000010000000000000000000000	2.4609375	251
10	10	9	11111111111111111111101111111111111110111111111110110010111110111111101111111111101100101111101110110010111110110010000010110010111110111111111110110010111110111011001011111011001000001011001010110010111110110010000010110010001000001011001000000000001000001111101111111111101100101111101110110010111110110010000010110010101100101111101100100000101100100010000010110010000000000010000010110010111110110010000010110010001000001011001000000000001000000010000010110010000000000010000000000000001000000000000000000000	iiiiiaiai	256	N		9	iiiiiaiai	256	11111111111111111111101111111111111110111111111110110010111110111111101111111111101100101111101110110010111110110010000010110010111110111111111110110010111110111011001011111011001000001011001010110010111110110010000010110010001000001011001000000000001000001111101111111111101100101111101110110010111110110010000010110010101100101111101100100000101100100010000010110010000000000010000010110010111110110010000010110010001000001011001000000000001000000010000010110010000000000010000000000000001000000000000000000000	2.4609375	251
11	11	9	11111111111111111111011111111111111101111111111101110001111101111111011111111111011100011111011101110001111101110001000001110001111101111111111101110001111101110111000111110111000100000111000101110001111101110001000001110001000100000111000100000000000100001111011111111111011100011111011101110001111101110001000001110001011100011111011100010000011100010001000001110001000000000001000001110001111101110001000001110001000100000111000100000000000100000001000001110001000000000001000000000000000100000000000000000000	iiiiiaiaa	256	N		9	iiiiiaiaa	256	11111111111111111111011111111111111101111111111101110001111101111111011111111111011100011111011101110001111101110001000001110001111101111111111101110001111101110111000111110111000100000111000101110001111101110001000001110001000100000111000100000000000100001111011111111111011100011111011101110001111101110001000001110001011100011111011100010000011100010001000001110001000000000001000001110001111101110001000001110001000100000111000100000000000100000001000001110001000000000001000000000000000100000000000000000000	2.4609375	251
12	12	9	11111111111111111110111111111111111011111111111110001110111011111110111111111111100011101110111110001110111011110000100010001110111011111111111110001110111011111000111011101111000010001000111010001110111011110000100010001110000010001000111000000000000010001110111111111111100011101110111110001110111011110000100010001110100011101110111100001000100011100000100010001110000000000000100010001110111011110000100010001110000010001000111000000000000010000000100010001110000000000000100000000000000010000000000000000000	iiiiiaaii	256	N		9	iiiiiaaii	256	11111111111111111110111111111111111011111111111110001110111011111110111111111111100011101110111110001110111011110000100010001110111011111111111110001110111011111000111011101111000010001000111010001110111011110000100010001110000010001000111000000000000010001110111111111111100011101110111110001110111011110000100010001110100011101110111100001000100011100000100010001110000000000000100010001110111011110000100010001110000010001000111000000000000010000000100010001110000000000000100000000000000010000000000000000000	2.4609375	251
13	13	9	11111111111111111101111111111111110111111111111101001101110111111101111111111111010011011101111101001101110111110000010001001101110111111111111101001101110111110100110111011111000001000100110101001101110111110000010001001101000001000100110100000000000001001101111111111111010011011101111101001101110111110000010001001101010011011101111100000100010011010000010001001101000000000000010001001101110111110000010001001101000001000100110100000000000001000000010001001101000000000000010000000000000001000000000000000000	iiiiiaaia	256	N		9	iiiiiaaia	256	11111111111111111101111111111111110111111111111101001101110111111101111111111111010011011101111101001101110111110000010001001101110111111111111101001101110111110100110111011111000001000100110101001101110111110000010001001101000001000100110100000000000001001101111111111111010011011101111101001101110111110000010001001101010011011101111100000100010011010000010001001101000000000000010001001101110111110000010001001101000001000100110100000000000001000000010001001101000000000000010000000000000001000000000000000000	2.4609375	251
14	14	9	11111111111111111011111111111111101111111111111100101011101111111011111111111111001010111011111100101011101111110000001000101011101111111111111100101011101111110010101110111111000000100010101100101011101111110000001000101011000000100010101100000000000000101011111111111111001010111011111100101011101111110000001000101011001010111011111100000010001010110000001000101011000000000000001000101011101111110000001000101011000000100010101100000000000000100000001000101011000000000000001000000000000000100000000000000000	iiiiiaaai	256	N		9	iiiiiaaai	256	11111111111111111011111111111111101111111111111100101011101111111011111111111111001010111011111100101011101111110000001000101011101111111111111100101011101111110010101110111111000000100010101100101011101111110000001000101011000000100010101100000000000000101011111111111111001010111011111100101011101111110000001000101011001010111011111100000010001010110000001000101011000000000000001000101011101111110000001000101011000000100010101100000000000000100000001000101011000000000000001000000000000000100000000000000000	2.4609375	251
15	15	9	11111111111111110111111111111111011111111111111100010111011111110111111111111111000101110111111100010111011111110000000100010111011111111111111100010111011111110001011101111111000000010001011100010111011111110000000100010111000000010001011100000000000000010111111111111111000101110111111100010111011111110000000100010111000101110111111100000001000101110000000100010111000000000000000100010111011111110000000100010111000000010001011100000000000000010000000100010111000000000000000100000000000000010000000000000000	iiiiiaaaa	256	N		9	iiiiiaaaa	256	11111111111111110111111111111111011111111111111100010111011111110111111111111111000101110111111100010111011111110000000100010111011111111111111100010111011111110001011101111111000000010001011100010111011111110000000100010111000000010001011100000000000000010111111111111111000101110111111100010111011111110000000100010111000101110111111100000001000101110000000100010111000000000000000100010111011111110000000100010111000000010001011100000000000000010000000100010111000000000000000100000000000000010000000000000000	2.4609375	251
