	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	6	1111111011101000111010001000000011111110111010001110100010000000	iiiiii	32	Y	0	5	iiiii	16	11111110111010001110100010000000	1.875	19
1	1	6	1111111011101000111111101110100011101000100000001110100010000000	iiiiii	32	Y	1	5	iiiii	16	11111110111010001110100010000000	1.875	19
2	2	6	1111111011111110111010001110100011101000111010001000000010000000	iiiiii	32	Y	2	5	iiiii	16	11111110111010001110100010000000	1.875	19
3	3	6	1111111111101110111011101000100011101110100010001000100000000000	iiiiii	32	Y	3	5	iiiii	16	11111110111010001110100010000000	1.875	19
4	4	6	1111111111111010111110101010000011111010101000001010000000000000	iiiiii	32	Y	4	5	iiiii	16	11111110111010001110100010000000	1.875	19
5	5	6	1111111111111100111111001100000011111100110000001100000000000000	iiiiii	32	Y	5	5	iiiii	16	11111110111010001110100010000000	1.875	19
6	6	6	1111110111010100110101000100000011111101110101001101010001000000	iiiiia	32	Y	0	5	iiiia	16	11111101110101001101010001000000	1.875	19
7	7	6	1111110111010100111111011101010011010100010000001101010001000000	iiiiia	32	Y	1	5	iiiia	16	11111101110101001101010001000000	1.875	19
8	8	6	1111110111111101110101001101010011010100110101000100000001000000	iiiiia	32	Y	2	5	iiiia	16	11111101110101001101010001000000	1.875	19
9	9	6	1111111111011101110111010100010011011101010001000100010000000000	iiiiia	32	Y	3	5	iiiia	16	11111101110101001101010001000000	1.875	19
10	10	6	1111111111110101111101010101000011110101010100000101000000000000	iiiiia	32	Y	4	5	iiiia	16	11111101110101001101010001000000	1.875	19
11	11	6	1111110111010101110101010101010011010101010101000101010001000000	iiiiia	32	Y	5	6	iiiiia	32	1111110111010101110101010101010011010101010101000101010001000000	1.875	20
12	12	6	1111101110110010101100100010000011111011101100101011001000100000	iiiiai	32	Y	0	5	iiiai	16	11111011101100101011001000100000	1.875	19
13	13	6	1111101110110010111110111011001010110010001000001011001000100000	iiiiai	32	Y	1	5	iiiai	16	11111011101100101011001000100000	1.875	19
14	14	6	1111101111111011101100101011001010110010101100100010000000100000	iiiiai	32	Y	2	5	iiiai	16	11111011101100101011001000100000	1.875	19
15	15	6	1111111110111011101110110010001010111011001000100010001000000000	iiiiai	32	Y	3	5	iiiai	16	11111011101100101011001000100000	1.875	19
16	16	6	1111101110110011101100110011001010110011001100100011001000100000	iiiiai	32	Y	4	6	iiiiai	32	1111101110110011101100110011001010110011001100100011001000100000	1.875	20
17	17	6	1111111111110011111100110011000011110011001100000011000000000000	iiiiai	32	Y	5	5	iiiia	16	11111101110101001101010001000000	1.875	19
18	18	6	1111011101110001011100010001000011110111011100010111000100010000	iiiiaa	32	Y	0	5	iiiaa	16	11110111011100010111000100010000	1.875	19
19	19	6	1111011101110001111101110111000101110001000100000111000100010000	iiiiaa	32	Y	1	5	iiiaa	16	11110111011100010111000100010000	1.875	19
20	20	6	1111011111110111011100010111000101110001011100010001000000010000	iiiiaa	32	Y	2	5	iiiaa	16	11110111011100010111000100010000	1.875	19
