	Unnamed: 0	k	BF	sign	bias	self_loop	self_loop_index	Real_k	Real_sign	real_bias	EF_BF	avg_sen	complexity
0	0	7	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	iiiiiii	64	N		7	iiiiiii	64	11111111111111101111111011101000111111101110100011101000100000001111111011101000111010001000000011101000100000001000000000000000	2.1875	69
1	1	7	11111111111111011111110111010100111111011101010011010100010000001111110111010100110101000100000011010100010000000100000000000000	iiiiiia	64	N		7	iiiiiia	64	11111111111111011111110111010100111111011101010011010100010000001111110111010100110101000100000011010100010000000100000000000000	2.1875	69
2	2	7	11111111111110111111101110110010111110111011001010110010001000001111101110110010101100100010000010110010001000000010000000000000	iiiiiai	64	N		7	iiiiiai	64	11111111111110111111101110110010111110111011001010110010001000001111101110110010101100100010000010110010001000000010000000000000	2.1875	69
3	3	7	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000	iiiiiaa	64	N		7	iiiiiaa	64	11111111111101111111011101110001111101110111000101110001000100001111011101110001011100010001000001110001000100000001000000000000	2.1875	69
4	4	7	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000	iiiiaii	64	N		7	iiiiaii	64	11111111111011111110111110001110111011111000111010001110000010001110111110001110100011100000100010001110000010000000100000000000	2.1875	69
5	5	7	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000	iiiiaia	64	N		7	iiiiaia	64	11111111110111111101111101001101110111110100110101001101000001001101111101001101010011010000010001001101000001000000010000000000	2.1875	69
6	6	7	11111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000	iiiiaai	64	N		7	iiiiaai	64	11111111101111111011111100101011101111110010101100101011000000101011111100101011001010110000001000101011000000100000001000000000	2.1875	69
7	7	7	11111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000	iiiiaaa	64	N		7	iiiiaaa	64	11111111011111110111111100010111011111110001011100010111000000010111111100010111000101110000000100010111000000010000000100000000	2.1875	69
8	8	7	11111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100010000000111010000000000010000000	iiiaiii	64	N		7	iiiaiii	64	11111110111111111110100011111110111010001111111010000000111010001110100011111110100000001110100010000000111010000000000010000000	2.1875	69
9	9	7	11111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010001000000110101000000000001000000	iiiaiia	64	N		7	iiiaiia	64	11111101111111111101010011111101110101001111110101000000110101001101010011111101010000001101010001000000110101000000000001000000	2.1875	69
10	10	7	11111011111111111011001011111011101100101111101100100000101100101011001011111011001000001011001000100000101100100000000000100000	iiiaiai	64	N		7	iiiaiai	64	11111011111111111011001011111011101100101111101100100000101100101011001011111011001000001011001000100000101100100000000000100000	2.1875	69
11	11	7	11110111111111110111000111110111011100011111011100010000011100010111000111110111000100000111000100010000011100010000000000010000	iiiaiaa	64	N		7	iiiaiaa	64	11110111111111110111000111110111011100011111011100010000011100010111000111110111000100000111000100010000011100010000000000010000	2.1875	69
12	12	7	11101111111111111000111011101111100011101110111100001000100011101000111011101111000010001000111000001000100011100000000000001000	iiiaaii	64	N		7	iiiaaii	64	11101111111111111000111011101111100011101110111100001000100011101000111011101111000010001000111000001000100011100000000000001000	2.1875	69
13	13	7	11011111111111110100110111011111010011011101111100000100010011010100110111011111000001000100110100000100010011010000000000000100	iiiaaia	64	N		7	iiiaaia	64	11011111111111110100110111011111010011011101111100000100010011010100110111011111000001000100110100000100010011010000000000000100	2.1875	69
14	14	7	10111111111111110010101110111111001010111011111100000010001010110010101110111111000000100010101100000010001010110000000000000010	iiiaaai	64	N		7	iiiaaai	64	10111111111111110010101110111111001010111011111100000010001010110010101110111111000000100010101100000010001010110000000000000010	2.1875	69
15	15	7	01111111111111110001011101111111000101110111111100000001000101110001011101111111000000010001011100000001000101110000000000000001	iiiaaaa	64	N		7	iiiaaaa	64	01111111111111110001011101111111000101110111111100000001000101110001011101111111000000010001011100000001000101110000000000000001	2.1875	69
16	16	7	11111110111010001111111111111110111010001000000011111110111010001110100010000000111111101110100010000000000000001110100010000000	iiaiiii	64	N		7	iiaiiii	64	11111110111010001111111111111110111010001000000011111110111010001110100010000000111111101110100010000000000000001110100010000000	2.1875	69
17	17	7	11111101110101001111111111111101110101000100000011111101110101001101010001000000111111011101010001000000000000001101010001000000	iiaiiia	64	N		7	iiaiiia	64	11111101110101001111111111111101110101000100000011111101110101001101010001000000111111011101010001000000000000001101010001000000	2.1875	69
18	18	7	11111011101100101111111111111011101100100010000011111011101100101011001000100000111110111011001000100000000000001011001000100000	iiaiiai	64	N		7	iiaiiai	64	11111011101100101111111111111011101100100010000011111011101100101011001000100000111110111011001000100000000000001011001000100000	2.1875	69
19	19	7	11110111011100011111111111110111011100010001000011110111011100010111000100010000111101110111000100010000000000000111000100010000	iiaiiaa	64	N		7	iiaiiaa	64	11110111011100011111111111110111011100010001000011110111011100010111000100010000111101110111000100010000000000000111000100010000	2.1875	69
20	20	7	11101111100011101111111111101111100011100000100011101111100011101000111000001000111011111000111000001000000000001000111000001000	iiaiaii	64	N		7	iiaiaii	64	11101111100011101111111111101111100011100000100011101111100011101000111000001000111011111000111000001000000000001000111000001000	2.1875	69
21	21	7	11011111010011011111111111011111010011010000010011011111010011010100110100000100110111110100110100000100000000000100110100000100	iiaiaia	64	N		7	iiaiaia	64	11011111010011011111111111011111010011010000010011011111010011010100110100000100110111110100110100000100000000000100110100000100	2.1875	69
22	22	7	10111111001010111111111110111111001010110000001010111111001010110010101100000010101111110010101100000010000000000010101100000010	iiaiaai	64	N		7	iiaiaai	64	10111111001010111111111110111111001010110000001010111111001010110010101100000010101111110010101100000010000000000010101100000010	2.1875	69
23	23	7	01111111000101111111111101111111000101110000000101111111000101110001011100000001011111110001011100000001000000000001011100000001	iiaiaaa	64	N		7	iiaiaaa	64	01111111000101111111111101111111000101110000000101111111000101110001011100000001011111110001011100000001000000000001011100000001	2.1875	69
24	24	7	11101000111111101111111011111111100000001110100011101000111111101000000011101000111010001111111000000000100000001000000011101000	iiaaiii	64	N		7	iiaaiii	64	11101000111111101111111011111111100000001110100011101000111111101000000011101000111010001111111000000000100000001000000011101000	2.1875	69
25	25	7	11010100111111011111110111111111010000001101010011010100111111010100000011010100110101001111110100000000010000000100000011010100	iiaaiia	64	N		7	iiaaiia	64	11010100111111011111110111111111010000001101010011010100111111010100000011010100110101001111110100000000010000000100000011010100	2.1875	69
26	26	7	10110010111110111111101111111111001000001011001010110010111110110010000010110010101100101111101100000000001000000010000010110010	iiaaiai	64	N		7	iiaaiai	64	10110010111110111111101111111111001000001011001010110010111110110010000010110010101100101111101100000000001000000010000010110010	2.1875	69
27	27	7	01110001111101111111011111111111000100000111000101110001111101110001000001110001011100011111011100000000000100000001000001110001	iiaaiaa	64	N		7	iiaaiaa	64	01110001111101111111011111111111000100000111000101110001111101110001000001110001011100011111011100000000000100000001000001110001	2.1875	69
28	28	7	10001110111011111110111111111111000010001000111010001110111011110000100010001110100011101110111100000000000010000000100010001110	iiaaaii	64	N		7	iiaaaii	64	10001110111011111110111111111111000010001000111010001110111011110000100010001110100011101110111100000000000010000000100010001110	2.1875	69
29	29	7	01001101110111111101111111111111000001000100110101001101110111110000010001001101010011011101111100000000000001000000010001001101	iiaaaia	64	N		7	iiaaaia	64	01001101110111111101111111111111000001000100110101001101110111110000010001001101010011011101111100000000000001000000010001001101	2.1875	69
30	30	7	00101011101111111011111111111111000000100010101100101011101111110000001000101011001010111011111100000000000000100000001000101011	iiaaaai	64	N		7	iiaaaai	64	00101011101111111011111111111111000000100010101100101011101111110000001000101011001010111011111100000000000000100000001000101011	2.1875	69
31	31	7	00010111011111110111111111111111000000010001011100010111011111110000000100010111000101110111111100000000000000010000000100010111	iiaaaaa	64	N		7	iiaaaaa	64	00010111011111110111111111111111000000010001011100010111011111110000000100010111000101110111111100000000000000010000000100010111	2.1875	69
32	32	7	11111110111010001110100010000000111111111111111011111110111010001110100010000000100000000000000011111110111010001110100010000000	iaiiiii	64	N		7	iaiiiii	64	11111110111010001110100010000000111111111111111011111110111010001110100010000000100000000000000011111110111010001110100010000000	2.1875	69
33	33	7	11111101110101001101010001000000111111111111110111111101110101001101010001000000010000000000000011111101110101001101010001000000	iaiiiia	64	N		7	iaiiiia	64	11111101110101001101010001000000111111111111110111111101110101001101010001000000010000000000000011111101110101001101010001000000	2.1875	69
34	34	7	11111011101100101011001000100000111111111111101111111011101100101011001000100000001000000000000011111011101100101011001000100000	iaiiiai	64	N		7	iaiiiai	64	11111011101100101011001000100000111111111111101111111011101100101011001000100000001000000000000011111011101100101011001000100000	2.1875	69
35	35	7	11110111011100010111000100010000111111111111011111110111011100010111000100010000000100000000000011110111011100010111000100010000	iaiiiaa	64	N		7	iaiiiaa	64	11110111011100010111000100010000111111111111011111110111011100010111000100010000000100000000000011110111011100010111000100010000	2.1875	69
36	36	7	11101111100011101000111000001000111111111110111111101111100011101000111000001000000010000000000011101111100011101000111000001000	iaiiaii	64	N		7	iaiiaii	64	11101111100011101000111000001000111111111110111111101111100011101000111000001000000010000000000011101111100011101000111000001000	2.1875	69
