from	to	sign
v_elavl3_HuC	v_Neural_Precursor	a
v_her6	v_Progenitor	a
v_zic5	v_Progenitor	a
v_Progenitor	v_elavl3_HuC	i
v_miR_9	v_elavl3_HuC	i
v_Neural_Precursor	v_her6	i
v_miR_9	v_her6	i
v_Neural_Precursor	v_miR_9	i
v_her6	v_miR_9	i
v_Neural_Precursor	v_zic5	i
v_miR_9	v_zic5	i
