Network_no	Model_no	func_type	derrida_coeff	net_sen	final_hamming	fragility
117	0	scNCF	1.203125	1.203125	0.7543792724609375	0.35742950439453125
118	0	scNCF	1.1875	1.1875	1.350794792175293	1.169219970703125
119	0	scNCF	1.1953125	1.1953125	1.258313903808594	1.1186978149414062
120	0	scNCF	1.1640625	1.1640625	0.4120445251464844	0.4120445251464844
121	0	scNCF	1.1328125	1.1328125	1.9506566047668452	1.0939463043212887
122	0	scNCF	1.1484375	1.1484375	1.1462594032287596	0.2530617332458496
123	0	scNCF	1.171875	1.171875	1.5960044860839846	0.09173202514648438
124	0	scNCF	1.234375	1.234375	1.8179557800292971	0.0
125	0	scNCF	1.234375	1.234375	1.3271335411071778	1.313424282073975
126	0	scNCF	1.0390625	1.0390625	0.7359619140625	0.4372825622558594
127	0	scNCF	1.125	1.125	1.0100188255310059	0.7491100883483887
128	0	scNCF	1.1484375	1.1484375	1.4274711608886719	0.8923559188842773
129	0	scNCF	1.1171875	1.1171875	1.14086633682251	0.008565788269042975
130	0	scNCF	1.2265625	1.2265625	2.1330223083496094	1.1918697357177734
131	0	scNCF	1.1484375	1.1484375	0.0	0.0
132	0	scNCF	1.125	1.125	0.103515625	0.103515625
133	0	scNCF	1.1953125	1.1953125	0.2682304382324219	0.10121726989746094
134	0	scNCF	1.109375	1.109375	1.6755332946777344	0.0
135	0	scNCF	1.03125	1.03125	0.0	0.0
136	0	scNCF	1.15625	1.15625	1.7872400283813477	1.5572333335876465
137	0	scNCF	1.109375	1.109375	1.521084594726563	0.6191036224365235
138	0	scNCF	1.21875	1.21875	0.8202163887023924	0.2457430076599121
139	0	scNCF	1.2421875	1.2421875	1.6159224891662596	0.9265160751342771
140	0	scNCF	1.2265625	1.2265625	2.1923561096191406	0.8047695159912109
141	0	scNCF	1.09375	1.09375	1.0189846038818362	0.34938163757324225
142	0	scNCF	1.1953125	1.1953125	1.2761772155761724	0.46287918090820307
143	0	scNCF	1.1953125	1.1953125	2.0982024383544924	0.5228134918212891
144	0	scNCF	1.0625	1.0625	1.2829516601562498	0.1996697425842285
