Network_no	Model_no	func_type	derrida_coeff	net_sen	final_hamming	fragility
0	0	BMR	0.8928571428571429	0.75	0.8055245535714286	0.8055245535714286
1	0	BMR	0.9666666666666667	0.9375	0.993408203125	0.993408203125
2	0	BMR	0.921875	0.921875	0.5204048156738281	0.5204048156738281
3	0	BMR	1.171875	1.171875	1.1917190551757812	1.1917190551757812
4	0	BMR	1.015625	1.015625	0.7276077270507812	0.7276077270507812
5	0	BMR	1.0333333333333334	0.953125	1.0336588541666667	1.0336588541666667
6	0	BMR	0.796875	0.796875	0.00048828125	0.00048828125
7	0	BMR	1.046875	1.046875	0.6181373596191406	0.6181373596191406
8	0	BMR	1.0	0.859375	0.7908653846153846	0.7908653846153846
9	0	BMR	0.96875	0.96875	0.665618896484375	0.665618896484375
10	0	BMR	0.921875	0.921875	0.273834228515625	0.273834228515625
11	0	BMR	1.109375	1.109375	0.9656333923339844	0.9656333923339844
12	0	BMR	0.8333333333333334	0.8125	0.6361979166666667	0.6361979166666667
13	0	BMR	1.0	0.796875	0.9951985677083334	0.9951985677083334
14	0	BMR	0.953125	0.953125	0.4374504089355469	0.4374504089355469
15	0	BMR	0.90625	0.90625	0.3365936279296875	0.3365936279296875
16	0	BMR	0.765625	0.765625	0.00048828125	0.00048828125
17	0	BMR	0.890625	0.890625	0.6511993408203125	0.6511993408203125
18	0	BMR	0.828125	0.828125	0.22916793823242188	0.22916793823242188
19	0	BMR	0.7857142857142857	0.65625	0.7857142857142857	0.7857142857142857
20	0	BMR	0.75	0.75	0.75	0.75
21	0	BMR	0.9038461538461539	0.703125	0.9155649038461539	0.9155649038461539
22	0	BMR	0.8035714285714286	0.71875	0.7008928571428571	0.7008928571428571
23	0	BMR	0.9333333333333333	0.90625	0.9098307291666666	0.9098307291666666
24	0	BMR	0.8392857142857143	0.703125	0.8214285714285714	0.8214285714285714
25	0	BMR	1.125	1.125	1.0563545227050781	1.0563545227050781
26	0	BMR	1.0333333333333334	0.953125	0.98857421875	0.98857421875
27	0	BMR	1.171875	1.171875	1.0463294982910156	1.0463294982910156
28	0	BMR	0.84375	0.84375	0.101348876953125	0.101348876953125
29	0	BMR	0.8571428571428571	0.71875	0.8571428571428571	0.8571428571428571
30	0	BMR	0.953125	0.953125	0.5179977416992188	0.5179977416992188
31	0	BMR	1.1666666666666667	1.078125	1.2363566080729167	1.2363566080729167
32	0	BMR	1.0166666666666666	0.9375	0.7572916666666667	0.7572916666666667
33	0	BMR	0.828125	0.828125	0.0984344482421875	0.0984344482421875
34	0	BMR	1.15625	1.15625	1.0176429748535156	1.0176429748535156
